,property,value (log),smiles_string
2130,p_exp_H2,-8.562249437,[*]c1ccc2c(c1)C(=O)C(c1ccc([*])cc1C(F)(F)F)C2=O
2131,p_exp_H2,-8.565431096,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C([*])(C)CC6(C)C)C5=O)cc3C2=O)cc1
2132,p_exp_H2,-8.567030709,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cccc(C([*])=O)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br
2133,p_exp_H2,-8.567030709,[*]c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C([*])(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1
2134,p_exp_H2,-8.567030709,[*]c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O
2135,p_exp_CO2,-8.568636236,[*]=NP(=NP(=[*])(Cl)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
2136,p_exp_CO2,-8.568636236,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1
2137,d_exp_CO2,-7.583359493,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1
2138,s_exp_CO2,-0.985276743,[*]NC(=O)c1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(C(=O)Nc4c(C)cc(Cc5cc(C)c([*])c(C(C)C)c5)cc4C(C)C)cc3)cc2C(C)(C)C)cc1
2139,p_exp_CO2,-8.568636236,[*]Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cccc(C)c5[*])cc4C3=O)c(C)c1C)C2=O
2140,p_exp_CO2,-8.568636236,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C([*])(C)C)cc5)c(=O)c4cc3c2=O)cc1
2141,d_exp_CO2,-7.387216143,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C([*])(C)C)cc5)c(=O)c4cc3c2=O)cc1
2142,s_exp_CO2,-1.18142009,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C([*])(C)C)cc5)c(=O)c4cc3c2=O)cc1
2143,p_exp_CH4,-8.568636236,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n([*])c(=O)c8cc6oc5cc43)CC7(C)C)cc2)(C(F)(F)F)C(F)(F)F)cc1
2144,p_exp_CH4,-8.568636236,[*]c1cccc2c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n([*])c(=O)c8cc6oc5cc43)CC7(C)C)cccc12
2145,p_exp_He,-8.573488739,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O
2146,p_exp_H2,-8.573488739,[*]CC([*])c1ccccc1
2147,p_exp_He,-8.575118363,[*]c1cc(-c2nc3ccc(-c4ccc5c(c4)nc([*])n5C[Si](C)(C)C)cc3n2C[Si](C)(C)C)cc(C(C)(C)C)c1
2148,p_exp_He,-8.578396073,[*]c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc(C([*])(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1
2149,p_exp_He,-8.580044252,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1
2150,p_exp_O2,-8.581698709,[*]OOc1c2c(c([*])c3c1C1c4ccccc4C3c3ccccc31)C1c3ccccc3C2c2ccccc21
2151,p_exp_H2,-8.583359493,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1
2152,p_exp_He,-8.583359493,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1
2153,p_exp_O2,-8.585026652,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)(C)C)cc1
2154,p_exp_CO2,-8.585026652,[*]C=Cc1ccc([*])cc1[Si](C)(C)CCCC
2155,p_exp_He,-8.585026652,[*]c1ccc(OC(=O)c2cc(C(=O)Oc3ccc(C([*])(C)C)cc3C)cc(C(C)(C)C)c2)c(C)c1
2156,p_exp_H2,-8.585026652,[*]c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(C4C(=O)c5ccc(-c6ccc(C7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc%12c(c%11)C(=O)C(c%11ccc(-c%13ccc%14c(c%13)C(=O)C(c%13ccc(-c%15ccc%16c(c%15)C(=O)C(c%15ccc(-c%17ccc(C%18C(=O)c%19ccc(-c%20ccc%21c(c%20)C(=O)C(c%20ccc(-c%22ccc([*])cc%22C(=O)c%22ccccc%22)cc%20C(F)(F)F)C%21=O)cc%19C%18=O)c(C(F)(F)F)c%17)cc%15C(F)(F)F)C%16=O)cc%13C(F)(F)F)C%14=O)cc%11C(F)(F)F)C%12=O)cc9C(F)(F)F)C%10=O)cc8C7=O)c(C(F)(F)F)c6)cc5C4=O)c(C(F)(F)F)c3)cc1C(F)(F)F)C2=O
2157,p_exp_CO2,-8.586700236,[*]Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc([*])cc%10C9=O)cc8)cc7C(F)(F)F)cc6)c6ccccc6-c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O
2158,p_exp_CO2,-8.588380294,[*]=CCCC(=[*])Cl
2159,p_exp_CO2,-8.588380294,[*]c1cncc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)C4c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)c1
2160,p_exp_H2,-8.590066877,[*]Sc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O
2161,p_exp_He,-8.590066877,[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(C(c4ccc(Oc5cccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c1)C2=O
2162,p_exp_O2,-8.595166283,[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C1c4ccccc4C3c3cc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc31)C2=O
2163,p_exp_CO2,-8.598599459,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12
2164,s_sim_CO2,0.264420256,[*]C=CC1CC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12
2165,p_exp_CO2,-8.598599459,[*]CC([*])OC1C2CC3CC(C2)CC1C3
2166,p_exp_N2,-8.600326279,[*]=CCCC=[*]
2167,d_exp_N2,-5.388276692,[*]=CCCC=[*]
2168,s_exp_N2,-3.212049538,[*]=CCCC=[*]
2169,p_exp_He,-8.600326279,[*]C=CC1CC([*])C2C(=O)N(C3CCCCC3)C(=O)C12
2170,p_exp_CO2,-8.600326279,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C(c4cc(C(C)C)c([*])cc4C)c4ccccc4C(=O)O)cc3C(C)C)cc2)cc1
2171,p_exp_H2,-8.602059991,[*]=NP(=NP(=[*])(Oc1ccc(OC)cc1)Oc1ccccc1CC=C)(OCCCOCCOC)Oc1ccc(OC)cc1
2172,p_exp_O2,-8.602059991,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(CCCC)cc1
2173,p_exp_CO2,-8.602059991,[*]CC([*])OC1CC2CCC1C2
2174,p_exp_O2,-8.602059991,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2175,d_exp_O2,-6.397940009,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2176,d_sim_O2,-6.331614083,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2177,s_sim_O2,-1.807620828,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2178,s_exp_O2,-2.204119983,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2179,p_sim_O2,-8.139063379,[*]/C=C(/[*])c1ccccc1C(F)(F)F
2180,p_exp_O2,-8.602059991,[*]c1ccc(-c2ccc(C([*])(c3ccccc3)C(F)(F)F)cc2)cc1
2181,p_exp_H2,-8.605548319,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1
2182,p_exp_CO2,-8.605548319,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O
2183,p_exp_He,-8.607303047,[*]Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1
2184,p_exp_H2,-8.609064893,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2185,d_exp_H2,-6.075720714,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2186,s_exp_H2,-2.533344243,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2187,p_exp_H2,-8.609064893,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6Cc7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2188,p_exp_CO2,-8.609064893,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
2189,d_sim_CO2,-8.209714836,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
2190,s_sim_CO2,-0.304365622,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
2191,p_sim_CO2,-8.514278574,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
2192,p_exp_H2,-8.609064893,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1
2193,p_exp_CO2,-8.616184634,[*]C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1
2194,p_exp_CO2,-8.619788758,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2195,d_exp_CO2,-7.158015195,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2196,d_sim_CO2,-6.821023053,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2197,s_sim_CO2,-0.655265317,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2198,s_exp_CO2,-1.461773564,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2199,p_sim_CO2,-7.476253533,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
2200,p_exp_N2,-8.619788758,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F
2201,s_sim_N2,-1.932755647,[*]C(F)(F)C(F)(F)CC1(F)OC(F)(F)OC1([*])OC(F)(F)F
2202,p_exp_CO2,-8.619788758,[*]C=Cc1ccc([*])cc1[Si](C)(C)C(C)(C)C
2203,p_exp_CO2,-8.619788758,[*]CN1C(=O)c2cc3c(cc2C1=O)S(=O)(=O)c1cc2c(cc1S3(=O)=O)C(=O)N(c1cc3c(cc1C)-c1cc(C)c([*])cc1S3(=O)=O)C2=O
2204,p_exp_CO2,-8.619788758,[*]c1cc(C)c(OC(=O)c2cccc(Oc3c(C)cc(C([*])(C)C)cc3C)c2)c(C)c1
2205,p_exp_O2,-8.619788758,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1
2206,p_exp_He,-8.619788758,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C(OC)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C(OC)(C(F)(F)F)C(F)(F)F)c1
2207,p_exp_H2,-8.619788758,[*]c1ccc2oc(-c3ccc4cc(-c5nc6cc(C([*])(C(F)(F)F)C(F)(F)F)ccc6o5)ccc4c3)nc2c1
2208,p_exp_CO2,-8.621602099,[*]Oc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc(C(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(-c9ccc(Oc%10ccc%11c(c%10)C(C)(C)CC%11%10CC(C)(C)c%11cc([*])ccc%11%10)c(C(F)(F)F)c9)cc7)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1C(F)(F)F
2209,p_exp_CH4,-8.621602099,[*]c1c(C)c2c(c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c1C)C(C)(C)CC2
2210,p_exp_CO2,-8.623423043,[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1
2211,p_exp_He,-8.623423043,[*]CC([*])(C)C(=O)OCC
2212,d_exp_He,-4.882728704,[*]CC([*])(C)C(=O)OCC
2213,s_exp_He,-3.740695269,[*]CC([*])(C)C(=O)OCC
2214,p_exp_H2,-8.625251654,[*]c1ccc(-c2ccc3c(c2)C(=O)C(c2ccc(-c4ccc5c(c4)C(=O)C(c4ccc(-c6ccc7c(c6)C(=O)C(c6ccc([*])cc6C(F)(F)F)C7=O)cc4C(F)(F)F)C5=O)cc2C(F)(F)F)C3=O)c(C(=O)c2ccccc2)c1
2215,p_exp_CO2,-8.625251654,[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1-3)C2=O
2216,p_exp_H2,-8.625251654,[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2
2217,p_exp_O2,-8.628932138,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C)c1-2
2218,p_exp_He,-8.630784143,[*]OC(=O)c1cccc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)c1
2219,p_exp_He,-8.630784143,[*]Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cccc(C([*])=O)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br
2220,p_exp_CH4,-8.632644079,[*]=NP(=NP(=[*])(Oc1ccccc1)Oc1ccc([Si](C)(C)C)cc1)(Oc1ccc(Br)cc1)Oc1ccc([Si](C)(C)C)cc1
2221,p_exp_H2,-8.632644079,[*]OC(=O)c1cccc(C(=O)Oc2c(C)cc(C(C)(C)c3cc(C)c([*])c(Br)c3)cc2Br)c1
2222,p_exp_CH4,-8.632644079,[*]c1c(C)cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1C
2223,p_exp_He,-8.63638802,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1
2224,d_exp_He,-5.321481621,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1
2225,s_exp_He,-3.314906157,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1
2226,p_exp_CO2,-8.63638802,[*]c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O
2227,p_exp_O2,-8.638272164,[*]/C(C)=C(/[*])[Si](C)(C)CCCCC
2228,p_exp_CO2,-8.638272164,[*]/C(Cl)=C(/[*])c1ccccc1
2229,d_exp_CO2,-6.769551079,[*]/C(Cl)=C(/[*])c1ccccc1
2230,d_sim_CO2,-6.562249437,[*]/C(Cl)=C(/[*])c1ccccc1
2231,s_sim_CO2,-0.308788882,[*]/C(Cl)=C(/[*])c1ccccc1
2232,s_exp_CO2,-1.868721078,[*]/C(Cl)=C(/[*])c1ccccc1
2233,p_sim_CO2,-6.869666232,[*]/C(Cl)=C(/[*])c1ccccc1
2234,p_exp_He,-8.638272164,[*]/C(Cl)=C(/[*])c1ccccc1
2235,d_exp_He,-5.657577319,[*]/C(Cl)=C(/[*])c1ccccc1
2236,s_exp_He,-2.980694656,[*]/C(Cl)=C(/[*])c1ccccc1
2237,p_exp_N2,-8.638272164,[*]C(=C([*])c1ccc(C(C)(C)C)cc1)c1ccc(O)cc1
2238,p_exp_N2,-8.638272164,[*]C(C)=C([*])CCCCCC
2239,p_exp_H2,-8.638272164,[*]N=P([*])(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1
2240,p_exp_H2,-8.638272164,[*]Nc1cccc(NC(=O)c2ccc(C(c3ccc(C([*])=O)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1
2241,p_exp_N2,-8.638272164,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n([*])c(=O)c8cc6oc5cc43)CC7(C)C)cc2)(C(F)(F)F)C(F)(F)F)cc1
2242,p_exp_He,-8.638272164,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C([*])(C)CC6(C)C)C5=O)cc3C2=O)cc1
2243,p_exp_He,-8.638272164,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)c4ccccc4)cc3)c2)cc1
2244,p_exp_H2,-8.640164518,[*]C=CC1OC([*])C2C(=O)N(c3c(F)c(F)c(F)c(F)c3F)C(=O)C12
2245,p_exp_CO2,-8.642065153,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2246,d_exp_CO2,-7.244125144,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2247,d_sim_CO2,-6.829738285,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2248,s_sim_CO2,-0.256655375,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2249,s_exp_CO2,-1.397940009,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2250,p_sim_CO2,-7.086186148,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
2251,p_exp_H2,-8.642065153,[*]Cc1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1
2252,p_exp_H2,-8.642065153,[*]c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc(C([*])(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1
2253,p_exp_CO2,-8.642065153,[*]c1ccc2c(c1)C(=O)N(Oc1ccc(-c3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1C(F)(F)F)C2
2254,p_exp_CO2,-8.643974143,[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3Br)c2)c(Br)c1
2255,p_exp_CO2,-8.645891561,[*]Oc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(Oc8ccc9c(c8)C(C)(C)CC98CC(C)(C)c9cc([*])ccc98)c(C(F)(F)F)c7)cc5)C6=O)cc4C3=O)cc2)cc1C(F)(F)F
2256,p_exp_CO2,-8.647817482,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(-c9ccc(N%10C(=O)c%11ccc(Oc%12ccc(C([*])(C)C)cc%12)cc%11C%10=O)cc9)cc8C(F)(F)F)cc7)c7ccccc7-c7ccccc76)cc5)c(C(F)(F)F)c4)cc2)C3=O)cc1
2257,p_exp_CO2,-8.649751982,[*]Cc1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1
2258,p_exp_O2,-8.655607726,[*]C(=O)COc1c(Br)cc(C(c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)(C(F)(F)F)C(F)(F)F)cc1Br
2259,p_exp_N2,-8.655607726,[*]CC([*])C(=O)OCCCCCCCCCCCCCC
2260,p_exp_He,-8.655607726,[*]CC([*])c1ccccc1
2261,p_exp_He,-8.655607726,[*]OC(=O)c1cccc(C(=O)Oc2c(C)cc(C(C)(C)c3cc(C)c([*])c(Br)c3)cc2Br)c1
2262,p_exp_H2,-8.655607726,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1
2263,p_exp_CH4,-8.657577319,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1
2264,d_exp_CH4,-6.283996656,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1
2265,s_exp_CH4,-2.373580687,[*]CC([*])c1ccc([Si](C)(C)CCC(F)(F)F)cc1
2266,p_exp_CO2,-8.657577319,[*]Oc1ccc2c(c1)C(=O)N(c1cc(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C)ccc5[*])cc4C3=O)c1C)C2=O
2267,p_exp_N2,-8.657577319,[*]c1c(C)c2c(c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c1C)C(C)(C)CC2
2268,p_exp_O2,-8.657577319,[*]c1cc(C)c(N2C(=O)c3ccc(Oc4cc(C(C)(C)C)c(Oc5ccc6c(c5)C(=O)N(c5c(C)cc([*])cc5C)C6=O)cc4C(C)(C)C)cc3C2=O)c(C)c1
2269,p_exp_H2,-8.657577319,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)C)cc4Oc4ccc5c(c4)C(=O)N(c4ccc([*])cc4OC)C5=O)cc3C2=O)c(OC)c1
2270,p_exp_H2,-8.661543506,[*]CC([*])(C)C(=O)OCC
2271,d_exp_H2,-5.364516253,[*]CC([*])(C)C(=O)OCC
2272,s_exp_H2,-3.297026934,[*]CC([*])(C)C(=O)OCC
2273,p_exp_He,-8.661543506,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1
2274,p_exp_CO2,-8.665546249,[*]c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O
2275,p_exp_CO2,-8.66756154,[*]C(=O)COc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br
2276,p_exp_CO2,-8.66756154,[*]C(=O)Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cc([*])cc(C(C)(C)C)c3)c(Br)c2)cc1Br
2277,p_exp_H2,-8.66756154,[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C
2278,p_exp_He,-8.671620397,[*]c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(S([*])(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1
