,zinc_ids,polymer,reactants,n_polymer_atoms
12158,ZINC000105207430,*=CC1C2C(=O)N(N=Cc3c(OCC)ccc4ccccc34)C(=O)C2C(C=*)C12CC2,CCOc1ccc2ccccc2c1C=NN1C(=O)C2C(C1=O)C1C=CC2C12CC2,29
12159,ZINC000106361193,*=CC1C2C(=O)N(N=Cc3ccc(OCc4ccccc4)cc3)C(=O)C2C(C=*)C12CC2,O=C1C2C(C(=O)N1N=Cc1ccc(OCc3ccccc3)cc1)C1C=CC2C12CC2,30
12160,ZINC000002518986,*=CCC(Cc1ccc(OC)cc1)C(=O)C(=O)C(CC=*)Cc1ccc(OC)cc1,COc1ccc(CC2CC=CCC(Cc3ccc(OC)cc3)C(=O)C2=O)cc1,28
12161,ZINC000001216465,*=CCC1C(C=*)c2cc(S(N)(=O)=O)ccc2NC1c1ccc(Cl)cc1Cl,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2,25
12162,ZINC000004623595,*=CCC1C(C=*)c2cc(C(=O)NCCC(=O)O)ccc2NC1c1cccc(C)c1,Cc1cccc(C2Nc3ccc(C(=O)NCCC(=O)O)cc3C3C=CCC32)c1,28
12163,ZINC000004623635,*=CCC1C(C=*)c2cc(C(=O)NCCC(=O)O)ccc2NC1c1ccccc1C,Cc1ccccc1C1Nc2ccc(C(=O)NCCC(=O)O)cc2C2C=CCC21,28
12164,ZINC000017172963,*=CSC1=NC(=O)C(=Cc2cc(C)n(-c3ccc(C)cc3C)c2C)C(=N)N1C=*,Cc1ccc(-n2c(C)cc(C=C3C(=N)N4C=CSC4=NC3=O)c2C)c(C)c1,27
12165,ZINC000299804332,*=CCC1C(C=*)c2cc(C(=O)NCC(=O)O)ccc2NC1c1cccc2ccccc12,O=C(O)CNC(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,30
12166,ZINC000000759225,*=CCC1C(C=*)c2cc(S(N)(=O)=O)ccc2NC1c1cccc2ccccc12,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,27
12167,ZINC000100171283,*=CC1OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3ccc(C)cc3C)C(=O)C12,CC(=O)OC(OC(C)=O)C12C=CC(O1)C1C(=O)N(c3ccc(C)cc3C)C(=O)C12,29
12168,ZINC000100171935,*=CC1OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3ccc(C)cc3)C(=O)C12,CC(=O)OC(OC(C)=O)C12C=CC(O1)C1C(=O)N(c3ccc(C)cc3)C(=O)C12,28
12169,ZINC000100175249,*=CC1OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3cccc(C)c3)C(=O)C12,CC(=O)OC(OC(C)=O)C12C=CC(O1)C1C(=O)N(c3cccc(C)c3)C(=O)C12,28
12170,ZINC000009183798,*=CC1OC2(C=*)CN(c3cc(C)on3)C(=O)C2C1C(=O)Nc1ccc(OC)cc1,COc1ccc(NC(=O)C2C3C=CC4(CN(c5cc(C)on5)C(=O)C24)O3)cc1,28
12171,ZINC000100188001,*=CC1OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3ccc(F)cc3)C(=O)C12,CC(=O)OC(OC(C)=O)C12C=CC(O1)C1C(=O)N(c3ccc(F)cc3)C(=O)C12,28
12172,ZINC000009302857,*=CC1OC2(C=*)CN(c3cc(C)on3)C(=O)C2C1C(=O)Nc1cccc(OC)c1,COc1cccc(NC(=O)C2C3C=CC4(CN(c5cc(C)on5)C(=O)C24)O3)c1,28
12173,ZINC000035898151,*=CC1OC(C=*)C(C(=O)N2CCN(Cc3ccccc3Cl)CC2)C1C(=O)O,O=C(O)C1C2C=CC(O2)C1C(=O)N1CCN(Cc2ccccc2Cl)CC1,26
12174,ZINC000100302645,*=CC1OC(C=*)(CO)C2C(=O)N(c3ccc(Cl)c(C(=O)OCC)c3)C(=O)C12,CCOC(=O)c1cc(N2C(=O)C3C4C=CC(CO)(O4)C3C2=O)ccc1Cl,26
12175,ZINC000035897753,*=CC1CC(C=*)C(C(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,26
12176,ZINC000035898202,*=CC1CC(C=*)C(C(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,27
12177,ZINC000036748640,*=CC1OC2(C=*)CN(C(C)C)C(=O)C2C1C(=O)Nc1ccc(Cn2cncn2)cc1,CC(C)N1CC23C=CC(O2)C(C(=O)Nc2ccc(Cn4cncn4)cc2)C3C1=O,29
12178,ZINC000036748676,*=CC1OC2(C=*)CN(CC)C(=O)C2C1C(=O)NC(C)COc1ccc(OC)cc1,CCN1CC23C=CC(O2)C(C(=O)NC(C)COc2ccc(OC)cc2)C3C1=O,28
12179,ZINC000100231104,*=CC1OC(C=*)(CO)C2C(=O)N(c3ccc(I)cc3)C(=O)C12,O=C1C2C3C=CC(CO)(O3)C2C(=O)N1c1ccc(I)cc1,21
12180,ZINC000100231115,*=CC1OC(C=*)(CO)C2C(=O)N(c3ccccc3I)C(=O)C12,O=C1C2C3C=CC(CO)(O3)C2C(=O)N1c1ccccc1I,21
12181,ZINC000100341054,*=CC1(C)OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3ccccc3)C(=O)C21,CC(=O)OC(OC(C)=O)C12C=CC(C)(O1)C1C(=O)N(c3ccccc3)C(=O)C12,28
12182,ZINC000100376995,*=CC1OC(C=*)(C(OC(C)=O)OC(C)=O)C2C(=O)N(c3ccc(C)c(C)c3)C(=O)C12,CC(=O)OC(OC(C)=O)C12C=CC(O1)C1C(=O)N(c3ccc(C)c(C)c3)C(=O)C12,29
12183,ZINC000100377097,*=CC1(C)OC(C=*)(CO)C2C(=O)N(c3ccc(C)c(Br)c3)C(=O)C21,Cc1ccc(N2C(=O)C3C(C2=O)C2(CO)C=CC3(C)O2)cc1Br,23
12184,ZINC000100550075,*=CC1CC(C=*)C2C(=O)N(C(C)C(=O)OCC(=O)c3cccc(OC)c3)C(=O)C12,COc1cccc(C(=O)COC(=O)C(C)N2C(=O)C3C4C=CC(C4)C3C2=O)c1,28
12185,ZINC000071287985,*=CC1CC(C=*)C(CNC(=O)CNC(=O)N2CCN(c3ccc(F)cc3)CC2)C1,O=C(CNC(=O)N1CCN(c2ccc(F)cc2)CC1)NCC1CC2C=CC1C2,28
12186,ZINC000100623598,*=CC1CC(C=*)C2C(=O)N(C(Cc3ccccc3)C(=O)N3CCOCC3)C(=O)C12,O=C(C(Cc1ccccc1)N1C(=O)C2C3C=CC(C3)C2C1=O)N1CCOCC1,28
12187,ZINC000072389441,*=CC1OC2(C=*)CN(CC)C(=O)C2C1C(=O)N1CCC(C(=O)c2cccnc2)CC1,CCN1CC23C=CC(O2)C(C(=O)N2CCC(C(=O)c4cccnc4)CC2)C3C1=O,29
12188,ZINC000072404780,*=CC1CC(C=*)C(CNC(=O)C(C)NC(=O)N2CCN(c3ncccn3)CC2)C1,CC(NC(=O)N1CCN(c2ncccn2)CC1)C(=O)NCC1CC2C=CC1C2,28
12189,ZINC000013629806,*=CC1OC2(C=*)CN(c3ccc4c(c3)OCO4)C(=O)C2C1C(=O)Nc1nccs1,O=C(Nc1nccs1)C1C2C=CC3(CN(c4ccc5c(c4)OCO5)C(=O)C13)O2,28
12190,ZINC000257366568,*=CC1CC(C(=O)NCCn2nc3c(C)cc4ccc(C)cc4n3c2=O)C(C=*)O1,Cc1ccc2cc(C)c3nn(CCNC(=O)C4CC5C=CC4O5)c(=O)n3c2c1,28
12191,ZINC000108235219,*=CC1OC2(C=*)CN(CCc3c[nH]c4ccccc34)C(=O)C2C1C(=O)NC1CC1,O=C(NC1CC1)C1C2C=CC3(CN(CCc4c[nH]c5ccccc45)C(=O)C13)O2,28
12192,ZINC000006305646,*=CC1OC(C=*)(COC(C)=O)C2C(=O)N(c3cccc(Br)c3)C(=O)C12,CC(=O)OCC12C=CC(O1)C1C(=O)N(c3cccc(Br)c3)C(=O)C12,24
12193,ZINC000169300603,*=CC1OC(C=*)C(C(=O)Nc2ccc(OC)cc2)C1C(=O)NCc1cccnc1,COc1ccc(NC(=O)C2C3C=CC(O3)C2C(=O)NCc2cccnc2)cc1,28
12194,ZINC000169293562,*=CC1OC(C=*)C(C(=O)Nc2cccc(OC)c2)C1C(=O)NCc1cccnc1,COc1cccc(NC(=O)C2C3C=CC(O3)C2C(=O)NCc2cccnc2)c1,28
12195,ZINC000006759824,*=CC1OC2(C=*)CN(Cc3ccco3)C(=O)C2C1C(=O)NCc1ccc(OC)cc1,COc1ccc(CNC(=O)C2C3C=CC4(CN(Cc5ccco5)C(=O)C24)O3)cc1,29
12196,ZINC000006764481,*=CC1OC2(C=*)CN(c3ccc(Cl)cc3)C(=O)C2C1C(=O)NCCCOC,COCCCNC(=O)C1C2C=CC3(CN(c4ccc(Cl)cc4)C(=O)C13)O2,26
12197,ZINC000408917919,*=CC1OC(C=*)(CO)C2C(=O)N(c3cccc(I)c3)C(=O)C12,O=C1C2C3C=CC(CO)(O3)C2C(=O)N1c1cccc(I)c1,21
12198,ZINC000409276521,*=CC1OC(C=*)(C2OCCO2)C2C(=O)N(c3ccccc3C(F)(F)F)C(=O)C12,O=C1C2C3C=CC(C4OCCO4)(O3)C2C(=O)N1c1ccccc1C(F)(F)F,27
