SN,Polymer_SMILES,Solvent_SMILES,Activities,log10(mmol_solvent/g_Polymer),liquid_density_solvent,MW_rdkit,log10MV
1724,[*]CC([*])OC(C)=O,c1ccccc1,0.0984,-0.789245016,0.873,78.114,1.951714634
1725,[*]CC([*])OC(C)=O,c1ccccc1,0.20355,-0.380956926,0.873,78.114,1.951714634
1726,[*]CC([*])OC(C)=O,c1ccccc1,0.20631,-0.201359874,0.873,78.114,1.951714634
1727,[*]CC([*])OC(C)=O,c1ccccc1,0.2896,-0.095993575,0.873,78.114,1.951714634
1728,[*]CC([*])OC(C)=O,c1ccccc1,0.40055,0.116829239,0.873,78.114,1.951714634
1729,[*]CC([*])OC(C)=O,c1ccccc1,0.51013,0.306444933,0.873,78.114,1.951714634
1730,[*]CC([*])OC(C)=O,c1ccccc1,0.5627,0.375496781,0.873,78.114,1.951714634
1731,[*]CC([*])OC(C)=O,c1ccccc1,0.61666,0.418962475,0.873,78.114,1.951714634
1732,[*]CC([*])OC(C)=O,c1ccccc1,0.73647,0.596351034,0.873,78.114,1.951714634
1733,[*]CC([*])OC(C)=O,c1ccccc1,0.83995,0.779234106,0.873,78.114,1.951714634
1734,[*]CC([*])OC(C)=O,c1ccccc1,0.90719,0.977966423,0.873,78.114,1.951714634
1735,[*]CC([*])OC(C)=O,c1ccccc1,0.95533,1.050317715,0.873,78.114,1.951714634
1736,[*]CC([*])OC(C)=O,c1ccccc1,0.95838,1.080767589,0.873,78.114,1.951714634
1737,[*]CC[*],C1CCCCC1,0.402,-0.097504768,0.773,84.162,2.036936553
1738,[*]CC[*],C1CCCCC1,0.456,-0.048490635,0.773,84.162,2.036936553
1739,[*]CC[*],C1CCCCC1,1,0.545304764,0.773,84.162,2.036936553
1740,[*]CC[*],C=C(C)C,0.262,-0.508522532,0.589,56.108,1.978909494
1741,[*]CC[*],CBr,0.115,-1.226822316,1.662,94.939,1.756813634
1742,[*]CC[*],CBr,0.218,-0.609497839,1.662,94.939,1.756813634
1743,[*]CC[*],CBr,0.3,-0.45121684,1.662,94.939,1.756813634
1744,[*]CC[*],CBr,0.368,-0.335565446,1.662,94.939,1.756813634
1745,[*]CC[*],CC1CCCCC1,1,0.380125718,0.77,98.189,2.105572112
1746,[*]CC[*],CCC1CCCCC1,1,0.222274282,0.784,112.216,2.155738721
1747,[*]CC[*],CCCCC,1,0.658431224,0.621,72.151,2.065150755
1748,[*]CC[*],CCCCCC,0.226,-0.684701,0.656,86.178,2.118492571
1749,[*]CC[*],CCCCCC,0.43,-0.369480369,0.656,86.178,2.118492571
1750,[*]CC[*],CCCCCC,0.65,-0.122742247,0.656,86.178,2.118492571
1751,[*]CC[*],CCCCCC,1,0.203048715,0.656,86.178,2.118492571
1752,[*]CC[*],CCCCCCC,0.03987,-1.629625119,0.682,100.205,2.167105018
1753,[*]CC[*],CCCCCCC,0.06546,-1.432936474,0.682,100.205,2.167105018
1754,[*]CC[*],CCCCCCC,0.13104,-1.099906213,0.682,100.205,2.167105018
1755,[*]CC[*],CCCCCCC,0.18423,-0.949484342,0.682,100.205,2.167105018
1756,[*]CC[*],CCCCCCC,0.27959,-0.761014014,0.682,100.205,2.167105018
1757,[*]CC[*],CCCCCCC,0.35737,-0.637433675,0.682,100.205,2.167105018
1758,[*]CC[*],CCCCCCC,0.42295,-0.576438551,0.682,100.205,2.167105018
1759,[*]CC[*],CCCCCCC,0.42813,-0.57115192,0.682,100.205,2.167105018
1760,[*]CC[*],CCCCCCC,0.49153,-0.508797548,0.682,100.205,2.167105018
1761,[*]CC[*],CCCCCCC,0.57551,-0.403109772,0.682,100.205,2.167105018
1762,[*]CC[*],CCCCCCC,0.60111,-0.370957441,0.682,100.205,2.167105018
1763,[*]CC[*],CCCCCCC,0.6175,-0.352973097,0.682,100.205,2.167105018
1764,[*]CC[*],CCCCCCC,0.65129,-0.336136984,0.682,100.205,2.167105018
1765,[*]CC[*],CCCCCCC,0.66769,-0.319035187,0.682,100.205,2.167105018
1766,[*]CC[*],CCCCCCC,0.69228,-0.298830862,0.682,100.205,2.167105018
1767,[*]CC[*],CCCCCCC,0.70767,-0.291351805,0.682,100.205,2.167105018
1768,[*]CC[*],CCCCCCC,0.71988,-0.281852539,0.682,100.205,2.167105018
1769,[*]CC[*],CCCCCCC,0.74347,-0.253303555,0.682,100.205,2.167105018
1770,[*]CC[*],CCCCCCC,0.77224,-0.24521268,0.682,100.205,2.167105018
1771,[*]CC[*],CCCCCCC,0.79164,-0.234437243,0.682,100.205,2.167105018
1772,[*]CC[*],CCCCCCC,0.79365,-0.207014233,0.682,100.205,2.167105018
1773,[*]CC[*],CCCCCCC,0.82025,-0.188881307,0.682,100.205,2.167105018
1774,[*]CC[*],CCCCCCC,0.83982,-0.174862196,0.682,100.205,2.167105018
1775,[*]CC[*],CCCCCCC,0.87763,-0.138816371,0.682,100.205,2.167105018
1776,[*]CC[*],CCCCCCC,0.93099,-0.096896833,0.682,100.205,2.167105018
1777,[*]CC[*],CCCCCCC,0.97181,-0.035925191,0.682,100.205,2.167105018
1778,[*]CC[*],CCCCCCC,1,0.10089852,0.682,100.205,2.167105018
1779,[*]CC[*],CCCCCCCC,1,-0.012848631,0.699,114.232,2.213310605
1780,[*]CC[*],CCCCCCCCC,1,-0.069414606,0.7,128.259,2.26298981
1781,[*]CC[*],CCCCCCCCCCCC,1,-0.206327238,0.745,170.34,2.35916037
1782,[*]CC[*],CCCCCCCCCCCCCCCC,1,-0.236054867,0.77,226.448,2.468477764
1783,[*]CC[*],CCCCCCCCO,1,-0.026929623,0.822,130.231,2.199842558
1784,[*]CC[*],CCCCCCCO,1,-0.040798575,0.82,116.204,2.151407225
1785,[*]CC[*],CCCCCCCl,1,-0.09152476,0.8739,120.623,2.139968386
1786,[*]CC[*],CCCCCCO,1,-0.096536083,0.816,102.177,2.097662989
1787,[*]CC[*],CCCCO,1,-0.038862367,0.806,74.123,1.963617947
1788,[*]CC[*],CCCO,1,-0.06792199,0.802,60.096,1.874671198
1789,[*]CC[*],CCO,1,-0.094072801,0.787,46.069,1.767434053
1790,[*]CC[*],CCc1ccccc1,1,0.18486382,0.865,106.168,2.088977529
1791,[*]CC[*],CO,1,-0.468266009,0.787,32.042,1.609744884
1792,[*]CC[*],Cc1ccccc1,0.06764,-1.301028313,0.865,92.141,2.027436814
1793,[*]CC[*],Cc1ccccc1,0.07156,-1.641267331,0.865,92.141,2.027436814
1794,[*]CC[*],Cc1ccccc1,0.09,-1.556302501,0.865,92.141,2.027436814
1795,[*]CC[*],Cc1ccccc1,0.11,-1.386040785,0.865,92.141,2.027436814
1796,[*]CC[*],Cc1ccccc1,0.11782,-1.044710575,0.865,92.141,2.027436814
1797,[*]CC[*],Cc1ccccc1,0.18122,-0.87442326,0.865,92.141,2.027436814
1798,[*]CC[*],Cc1ccccc1,0.18241,-0.991933012,0.865,92.141,2.027436814
1799,[*]CC[*],Cc1ccccc1,0.20063,-0.81353372,0.865,92.141,2.027436814
1800,[*]CC[*],Cc1ccccc1,0.22321,-0.762973861,0.865,92.141,2.027436814
1801,[*]CC[*],Cc1ccccc1,0.27941,-0.734025805,0.865,92.141,2.027436814
1802,[*]CC[*],Cc1ccccc1,0.29899,-0.614780513,0.865,92.141,2.027436814
1803,[*]CC[*],Cc1ccccc1,0.31739,-0.612993895,0.865,92.141,2.027436814
1804,[*]CC[*],Cc1ccccc1,0.33897,-0.576225763,0.865,92.141,2.027436814
1805,[*]CC[*],Cc1ccccc1,0.34,-0.908919531,0.865,92.141,2.027436814
1806,[*]CC[*],Cc1ccccc1,0.3863,-0.574954628,0.865,92.141,2.027436814
1807,[*]CC[*],Cc1ccccc1,0.38916,-0.508210689,0.865,92.141,2.027436814
1808,[*]CC[*],Cc1ccccc1,0.42194,-0.450008251,0.865,92.141,2.027436814
1809,[*]CC[*],Cc1ccccc1,0.45,-0.698970004,0.865,92.141,2.027436814
1810,[*]CC[*],Cc1ccccc1,0.47614,-0.405152205,0.865,92.141,2.027436814
1811,[*]CC[*],Cc1ccccc1,0.48535,-0.380505938,0.865,92.141,2.027436814
1812,[*]CC[*],Cc1ccccc1,0.49418,-0.415888448,0.865,92.141,2.027436814
1813,[*]CC[*],Cc1ccccc1,0.5541,-0.328008916,0.865,92.141,2.027436814
1814,[*]CC[*],Cc1ccccc1,0.58471,-0.291091169,0.865,92.141,2.027436814
1815,[*]CC[*],Cc1ccccc1,0.59018,-0.299445554,0.865,92.141,2.027436814
1816,[*]CC[*],Cc1ccccc1,0.61,-0.449092531,0.865,92.141,2.027436814
1817,[*]CC[*],Cc1ccccc1,0.64728,-0.230369607,0.865,92.141,2.027436814
1818,[*]CC[*],Cc1ccccc1,0.65447,-0.210889101,0.865,92.141,2.027436814
1819,[*]CC[*],Cc1ccccc1,0.67689,-0.207554911,0.865,92.141,2.027436814
1820,[*]CC[*],Cc1ccccc1,0.68709,-0.181975863,0.865,92.141,2.027436814
1821,[*]CC[*],Cc1ccccc1,0.69,-0.330993219,0.865,92.141,2.027436814
1822,[*]CC[*],Cc1ccccc1,0.69113,-0.199146889,0.865,92.141,2.027436814
1823,[*]CC[*],Cc1ccccc1,0.74765,-0.144216929,0.865,92.141,2.027436814
1824,[*]CC[*],Cc1ccccc1,0.75986,-0.116891251,0.865,92.141,2.027436814
1825,[*]CC[*],Cc1ccccc1,0.77425,-0.095283278,0.865,92.141,2.027436814
1826,[*]CC[*],Cc1ccccc1,0.79,-0.21387982,0.865,92.141,2.027436814
1827,[*]CC[*],Cc1ccccc1,0.79109,-0.11029919,0.865,92.141,2.027436814
1828,[*]CC[*],Cc1ccccc1,0.84183,-0.033364378,0.865,92.141,2.027436814
1829,[*]CC[*],Cc1ccccc1,0.8485,-0.013456131,0.865,92.141,2.027436814
1830,[*]CC[*],Cc1ccccc1,0.85,-0.184865183,0.865,92.141,2.027436814
1831,[*]CC[*],Cc1ccccc1,0.86023,-0.022104751,0.865,92.141,2.027436814
1832,[*]CC[*],Cc1ccccc1,0.87,-0.121733597,0.865,92.141,2.027436814
1833,[*]CC[*],Cc1ccccc1,0.88382,0.003723115,0.865,92.141,2.027436814
1834,[*]CC[*],Cc1ccccc1,0.93099,0.03450762,0.865,92.141,2.027436814
1835,[*]CC[*],Cc1ccccc1,0.95539,0.058141129,0.865,92.141,2.027436814
1836,[*]CC[*],Cc1ccccc1,0.98419,0.091771921,0.865,92.141,2.027436814
1837,[*]CC[*],Cc1ccccc1,1,0.363115052,0.865,92.141,2.027436814
1838,[*]CC[*],ClC1CCCCC1,1,0.258541074,1,118.607,2.074110321
1839,[*]CC[*],Clc1ccccc1,1,0.248558816,1.101,112.559,2.009592907
1840,[*]CC[*],O=C(Cl)c1ccccc1,1,-0.237802099,1.206,140.569,2.066542247
1841,[*]CC[*],O=[N+]([O-])c1ccccc1,1,-0.774322986,1.2,123.111,2.011115613
1842,[*]CC[*],c1ccccc1,1,0.486780176,0.873,78.114,1.951714634
1843,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,C1CCCCC1,0.417448352,-0.599991009,0.773,84.162,2.036936553
1844,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,C1CCCCC1,0.557301209,-0.5191535,0.773,84.162,2.036936553
1845,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,C1CCCCC1,0.665951758,-0.409224689,0.773,84.162,2.036936553
1846,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,C1CCCCC1,0.886874725,-0.24614845,0.773,84.162,2.036936553
1847,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(=O)CC(C)C,0.11068,-1.863262015,0.796,100.161,2.099785584
1848,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(=O)CC(C)C,0.18655,-1.718531145,0.796,100.161,2.099785584
1849,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(=O)CC(C)C,0.3272,-1.300317693,0.796,100.161,2.099785584
1850,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(=O)CC(C)C,0.43885,-1.15842955,0.796,100.161,2.099785584
1851,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(=O)CC(C)C,0.72014,-0.975451749,0.796,100.161,2.099785584
1852,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.03912,-0.828873939,0.784,58.08,1.869710545
1853,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.06811,-0.496914664,0.784,58.08,1.869710545
1854,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.10389,-0.302811918,0.784,58.08,1.869710545
1855,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.13288,-0.265343867,0.784,58.08,1.869710545
1856,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.16188,-0.153552862,0.784,58.08,1.869710545
1857,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)=O,0.27168,0.049183422,0.784,58.08,1.869710545
1858,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)O,0.06222,-1.465472889,0.783,60.096,1.885083804
1859,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)O,0.11571,-1.313004127,0.783,60.096,1.885083804
1860,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)O,0.22566,-0.998945925,0.783,60.096,1.885083804
1861,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)O,0.42401,-0.726194895,0.783,60.096,1.885083804
1862,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C)O,0.53544,-0.61861454,0.783,60.096,1.885083804
1863,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.08168,-1.48101089,0.799,72.107,1.955430648
1864,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.16434,-1.350263366,0.799,72.107,1.955430648
1865,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.21801,-1.19393092,0.799,72.107,1.955430648
1866,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.27785,-1.012100759,0.799,72.107,1.955430648
1867,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.38086,-0.86419899,0.799,72.107,1.955430648
1868,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)=O,0.45674,-0.721029854,0.799,72.107,1.955430648
1869,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.11348,-1.480150379,0.802,74.123,1.96577862
1870,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.16474,-1.369367499,0.802,74.123,1.96577862
1871,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.22566,-1.233957095,0.802,74.123,1.96577862
1872,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.31035,-1.071596409,0.802,74.123,1.96577862
1873,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.43292,-0.949022503,0.802,74.123,1.96577862
1874,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCC(C)O,0.56888,-0.810971136,0.802,74.123,1.96577862
1875,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.07559,-1.629243221,0.787,46.069,1.767434053
1876,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.12908,-1.216419349,0.787,46.069,1.767434053
1877,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.24794,-1.008655238,0.787,46.069,1.767434053
1878,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.44407,-0.766069067,0.787,46.069,1.767434053
1879,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.53099,-0.670704819,0.787,46.069,1.767434053
1880,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CCO,0.60751,-0.617797965,0.787,46.069,1.767434053
1881,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.09119,-1.420904963,0.787,32.042,1.609744884
1882,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.1848,-1.071267274,0.787,32.042,1.609744884
1883,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.33263,-0.744918173,0.787,32.042,1.609744884
1884,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.46636,-0.682782876,0.787,32.042,1.609744884
1885,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.51984,-0.593592385,0.787,32.042,1.609744884
1886,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.56888,-0.511640511,0.787,32.042,1.609744884
1887,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,CO,0.71448,-0.471153671,0.787,32.042,1.609744884
1888,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccc(C)cc1,0.28206,-1.504578369,0.858,106.168,2.092506348
1889,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccc(C)cc1,0.57318,-1.667330982,0.858,106.168,2.092506348
1890,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccc(C)cc1,0.62742,-1.620182603,0.858,106.168,2.092506348
1891,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccc(C)cc1,0.78077,-1.536925901,0.858,106.168,2.092506348
1892,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.10626,-1.790635993,0.865,92.141,2.027436814
1893,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.19229,-1.271041718,0.865,92.141,2.027436814
1894,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.30699,-1.106786381,0.865,92.141,2.027436814
1895,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.40175,-1.015692201,0.865,92.141,2.027436814
1896,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.50586,-0.829375664,0.865,92.141,2.027436814
1897,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,Cc1ccccc1,0.78327,-0.71647279,0.865,92.141,2.027436814
1898,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.10377,-1.320297931,0.873,78.114,1.951714634
1899,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.16922,-1.102177306,0.873,78.114,1.951714634
1900,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.20538,-0.97803988,0.873,78.114,1.951714634
1901,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.248575096,-0.48211673,0.873,78.114,1.951714634
1902,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.31385,-0.838745093,0.873,78.114,1.951714634
1903,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.345530481,-0.325542709,0.873,78.114,1.951714634
1904,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.40424,-0.709816443,0.873,78.114,1.951714634
1905,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.445145577,-0.184970717,0.873,78.114,1.951714634
1906,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.50336,-0.607814199,0.873,78.114,1.951714634
1907,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.551530577,-0.039227493,0.873,78.114,1.951714634
1908,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.62305,-0.504655354,0.873,78.114,1.951714634
1909,[*]N=P([*])(OC1=CC=CC=C1)OC1=CC=CC=C1,c1ccccc1,0.696359231,0.128823943,0.873,78.114,1.951714634
1910,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,0.1,-1.978914736,0.894,138.254,2.189340186
1911,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,0.3,-1.425531654,0.894,138.254,2.189340186
1912,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,0.5,-1.257370346,0.894,138.254,2.189340186
1913,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,0.7,-1.060218227,0.894,138.254,2.189340186
1914,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,0.85,-0.943409012,0.894,138.254,2.189340186
1915,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,C1CCC2CCCCC2C1,1,-0.861911539,0.894,138.254,2.189340186
1916,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)(C)c1ccccc1,0.1,-1.387974435,0.863,134.222,2.19181291
1917,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)(C)c1ccccc1,0.3,-1.10239451,0.863,134.222,2.19181291
1918,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)(C)c1ccccc1,0.5,-0.754191259,0.863,134.222,2.19181291
1919,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)(C)c1ccccc1,1,-0.200000486,0.863,134.222,2.19181291
1920,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,0.1,-1.52287088,0.69,114.232,2.21893869
1921,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,0.3,-1.281482471,0.69,114.232,2.21893869
1922,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,0.5,-1.224334064,0.69,114.232,2.21893869
1923,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,0.7,-1.16343944,0.69,114.232,2.21893869
1924,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,0.85,-1.098232687,0.69,114.232,2.21893869
1925,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)CC(C)(C)C,1,-1.016387492,0.69,114.232,2.21893869
1926,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.1,-1.65063699,0.845,204.357,2.38353281
1927,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.3,-1.351423724,0.845,204.357,2.38353281
1928,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.5,-1.183901672,0.845,204.357,2.38353281
1929,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.7,-1.042251064,0.845,204.357,2.38353281
1930,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.85,-0.963678577,0.845,204.357,2.38353281
1931,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(C)c1cc(C(C)C)cc(C(C)C)c1,1,-0.895401294,0.845,204.357,2.38353281
1932,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.1,-2.236917919,0.78,226.448,2.462873887
1933,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.3,-1.682827474,0.78,226.448,2.462873887
1934,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.5,-1.542848952,0.78,226.448,2.462873887
1935,[*]Nc3ccc2c1cc(OC)c(OC)cc1C8(c2c3)c6cc(Nc5ccc(c4ccc([*])c(C)c4)cc5C)ccc6c7cc(OC)c(OC)cc78,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,0.7,-1.454378843,0.78,226.448,2.462873887
