polymer_smiles,ROP of,monomer_smiles,Enthalpy of Polymerization (kJ/mol),Glass Transition Temperature (K),Specific Heat Capacity (J {gK}^{-1}),Tensile Strength at break (MPa),Thermal Decomposition Temperature (K),Youngs Modulus (GPa),fitness
[*]=C(CCCCC(=[*])C(=O)c1cc(OC)cc(OC)c1)C(=O)O,Cycloalkene,COc1cc(OC)cc(c1)C(=O)C1=C(CCCC1)C(O)=O,-6.768204942365204,340.1010530292988,1.1593903955817222,15.656507544219496,593.4187582165004,0.2748651058723033,0.0064472972726736
[*]CC(CC1(O)CCCC1)C(=O)CS[*],Thioether,OC1(CC2CSCC2=O)CCCC1,-1.1500549962886484,282.77441868186,1.3768207558989525,15.168479371070864,550.9232526183129,0.3011424550237506,0.0064472823854108
[*]OCCCC([*])c1ncc(CN2CCC(N)C(CC)C2)s1,Ether,CCC1CN(Cc2cnc(s2)C2CCCO2)CCC1N,16.5067905540751,310.7429421842098,1.5652836579084397,15.454840745031836,583.7857958257199,0.2909070738056302,0.0064472796422269
[*]=CCC(CC=[*])C(=O)N1CCN(C)C(=O)C1(C)C,Cycloalkene,CN1CCN(C(=O)C2CC=CC2)C(C)(C)C1=O,-3.178753250318508,368.03022718429565,1.393002319931984,14.416518262773756,597.614529709518,0.2657487841001153,0.0064472325302746
[*]CC(O)CN(CCC=C)CCO[*],Ether,OC1COCCN(CCC=C)C1,-21.3023654570014,230.98710894584656,1.737309891581535,16.72647469341755,570.4304155290127,0.3276713846881687,0.0064472221886519
[*]OCCNCC([*])C(=O)N(CC1CC1)CC1CC1,Ether,O=C(C1CNCCO1)N(CC1CC1)CC1CC1,-91.04853753871744,303.49843192100525,1.5126562267541883,16.994431909173727,597.6528607025742,0.3325068145973235,0.0064471588913139
[*]OC1CCC(C)N(C(=O)C2CCCN(C(=O)C3CC3)C2)C1CC([*])C(=O)OC,Ether,COC(=O)C1CC2C(CCC(C)N2C(=O)C2CCCN(C2)C(=O)C2CC2)O1,-35.1148347297796,379.62963488698006,1.064972174614668,15.555909465253356,580.9784055009485,0.3052325307265669,0.0064471280405422
[*]=CCCCCC(=[*])CCNC(=O)N1CCC(CC(=O)N2CCCC2)CC1,Cycloalkene,O=C(CC1CCN(CC1)C(=O)NCCC1=CCCCC1)N1CCCC1,15.235211144604898,327.8287833034992,1.3152737113833428,14.696381510794165,598.3437124416232,0.2932013974887132,0.0064470983648481
[*]C(C)CCN(CCS([*])(=O)=O)C(=O)NCCN1CCCCC1CC,Thioether,CCC1CCCCN1CCNC(=O)N1CCC(C)S(=O)(=O)CC1,0.5266585103732238,349.1694823503494,1.454945180416107,14.000510116666558,533.2724349886179,0.2836924170054495,0.0064470523792181
[*]CCN(CC(C)(C)O[*])S(=O)(=O)NCC(C)(C)N1CC(C)CC(C)C1,Ether,CC1CC(C)CN(C1)C(C)(C)CNS(=O)(=O)N1CCOC(C)(C)C1,25.72250777315907,337.86894062161446,1.5136085474491117,13.620363046973946,551.7873562395573,0.3266106757094711,0.0064470502462341
[*]CCN(CCCNCc1cccc(OC)c1OCC)CCS[*],Thioether,CCOc1c(CNCCCN2CCSCC2)cccc1OC,14.721674009820434,257.2692706733942,1.645430723428726,15.212695819139482,536.1776508450508,0.3476177379456907,0.0064470040592903
[*]CCCCN(CCCN(C[C@H](OC)[C@@H](O)[C@@H](O)CO[*])C(C)=O)C(=O)Cn1nc(C)nc1C,Ether,CO[C@H]1CN(CCCN(CCCCOC[C@H](O)[C@@H]1O)C(=O)Cn1nc(C)nc1C)C(C)=O,5.330015245223829,314.03982666134834,1.4697067457437514,15.617812194675208,608.1095713824034,0.2771107942323386,0.006446983684778
[*]OCCCNCC([*])CNC(=O)N[C@@H]1CCC[C@H]1OCC,Ether,CCO[C@@H]1CCC[C@H]1NC(=O)NCC1CNCCCO1,-10.452491682847269,314.3783964812756,1.3970181119441984,14.293497702479364,521.2316657871008,0.2886890706264228,0.00644697359314
[*]CCN(CCO[*])C(CNC(=O)c1cc(CC)on1)C(C)C,Ether,CCc1cc(no1)C(=O)NCC(C(C)C)N1CCOCC1,9.258434958496814,325.65298891067505,1.5409035980701444,14.809657116234304,545.5266799539328,0.2869447850300372,0.0064469706996132
[*]=C[C@H](CO)C[C@@H](C=[*])NC(=O)NCc1nc(C)c(C)s1,Cycloalkene,Cc1nc(CNC(=O)N[C@H]2C[C@@H](CO)C=C2)sc1C,-1.4241927928443634,373.5738766789436,1.320105393230915,13.831408415734767,556.370906983316,0.2753992599962652,0.0064469694823485
[*]CCCCC(=O)C=C(S[*])c1cccc(OCC2(CC(=O)O)CC2)c1,Thiocane,O=C(O)CC1(COc2cccc(C3=CC(=O)CCCCS3)c2)CC1,-44.66693271386968,296.9760826230049,1.1878750345110891,15.764017794281246,571.2447782456875,0.3091569125591963,0.0064469611712697
[*]SCCCC([*])CNC(=S)NCCC(C)C,Thioether,CC(C)CCNC(=S)NCC1CCCS1,-0.1694815251200823,286.47441536188126,1.5823092144727704,15.1727449297905,516.9557357221842,0.2987761319898814,0.0064469598884637
[*]=CCC1C2CCC3CC(C)(O)CCC3(C)C2CCC1(C)C(=[*])c1cncc(Cl)c1,Cycloalkene,CC1(O)CCC2(C)C(CCC3C4CC=C(c5cncc(Cl)c5)C4(C)CCC32)C1,33.6558167196782,473.6031790375709,1.1266615360975265,13.973655267059804,619.7629293948412,0.3507499481133371,0.0064469352347289
[*]CCN(CCO[*])C(=O)C(C)NCc1cnnn1C,Ether,CC(NCc1cnnn1C)C(=O)N1CCOCC1,10.3767793664055,323.142831414938,1.4544241508841511,14.678637143969535,535.999955932796,0.2919156607377529,0.0064469335254879
[*]SCCCCC([*])CCN(C)S(=O)(=O)NC1CCCC1,Thioether,CN(CCC1CCCCS1)S(=O)(=O)NC1CCCC1,11.716943849130406,290.12523126602173,1.561168535351753,15.000341293215753,551.8461146548391,0.3107168488244712,0.0064469290832257
[*]=CCCCCC(=[*])CNC(=O)N1CCC(C(F)C(N)=O)CC1,Cycloalkene,NC(=O)C(F)C1CCN(CC1)C(=O)NCC1=CCCCC1,6.790310004429329,371.1817199587822,1.1830996373295783,14.47103669047356,582.664154201746,0.2836053681214899,0.0064469231506603
[*]=COCCOC(=[*])C(=O)N(C)CCCN,Cycloalkene,CN(CCCN)C(=O)C1=COCCO1,-5.57612702481501,335.32692551612854,1.5740777802467345,15.027699550241234,580.472662487626,0.2679933400200308,0.0064468910018573
[*]SC(C)CN(CC([*])C)C(=O)NS(=O)(=O)c1ccc(CNC(=O)/C=C/C(=O)O)cc1,Thioether,CC1CN(C(=O)NS(=O)(=O)c2ccc(CNC(=O)/C=C/C(=O)O)cc2)CC(C)S1,9.440480869879078,385.8138161301613,1.0461595204472542,14.592728731781246,497.1070378795266,0.3458823032628745,0.0064468893661149
[*]SCCNCC([*])C(C)N(C)CC(=O)NCC(C)C,Thioether,CC(C)CNC(=O)CN(C)C(C)C1CNCCS1,9.631563031489286,334.296138048172,1.3905568304657934,14.310256105661392,547.8383438006043,0.2923487296804786,0.0064468860486502
[*]=CCC(=O)C(=[*])C,Cycloalkene,CC1=CCC1=O,-82.87949235988155,316.033030629158,1.5988256722688674,15.89545032233,581.2934925734997,0.3267710947927832,0.0064468834070354
[*]OC(C)CN(CCCOc1cccc(CC)c1)CC([*])C,Ether,CCc1cccc(OCCCN2CC(C)OC(C)C2)c1,11.761637735140786,250.13699467480183,1.6695321345329284,15.69839014783502,574.8199451968075,0.3418581176944077,0.0064468638773525
[*]CC(C(=O)NCCCCN1CCCC(C)C1)N(CCS[*])C(C)=O,Thioether,CC(=O)N1CCSCC1C(=O)NCCCCN1CCCC(C)C1,17.9078979146806,307.9285303354264,1.4522200512886043,14.944196472316982,551.7184761285782,0.3040350647028536,0.0064468638506351
[*]OCCN(CC(=O)N1CCNC(=O)C1)C(C)C([*])C,Ether,CC1OCCN(CC(=O)N2CCNC(=O)C2)C1C,15.454478131087596,337.4219178557396,1.3676651829481123,15.287164372205735,595.4629989758134,0.2777981555841118,0.0064468380233467
[*]OCCN(C(=O)CN1CCNC(=O)C1)C(C)C([*])C,Ether,CC1OCCN(C1C)C(=O)CN1CCNC(=O)C1,15.454478131087596,337.4219178557396,1.3676651829481123,15.287164372205735,595.4629989758134,0.2777981555841118,0.0064468380233467
[*]CCN(CCOC)CC(C#N)O[*],Ether,COCCN1CCOC(C1)C#N,2.107650910931273,241.68531024456024,1.7348814857006072,16.2579140894115,559.1336566865444,0.3306168912412972,0.0064468353868052
[*]OCCCC([*])(C)CNCCC(CC)CN,Ether,CCC(CN)CCNCC1(C)CCCO1,3.052688923086873,287.3670665323734,1.9226557725667952,15.86195585653186,527.7176483899354,0.2887197061117739,0.0064468031589934
[*]OCCCC([*])CNc1cc(NC(C)(C)C)nc(C)n1,Ether,Cc1nc(NCC2CCCO2)cc(NC(C)(C)C)n1,14.178406962808072,338.6114498078823,1.7263066357374188,14.292365780472757,572.5422481834888,0.2944530716329068,0.0064467664065703
[*]CC(C)N(CCC(C)O)C(C)CO[*],Ether,CC(O)CCN1C(C)COCC1C,6.166774687015422,271.84438709914684,1.7955332869291305,16.388496186584234,540.9136316969991,0.2958854593794048,0.0064467620211882
[*]CC(C)N(CC(O)CC)C(C)CO[*],Ether,CCC(O)CN1C(C)COCC1C,6.166774687015422,271.84438709914684,1.7955332869291305,16.388496186584234,540.9136316969991,0.2958854593794048,0.0064467620211882
[*]CC(C)N(C[C@@H](O)CC)C(C)CO[*],Ether,CC[C@H](O)CN1C(C)COCC1C,6.166774687015422,271.84438709914684,1.7955332869291305,16.388496186584234,540.9136316969991,0.2958854593794048,0.0064467620211882
[*]CC(C)N(C[C@H](O)CC)C(C)CO[*],Ether,CC[C@@H](O)CN1C(C)COCC1C,6.166774687015422,271.84438709914684,1.7955332869291305,16.388496186584234,540.9136316969991,0.2958854593794048,0.0064467620211882
[*]CCC(CS[*])CN(CCC(=O)O)C1CC1,Thioether,O=C(O)CCN(CC1CCSC1)C1CC1,-49.9289980011167,239.83577275276184,1.4587991738319397,16.583517412096263,556.9694541156292,0.3502995945582539,0.0064467603400315
[*]SC(C)CN(CC([*])C)S(=O)(=O)c1cc(Cl)c(C)cc1OCCCCC,Thioether,CCCCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CC(C)SC(C)C1,14.351402835126477,310.61912763118744,1.5984841591119765,14.291367901861667,562.4750256121159,0.3134800027172267,0.006446752991996
[*]CCCCC(=O)C=C(CCN1CCC(C)C(F)(F)C1)S[*],Thiocane,CC1CCN(CCC2=CC(=O)CCCCS2)CC1(F)F,1.1629686988650243,258.8604141175747,1.5571020078659057,16.40788928717375,582.0775690734387,0.303951115128696,0.0064467499404452
[*]CCC(CCO[*])C(CNC(=O)CNC(=O)CC1CCCCC1)C(=O)O,Ether,OC(=O)C(CNC(=O)CNC(=O)CC1CCCCC1)C1CCOCC1,8.293989052846374,364.5753544867039,1.1786087155342102,14.083652766793968,552.1289963319898,0.2976679201282561,0.0064467400009157
[*]=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c2cccc(Br)c2)C1CCC(=[*])C(F)(F)F,Cycloalkene,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C(F)(F)F)CCC12)c1cccc(Br)c1,-38.86773558340098,400.5292431116104,0.9663122302293776,16.60899310410023,550.8963052466512,0.3733391186003387,0.0064467327943681
[*]CCCCC(=O)C=C(CNCCn1ncnn1)S[*],Thiocane,O=C1C=C(CNCCn2ncnn2)SCCCC1,-2.302985952383735,321.1034717261791,1.5541870170831678,14.964085533469918,581.8857300773263,0.2779084492915868,0.0064467157397372
[*]OC(CN(CC([*])C)C(=O)NC(C)c1nc(C)no1)C1CC1,Ether,CC(NC(=O)N1CC(C)OC(C1)C1CC1)c1nc(C)no1,-38.06607507868854,372.8392846286297,1.3119306400418282,14.736584103852511,574.3339986428618,0.2661784259214252,0.0064467152263455
[*]OC(C)(C)C(CC([*])(C)C)NC(=O)NCCN1CCCC(C)C1,Ether,CC1CCCN(CCNC(=O)NC2CC(C)(C)OC2(C)C)C1,24.36977836329033,388.82788160443306,1.3431008899211885,14.039007379859688,539.7149074450135,0.2924067821371555,0.0064466810578337
[*]CCC(CO[*])c1nc(C)c(C(=O)N(C)CCN)s1,Ether,CN(CCN)C(=O)c1sc(nc1C)C1CCOC1,2.780164087304887,379.5639344751835,1.3713164326548577,14.850013114511968,600.4282822430134,0.261235294996649,0.0064466784760563
[*]CCCC(CS([*])(=O)=O)NC(=O)N1CCN(CCOC)C(CCC)C1,Thioether,CCCC1CN(CCN1CCOC)C(=O)NC1CCCS(=O)(=O)C1,16.647190878511402,355.5361358523369,1.3348551070690151,14.651807613670828,565.3441188454628,0.2808668299008161,0.0064466679100851
[*]CC(CC(C)C)N(CCS[*])Cc1nnnn1C,Thioether,CC(C)CC1CSCCN1Cc1nnnn1C,15.846642263941884,291.42359429597855,1.7430697154998778,14.44947953373194,573.5601227089763,0.328148022774458,0.0064466655735089
[*]OCC(=O)N(CC(C)C)CC([*])CNC(=O)CCC(C)C,Ether,CC(C)CCC(=O)NCC1CN(CC(C)C)C(=O)CO1,6.378685754446783,326.41338846087456,1.4989718389511106,14.62535042613745,557.707969839871,0.2875998122362793,0.0064466631204357
[*]CCCCC(=O)C=C(CCOC(=O)C(C)NC(=O)c1ccccc1)S[*],Thiocane,CC(NC(=O)c1ccccc1)C(=O)OCCC1=CC(=O)CCCCS1,1.859277243134228,345.94146513938904,1.2449086037278174,14.458971295505764,587.5475437492132,0.2772474022720754,0.0064466620357041
[*]CCCCC(=O)C=C(CNC(=O)NC1CCS(=O)C1)S[*],Thiocane,O=C1C=C(CNC(=O)NC2CCS(=O)C2)SCCCC1,-4.277894994455606,337.1014510989189,1.2991521975398064,14.11857851818204,564.0160472095013,0.2836720032822341,0.0064466327999324
[*]CCC(N)(CO[*])c1nc(C(=O)OCC)no1,Ether,CCOC(=O)c1noc(n1)C1(N)CCOC1,6.391217787442812,348.35465544462204,1.3067933958768845,14.482811658084394,506.8375234656036,0.2790297140156477,0.0064466065953645
[*]CCCN(CCO[*])CC(=O)N1CCCC(C)C1,Ether,CC1CCCN(C1)C(=O)CN1CCCOCC1,-7.724148457028523,296.8052142858505,1.6033120357990265,15.59931271672249,607.773504795134,0.278321253516376,0.0064465766420879
[*]CCC(CNC(=O)CC(C)=O)CO[*],Ether,CC(=O)CC(=O)NCC1CCOC1,-6.31449924542531,317.6196483075619,1.3879842644929885,14.563492377847435,584.9688774570823,0.284046423747167,0.0064465692552081
[*]CCN(CC(CO)O[*])C(=O)C(CC)CN,Ether,CCC(CN)C(=O)N1CCOC(CO)C1,-0.5657083441923676,339.9521163403988,1.440027920603752,15.391319069266322,540.2976542159915,0.2641216464540362,0.0064465547275573
[*]CC(C=O)C(=O)C1(O[*])CCCC1,Ether,O=CC1COC2(CCCC2)C1=O,-13.977225369541618,347.9460839629173,1.390874006450176,14.194920700043442,553.5352022007108,0.2732229782951623,0.0064465313277606
[*]=CCCCC(=[*])CC(N)c1sccc1Cl,Cycloalkene,NC(CC1=CCCC1)c1sccc1Cl,-11.582441546033913,314.92042487859726,1.270210384428501,15.45386967509985,538.268661725521,0.2688797724244743,0.006446522347277
[*]CCCC(NC(=O)N1CCC(NS(=O)(=O)NC)CC1)C(CC(C)C)O[*],Ether,CNS(=O)(=O)NC1CCN(CC1)C(=O)NC1CCCOC1CC(C)C,16.42084315518635,355.57380723953247,1.471629065275192,14.557750852406029,547.0288973361254,0.2823734222762287,0.006446519518584
[*]=CCC(CC=[*])NC(=O)C(C#N)C(C)C,Cycloalkene,CC(C)C(C#N)C(=O)NC1CC=CC1,-7.786043935369096,369.5772119164467,1.3267349341511727,14.33413519188762,532.3503090754151,0.2638270332165062,0.0064465046838818
[*]CC(C(=O)NOCC(C)O)N(C)CCO[*],Ether,CC(O)CONC(=O)C1COCCN1C,-1.2061357402640362,314.9641463756561,1.405883660316467,15.706060408800845,545.651189956069,0.2709029064998776,0.0064465025840728
[*]=CC1CCC(C(=[*])C)C23OC12C(=O)c1ccccc1C3=O,Cycloalkene,CC1=CC2CCC1C13OC21C(=O)c1ccccc1C3=O,-33.01584894134789,343.8239739537239,1.1763975208997726,14.829360006004574,592.7876113370061,0.2887236994532496,0.0064464871119122
[*]CCN(CCO[*])C(=O)Oc1ccc(CNC(=O)C(CC)CC)cc1,Ether,CCC(CC)C(=O)NCc1ccc(OC(=O)N2CCOCC2)cc1,7.573495990422138,306.46506547927856,1.2617797341942787,14.856896987557413,552.5629673212767,0.296693991824016,0.0064464794210702
[*]OCCCC([*])CCCOC1(CN)CCCC1,Ether,NCC1(CCCC1)OCCCC1CCCO1,4.858148692015572,271.0182635039091,1.7909628134965894,15.853190907835964,541.6144211009145,0.3044840474093705,0.0064464731777086
[*]CCCN(CC(CC)NCC)CC(C)S[*],Thioether,CCNC(CC)CN1CCCSC(C)C1,-7.474984149580987,236.1437995582819,1.8682722598314283,16.82861129269004,556.6683533862233,0.3182986844330281,0.0064464547538192
[*]CCCN(CC(C)S[*])C(CC)CNCC,Thioether,CCNCC(CC)N1CCCSC(C)C1,-7.474984149580987,236.1437995582819,1.8682722598314283,16.82861129269004,556.6683533862233,0.3182986844330281,0.0064464547538192
[*]SCCCC([*])Cn1c(SCC(=O)c2cc(C)n(Cc3cccs3)c2C)nnc1N1CCCCC1,Thioether,Cc1cc(C(=O)CSc2nnc(N3CCCCC3)n2CC2CCCS2)c(C)n1Cc1cccs1,21.57657635269233,325.59333860874176,1.4973843735456465,14.39420152679086,591.5976154044271,0.307956198220402,0.0064464508613006
[*]CCC(CCS[*])C(CN)N(CC)CC1CC1,Thioether,CCN(CC1CC1)C(CN)C1CCSCC1,-39.51907031551814,280.14448791742325,1.659233784675598,16.126806244254112,529.706127807498,0.2958176917785406,0.0064464458557589
[*]CCN(CC(C)CS([*])(=O)=O)C(=O)NC1CCCCC1OCCC(C)C,Thioether,CC(C)CCOC1CCCCC1NC(=O)N1CCS(=O)(=O)CC(C)C1,-0.3038626458938939,373.9102013409138,1.263264222443104,14.010445711016656,546.6685123890638,0.272672493192628,0.0064464444477773
[*]OCCCC([*])CS(=O)(=O)NCCC(C)Br,Ether,CC(Br)CCNS(=O)(=O)CC1CCCO1,-3.4953479237757947,293.4301983118057,1.4399830117821693,15.5661205932498,526.9396711975336,0.2839891163168847,0.0064464420909937
[*]=CN(C)S(=O)(=O)N=C(C)C(=[*])C(=O)OCc1nc(C2CC2)no1,Cycloalkene,CC1=NS(=O)(=O)N(C)C=C1C(=O)OCc1nc(C2CC2)no1,-51.71837856813837,373.57954865694046,1.131485508531332,14.076453147083525,580.0882746621967,0.3265166533784568,0.0064464357581196
[*]=CC(C)(C)NC(C)(C)CC(=[*])CC(=O)N(C)C1COCC(OC)C1OC,Cycloalkene,COC1COCC(N(C)C(=O)CC2=CC(C)(C)NC(C)(C)C2)C1OC,12.985768708154897,368.3660319149494,1.2383572667837144,14.059630700945856,553.1425592780114,0.2839060607744008,0.0064463422394
[*]CCC(CCO[*])c1nnc(C2CCCCN2C(=O)C2CCCC2CCC)o1,Ether,CCCC1CCCC1C(=O)N1CCCCC1c1nnc(o1)C1CCOCC1,18.831384200842624,347.9815338253975,1.2692483526468277,15.122926957160235,579.7924582466484,0.2781731422691047,0.0064463375675053
[*]CCN(Cc1csc(C(C)C)n1)CC(C)S([*])(=O)=O,Thioether,CC(C)c1nc(CN2CCS(=O)(=O)C(C)C2)cs1,13.102149122955067,336.7928954958916,1.3898930677771566,14.608419255912306,588.3285443052649,0.2878988956321776,0.0064463226936952
[*]CCC(CO[*])C(O)COCC,Ether,CCOCC(O)C1CCOC1,-6.599934340364531,223.07108375430107,1.8733362150192256,18.504173098504545,589.0337767392397,0.3149130758880079,0.006446319760597
[*]CCN(CCO[*])S(=O)(=O)NCCN(CC)c1cccc(C)c1,Ether,CCN(CCNS(=O)(=O)N1CCOCC1)c1cccc(C)c1,13.972949756853238,286.80310648679733,1.5844175112247465,13.605174440890552,537.348192089796,0.3600086593300849,0.0064462948477117
[*]CCCCC(=O)C=C(CC(CC)Nc1ccncc1C)S[*],Thiocane,CCC(CC1=CC(=O)CCCCS1)Nc1ccncc1C,0.7374047917342841,313.4943241775036,1.5083962702751157,15.33144188448787,566.3724042579532,0.2783550479136407,0.0064462856257157
[*]CCCCC(=O)C=C(S[*])C(NCCC)c1ccncc1C,Thiocane,CCCNC(C1=CC(=O)CCCCS1)c1ccncc1C,-9.506364056510002,287.8313415646553,1.4891901981830595,15.888491980731487,580.4469244614244,0.2787593290364742,0.0064462599585565
[*]CCCCC(=O)C=C(CNC(=O)C(C)NCC(C)(C)C)S[*],Thiocane,CC(NCC(C)(C)C)C(=O)NCC1=CC(=O)CCCCS1,-5.954256671033477,316.64163386821747,1.355946041643619,14.710669047385457,562.1356727600098,0.2821467852469533,0.0064462269946815
[*]SCCCCC([*])C(=O)NC(C)CN1CCCC1=O,Thioether,CC(CN1CCCC1=O)NC(=O)C1CCCCS1,11.88550357519729,317.8396737873554,1.2574793875217438,14.754124426841738,566.1662897273899,0.2950798474382609,0.0064462232649845
[*]=CCN(CCC(=[*])C)C1CCCC1C,Cycloalkene,CC1CCCC1N1CCC(C)=CC1,4.384578752508369,288.9961058795452,1.7001085811853407,14.917490559816365,591.2160932019353,0.3060670198907703,0.0064462189837262
[*]CCN(CCC)CC(S[*])c1nsc(NC(C)C)n1,Thioether,CCCN1CCSC(c2nsc(NC(C)C)n2)C1,16.972847030837777,291.22110468149185,1.5900676989555358,15.343190043419602,539.6381928786635,0.3081045478761196,0.0064462081550749
[*]CCC(CO[*])COC(=O)c1c(N)c(CC)nn1C,Ether,CCc1nn(C)c(C(=O)OCC2CCOC2)c1N,3.955494205846107,310.17557895183563,1.3900535187125205,15.051891404390338,557.4223014101386,0.2874027974564582,0.006446167544634
[*]CCC(CCS[*])C(C)C(=O)N1CCC(C)CC1C(N)=O,Thioether,CC1CCN(C(=O)C(C)C2CCSCC2)C(C(N)=O)C1,15.015198822314163,366.2426087856293,1.1334182327985765,15.146975831687453,559.4570251464844,0.2961015468349308,0.0064461562916105
[*]CCN(CC(C)O[*])CC(C)(NCC)C(=O)O,Ether,CCNC(C)(CN1CCOC(C)C1)C(O)=O,1.3848288902297312,263.7493637353182,1.6425948482751844,14.175932708382607,486.3741232126951,0.3519955428421497,0.0064461515433041
[*]CCCCC(=O)C=C(CN(CCCC)S(=O)(=O)c1ccc(C)cc1)S[*],Thiocane,CCCCN(CC1=CC(=O)CCCCS1)S(=O)(=O)c1ccc(C)cc1,-1.2471027942720971,293.2227929830551,1.527948453426361,15.270840865373613,599.1366750016808,0.2907918033218383,0.0064461025206364
[*]OCCC(CC([*])C(C)C)NC(=O)C1CCCN(C(=O)N2CCCC2)C1,Ether,CC(C)C1CC(CCO1)NC(=O)C1CCCN(C1)C(=O)N1CCCC1,19.95053041167965,378.6922696232796,1.1734472134709355,14.614603124558927,569.3079063311219,0.2945075479628891,0.0064460439242563
[*]CCCC(CS[*])CC(=O)N(C)CCc1ncon1,Thioether,CN(CCc1ncon1)C(=O)CC1CCCSC1,12.021602529035365,304.6423517167568,1.4772534096240997,15.210397719591858,555.6072579056025,0.2952007503215968,0.0064460070645943
[*]OCCC(C)C([*])C(=O)NCC(OC)OC,Ether,COC(CNC(=O)C1OCCC1C)OC,-2.0723317450842806,337.7030352652073,1.3652860063314436,15.215126472711566,567.3487666860223,0.2664617147577554,0.0064460028760623
[*]CCN(CCO[*])C(=O)N(CC)CCC(=N)N,Ether,CCN(CCC(N)=N)C(=O)N1CCOCC1,1.7528224032960558,341.5920978784561,1.453097299337387,14.954772496223452,559.7485562726855,0.2709528232683241,0.0064459965077142
[*]OC(COCC(C)C)CC1(C([*])=S)CC(C)C(=O)C=C1O,Thionoester,CC(C)COCC1CC2(CC(C)C(=O)C=C2O)C(=S)O1,-16.25633915188982,316.95574328303337,1.3834899339079856,15.107851543277503,523.4914592295885,0.2727695850323886,0.0064459797032005
[*]OC(CCC([*])C(C)C(=O)N(CC)CC)CC(C)n1cc(C#CCOc2ccc(OC)cc2)nn1,Ether,CCN(CC)C(=O)C(C)C1CCC(CC(C)n2cc(C#CCOc3ccc(OC)cc3)nn2)O1,18.39827139211344,352.42819914221764,1.1320719788968563,15.328461652994156,567.7937006548048,0.3039833598710596,0.0064459055481693
[*]CCC(CCO[*])N(C)CC1CCCN(CCc2ccc(Cl)cc2)C1,Ether,CN(CC1CCCN(CCc2ccc(Cl)cc2)C1)C1CCOCC1,27.74777689093474,267.06452852487564,1.5119101774692534,15.648944517970088,558.054473604262,0.3414465949150175,0.0064459015057713
[*]OC(Oc1ccc(-c2nnc(-c3ccc(F)cc3)o2)cc1)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C([*])COC(C)=O,Ether,CC(=O)OCC1OC(Oc2ccc(-c3nnc(-c4ccc(F)cc4)o3)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,19.280773625727942,350.00865149497986,0.9962451687455176,16.85867871567607,549.7251856192946,0.3644734833094478,0.0064458862050342
[*]CCN(CC(S[*])C(C)(C)C)S(=O)(=O)CC(C)COC1CCCC1,Thioether,CC(COC1CCCC1)CS(=O)(=O)N1CCSC(C(C)(C)C)C1,6.7810354250700255,291.1641013026237,1.4232412964105603,14.774473703652625,545.8437387853861,0.3097491787419468,0.0064458764678498
[*]OCCCC([*])Cn1ncc(CNCCC)c1C,Ether,CCCNCc1cnn(CC2CCCO2)c1C,2.953172817739528,265.4210965335369,1.7478638213872908,15.823390082269908,560.0054107323289,0.3089507786563039,0.0064458711047767
[*]OCCCCC([*])n1cc(NC(=O)C(C)C(C)C)cn1,Ether,CC(C)C(C)C(=O)Nc1cnn(c1)C1CCCCO1,6.733843752457258,359.61045944690704,1.3388389515876769,14.80401091054082,582.0102137893439,0.2691543891535699,0.0064458696891235
[*]OCCN(C)CC([*])C(=N)NCCC,Ether,CCCNC(=N)C1CN(C)CCO1,6.737768870865554,280.13895773887634,1.6356212574243545,15.616687719523908,550.3093783468008,0.3020586884839833,0.0064458392174985
[*]CCN(CCCNC(=O)Cc1c(C)c2cc3c4c(oc3cc2oc1=O)CCCC4)CCO[*],Ether,Cc1c(CC(=O)NCCCN2CCOCC2)c(=O)oc2cc3oc4c(c3cc12)CCCC4,28.413211837408326,330.11917528510094,1.3815645623207091,13.485686668753626,544.3926819741725,0.3416659306856244,0.0064458223660797
[*]SN=C(C)C(=Cc1ccc(OCC)c(OCCCCCC)c1)C([*])=O,Thioester,CCCCCCOc1cc(C=C2C(=O)SN=C2C)ccc1OCC,7.344232588894743,364.82780477404594,1.47923336148262,14.21062164977193,628.7615638017654,0.2775481247260422,0.0064457953229889
[*]SCCCC([*])CNC(=O)C(C(C)=O)=C1SC(C(=O)O)S1,Thioether,CC(=O)C(C(=O)NCC1CCCS1)=C1SC(C(=O)O)S1,-24.55262343890648,362.33237078785896,1.0522472025454044,15.370170000195506,568.6516523882747,0.3119352351893484,0.0064457873782444
[*]OCCCC([*])c1nc(COC2CCN(S(=O)(=O)C(C)C)CC2)no1,Ether,CC(C)S(=O)(=O)N1CCC(CC1)OCc1noc(n1)C1CCCO1,14.789206401821987,321.6441293954849,1.4568228289484977,15.213093481212857,564.8929278284312,0.2867889851103723,0.0064457863168722
[*]OCCCCC([*])COC(C)C(=O)N(Cc1ccccc1)C(C)C(=O)O,Ether,CC(OCC1CCCCO1)C(=O)N(Cc1ccccc1)C(C)C(O)=O,5.464055236400679,289.09364026784897,1.2460130119323731,15.46964807212353,582.4085090875626,0.2960422129328549,0.0064457837351206
