,PCE,Jsc,Voc,FF,smiles_donor,smiles_acceptor,smiles_canonical,Inverted?,Solvent,DIO?,Processing_Technique,TA?,SVA?,TA,SVA,thickness_nm,blend_ratio,Molecular_Weight,DOI
75,2.78,7.56,0.61,0.630,[*]c1cc(CCCCCC)c([*])s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,[*]c1cc(CCCCCC)c([*])s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,TRUE,o-dichlorobenzene (DCB),FALSE,doctor-blade coating,FALSE,FALSE,,,,1,,10.1021/acsami.7b13346
76,2.74,7.19,0.6,0.650,[*]c1cc(CCCCCC)c([*])s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,[*]c1cc(CCCCCC)c([*])s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,TRUE,o-dichlorobenzene (DCB),FALSE,doctor-blade coating,FALSE,FALSE,,,,1,,10.1021/acsami.7b13346
77,4.93,11.28,0.78,0.570,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diiodooctane (DIO)",TRUE,doctor-blade coating,FALSE,FALSE,,,,0.6666666666666666,,10.1021/acsami.7b13346
78,5.53,12.7,0.77,0.590,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,TRUE,"97% chlorobenzene (CB) + 3% 1,8-diiodooctane (DIO)",TRUE,doctor-blade coating,FALSE,FALSE,,,,0.6666666666666666,,10.1021/acsami.7b13346
79,3.58,9.33,1.01,0.380,[O-][C+]1C(c2c(O)cc(N3CCc4ccccc43)cc2O)[C+]([O-])C1N(c1ccccc1)c1ccccc1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[O-][C+]1C(c2c(O)cc(N3CCc4ccccc43)cc2O)[C+]([O-])C1N(c1ccccc1)c1ccccc1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,60,0.3333333333333333,,10.1021/acsami.8b08878
80,4.92,11.27,0.97,0.450,CCCCN(c1ccccc1)c1cc(O)c(C2[C+]([O-])C(c3c(O)cc(N(CCCC)c4ccccc4)cc3O)[C+]2[O-])c(O)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,CCCCN(c1ccccc1)c1cc(O)c(C2[C+]([O-])C(c3c(O)cc(N(CCCC)c4ccccc4)cc3O)[C+]2[O-])c(O)c1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,60,0.3333333333333333,,10.1021/acsami.8b08878
81,4.98,11.79,0.88,0.480,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc5c(c4)C(C)(C)C(C=C4C(=O)C(c6c(O)cc(N7c8ccccc8C8CCCC87)cc6O)=C4[O-])=[N+]5CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc5c(c4)C(C)(C)C(C=C4C(=O)C(c6c(O)cc(N7c8ccccc8C8CCCC87)cc6O)=C4[O-])=[N+]5CCCC)sc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc5c(c4)C(C)(C)C(C=C4C(=O)C(c6c(O)cc(N7c8ccccc8C8CCCC87)cc6O)=C4[O-])=[N+]5CCCC)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc5c(c4)C(C)(C)C(C=C4C(=O)C(c6c(O)cc(N7c8ccccc8C8CCCC87)cc6O)=C4[O-])=[N+]5CCCC)sc23)s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,70,0.16666666666666666,,10.1021/acsami.8b08878
82,1.73,6.07,0.77,0.370,CC1=C/C(=C2\C(=O)C(c3c(O)cc(N4c5ccc6ccccc6c5C5CCCC54)cc3O)=C2[O-])C2[C+](C)CCC(C(C)C)CC12,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,CC1=C/C(=C2\C(=O)C(c3c(O)cc(N4c5ccc6ccccc6c5C5CCCC54)cc3O)=C2[O-])C2[C+](C)CCC(C(C)C)CC12.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,60,0.5,,10.1021/acsami.8b08878
83,9.33,16.05,0.987,0.589,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,,1,,10.1021/acsenergylett.8b00100
84,8.86,15.32,0.979,0.591,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,FALSE,FALSE,,,,1,,10.1021/acsenergylett.8b00100
85,9.71,16.21,0.984,0.609,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,TRUE,FALSE,TA at 150°C for 10 minutes,,,1,,10.1021/acsenergylett.8b00100
86,10.68,17.71,0.981,0.615,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,TRUE,TRUE,TA at 150°C for 10 minutes,SVA with solvent chloroform for unknown minutes,,1,,10.1021/acsenergylett.8b00100
87,10.65,16.81,0.929,0.682,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,TRUE,TRUE,TA at 150°C for 10 minutes,SVA with solvent chloroform for unknown minutes,,1,,10.1021/acsenergylett.8b00100
88,9.58,16.12,0.949,0.626,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FALSE,chloroform,FALSE,spin coating,FALSE,FALSE,,,,1,,10.1021/acsenergylett.8b00100
89,8.56,15.81,0.942,0.575,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,FALSE,FALSE,,,,1,,10.1021/acsenergylett.8b00100
90,9.98,16.63,0.932,0.636,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,[*]c1ccc(-c2cc3c(-c4ccc([Si](CCC)(CCC)CCC)s4)c4sc(-c5ccc(-c6c(F)c(F)c([*])c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)cc4c(-c4ccc([Si](CCC)(CCC)CCC)s4)c3s2)s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,FALSE,"99.8% chloroform + 0.2% 1,8-diiodooctance (DIO)",TRUE,spin coating,TRUE,FALSE,TA at 150°C for 10 minutes,,,1,,10.1021/acsenergylett.8b00100
91,10.65,19.63,0.826,0.6570999999999999,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,FALSE,99.75% chlorobenzene (CB) + 0.25% diiodooctane (DIO),TRUE,spin coating,TRUE,FALSE,TA at 150°C for 10 minutes,,100,0.6666666666666666,,10.1002/aenm.201702831
92,9.51,17.55,0.826,0.649,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,FALSE,99.75% chlorobenzene (CB) + 0.25% diiodooctane (DIO),TRUE,spin coating,FALSE,FALSE,,,100,0.6666666666666666,,10.1002/aenm.201702831
93,9.1,15.8,0.82,0.710,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"chlorobenzene (CB) + 1,3-propanedithiol (PDT)",FALSE,spin coating,FALSE,FALSE,,,80,0.6666666666666666,,10.1002/adfm.201800627
94,9.2,16,0.82,0.720,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,[*]c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc([*])c5c(F)c(C(=O)OCC(CC)CCCC)sc45)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1.COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,FALSE,"chlorobenzene (CB) + 1,3-propanedithiol (PDT)",FALSE,spin coating,FALSE,FALSE,,,85,0.6666666666666666,,10.1002/adfm.201800627
