,Index,Polymer Canonical SMILES,Solvent Canonical SMILES,Temperature,Weight Fraction of Solvent,Experimental Selector,Simulated Selector,Target Diffusivity Value(log10),source
0,0,[*]CC=C(C)C[*],Brc1ccccc1,298,0.715091455,1,0,-6.2232988,ncomm(2023)
1,1,[*]CC=C(C)C[*],C1CCCCC1,298,0.858049705,1,0,-5.649752,ncomm(2023)
2,2,[*]CC=C(C)C[*],C=CCCC,298,0.187982106,1,0,-6.8124793,ncomm(2023)
3,3,[*]CC=C(C)C[*],CC(=O)CC(C)C,298,0.346490721,1,0,-6.5030704,ncomm(2023)
4,4,[*]CC=C(C)C[*],CC(=O)OCCC(C)C,298,0.467177361,1,0,-6.5654311,ncomm(2023)
5,5,[*]CC=C(C)C[*],CC(C)(C)O,303,0.664387943,1,0,-6.8827287,ncomm(2023)
6,6,[*]CC=C(C)C[*],CC(C)=O,298,0.331017419,1,0,-6.4784329,ncomm(2023)
7,7,[*]CC=C(C)C[*],CC(C)CC(C)(C)C,298,0.341862616,1,0,-6.3872161,ncomm(2023)
8,8,[*]CC=C(C)C[*],CC(C)O,298,0.498548781,1,0,-7.8041003,ncomm(2023)
9,9,[*]CC=C(C)C[*],CCC(C)(C)O,298,0.602870903,1,0,-6.7520267,ncomm(2023)
10,10,[*]CC=C(C)C[*],CCC(C)=O,298,0.304687537,1,0,-6.0635724,ncomm(2023)
11,11,[*]CC=C(C)C[*],CCC(CC)CO,298,0.53217334,1,0,-7.0990869,ncomm(2023)
12,12,[*]CC=C(C)C[*],CCCC=O,298,0.310240762,1,0,-7.60206,ncomm(2023)
13,13,[*]CC=C(C)C[*],CCCCC,308,0.002394284,1,0,-6.9956786,ncomm(2023)
14,14,[*]CC=C(C)C[*],CCCCC,298,0.471821757,1,0,-6.8068754,ncomm(2023)
15,15,[*]CC=C(C)C[*],CCCCCC,298,0.475334776,1,0,-6.0504747,ncomm(2023)
16,16,[*]CC=C(C)C[*],CCCCCCC,298,0.479367776,1,0,-5.7637681,ncomm(2023)
17,17,[*]CC=C(C)C[*],CCCCCCCC,298,0.478744404,1,0,-6.1662156,ncomm(2023)
18,18,[*]CC=C(C)C[*],CCCCCCCCC,298,0.472126978,1,0,-6.3555614,ncomm(2023)
19,19,[*]CC=C(C)C[*],CCCCCCCCCC,298,0.461603329,1,0,-6.4881166,ncomm(2023)
20,20,[*]CC=C(C)C[*],CCCCCCCCCCCC,298,0.429225976,1,0,-6.6861328,ncomm(2023)
21,21,[*]CC=C(C)C[*],CCCCCCCCCCCCCC,298,0.3913332,1,0,-6.8356471,ncomm(2023)
22,22,[*]CC=C(C)C[*],CCCCCCCCCCCCCCCC,298,0.354025978,1,0,-7.0757207,ncomm(2023)
23,23,[*]CC=C(C)C[*],CCCCCO,298,0.465845594,1,0,-7.2596373,ncomm(2023)
24,24,[*]CC=C(C)C[*],CCCCO,298,0.433576284,1,0,-7.3685562,ncomm(2023)
25,25,[*]CC=C(C)C[*],CCCCOC(C)=O,298,0.404673221,1,0,-6.3767507,ncomm(2023)
26,26,[*]CC=C(C)C[*],CCCO,298,0.401278571,1,0,-7.4775558,ncomm(2023)
27,27,[*]CC=C(C)C[*],CCCOC(C)=O,298,0.3713945,1,0,-5.9693944,ncomm(2023)
28,28,[*]CC=C(C)C[*],CCO,298,0.381511056,1,0,-7.838632,ncomm(2023)
29,29,[*]CC=C(C)C[*],CCOC(=O)CC(C)=O,298,0.074462479,1,0,-6.9469216,ncomm(2023)
30,30,[*]CC=C(C)C[*],CCOC(=O)OCC,298,0.407187543,1,0,-6.0685421,ncomm(2023)
31,31,[*]CC=C(C)C[*],CCOC(C)=O,298,0.309580074,1,0,-6.0570933,npj(2025)
32,32,[*]CC=C(C)C[*],CCc1ccccc1,303,0.376696996,1,0,-6.4532892,ncomm(2023)
33,33,[*]CC=C(C)C[*],CO,298,0.265449259,1,0,-7.838632,ncomm(2023)
34,34,[*]CC=C(C)C[*],COC(=O)CC(C)=O,298,0.059968329,1,0,-6.9625735,ncomm(2023)
35,35,[*]CC=C(C)C[*],COC(=O)c1ccccc1O,298,0.458492407,1,0,-7.0861861,ncomm(2023)
36,36,[*]CC=C(C)C[*],COC(C)=O,298,0.19747608,1,0,-6.1649439,ncomm(2023)
37,37,[*]CC=C(C)C[*],Cc1ccc(O)cc1,303,0.295288864,1,0,-8.0132283,ncomm(2023)
38,38,[*]CC=C(C)C[*],Cc1cccc(C)c1,303,0.346867748,1,0,-6.1573908,ncomm(2023)
39,39,[*]CC=C(C)C[*],Cc1ccccc1,298,0.296359452,1,0,-5.3391345,npj(2025)
40,40,[*]CC=C(C)C[*],Cc1ccccc1C,303,0.464080429,1,0,-6.5396775,npj(2025)
41,41,[*]CC=C(C)C[*],ClC(Cl)(Cl)Cl,298,0.012491453,1,0,-5.9274858,ncomm(2023)
42,42,[*]CC=C(C)C[*],ClC(Cl)=C(Cl)Cl,298,0.496273492,1,0,-5.4828041,ncomm(2023)
43,43,[*]CC=C(C)C[*],ClC(Cl)C(Cl)Cl,298,0.904947184,1,0,-6.4634416,ncomm(2023)
44,44,[*]CC=C(C)C[*],ClC(Cl)Cl,303,0.827703914,1,0,-6.0604807,ncomm(2023)
45,45,[*]CC=C(C)C[*],ClC=C(Cl)Cl,298,0.684303856,1,0,-5.3288272,ncomm(2023)
46,46,[*]CC=C(C)C[*],ClCC(Cl)Cl,298,0.867676751,1,0,-5.8297383,ncomm(2023)
47,47,[*]CC=C(C)C[*],ClCCCl,298,0.76727458,1,0,-6.1797985,npj(2025)
48,48,[*]CC=C(C)C[*],Clc1ccccc1,298,0.594275463,1,0,-6.0030508,ncomm(2023)
49,49,[*]CC=C(C)C[*],Fc1ccccc1,298,0.569239844,1,0,-5.9706162,ncomm(2023)
50,50,[*]CC=C(C)C[*],Nc1ccccc1,298,0.084248103,1,0,-6.9829667,ncomm(2023)
51,51,[*]CC=C(C)C[*],O=C1CCCCC1,298,0.264053276,1,0,-5.8041003,ncomm(2023)
52,52,[*]CC=C(C)C[*],O=Cc1ccccc1,298,0.447154603,1,0,-6.74958,ncomm(2023)
53,53,[*]CC=C(C)C[*],O=[N+]([O-])c1ccccc1,298,0.376927968,1,0,-6.8632794,ncomm(2023)
54,54,[*]CC=C(C)C[*],OCc1ccccc1,298,0.334307811,1,0,-7.235077,ncomm(2023)
55,55,[*]CC=C(C)C[*],c1ccc2c(c1)CCCC2,298,0.744797797,1,0,-5.8013429,ncomm(2023)
56,56,[*]CC=C(C)C[*],c1ccccc1,298,0.008229205,1,0,-6.8239087,npj(2025)
57,57,[*]CC=C(C)C[*],c1ccccc1,303,0.727417729,1,0,-6.2423281,ncomm(2023)
58,58,[*]CC(COC=O)CC([*])OC(C)=O,c1ccccc1,298,0.036726421,1,0,-11.462181,ncomm(2023)
59,59,[*]CC(COC=O)CC([*])OC(C)=O,c1ccccc1,298,0.06350468,1,0,-10.235077,ncomm(2023)
60,60,[*]CC(COC=O)CC([*])OC(C)=O,c1ccccc1,298,0.078410693,1,0,-9.6126102,ncomm(2023)
61,61,[*]CC(COC=O)CC([*])OC(C)=O,c1ccccc1,298,0.09221692,1,0,-9.1284271,ncomm(2023)
62,62,[*]CC(COC=O)CC([*])OC(C)=O,c1ccccc1,298,0.114287197,1,0,-8.8326827,ncomm(2023)
63,63,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC#N,298,0.051721766,1,0,-9.7212464,ncomm(2023)
64,64,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC#N,298,0.054924922,1,0,-9.537602,ncomm(2023)
65,65,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC#N,298,0.059020303,1,0,-9.3372422,ncomm(2023)
66,66,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC#N,298,0.063253007,1,0,-9.1870866,ncomm(2023)
67,67,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC#N,298,0.067652494,1,0,-9.1307683,ncomm(2023)
68,68,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.129344715,1,0,-7.0376307,ncomm(2023)
69,69,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.129705602,1,0,-7.0302437,ncomm(2023)
70,70,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.141605722,1,0,-6.8024242,ncomm(2023)
71,71,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.1419151,1,0,-6.6840297,ncomm(2023)
72,72,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.142472486,1,0,-6.7281584,ncomm(2023)
73,73,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.142782431,1,0,-6.7695511,ncomm(2023)
74,74,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.153944573,1,0,-6.552842,ncomm(2023)
75,75,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.154451837,1,0,-6.4206514,ncomm(2023)
76,76,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.154769147,1,0,-6.6143937,ncomm(2023)
77,77,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.166628106,1,0,-6.394695,ncomm(2023)
78,78,[*]OC1OC(OC(C)=O)C(OC2OC(OC(C)=O)C([*])C(O)C2OC(C)=O)C(O)C1OC(C)=O,CC(C)=O,303,0.166822233,1,0,-6.4147774,ncomm(2023)
79,79,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.206471019,1,0,-9.7055338,ncomm(2023)
80,80,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.334296048,1,0,-9.5100415,ncomm(2023)
81,81,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.408139297,1,0,-8.8297383,ncomm(2023)
82,82,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.500287482,1,0,-8.480172,ncomm(2023)
83,83,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.547699518,1,0,-8.2652002,ncomm(2023)
84,84,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.596517734,1,0,-8.1739252,ncomm(2023)
85,85,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.654917317,1,0,-8.0555173,ncomm(2023)
86,86,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CC(C)=O,313,0.679109932,1,0,-8.1067932,ncomm(2023)
87,87,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.094704818,1,0,-8.9100949,ncomm(2023)
88,88,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.161585129,1,0,-8.60206,ncomm(2023)
89,89,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.254576624,1,0,-8.5243288,ncomm(2023)
90,90,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.343793075,1,0,-8.2146702,ncomm(2023)
91,91,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.434614031,1,0,-8.1249387,ncomm(2023)
92,92,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.542387169,1,0,-7.9625735,ncomm(2023)
93,93,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.588657509,1,0,-7.928118,ncomm(2023)
94,94,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.612311565,1,0,-7.9665762,ncomm(2023)
95,95,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,CO,313,0.627467848,1,0,-7.9469216,ncomm(2023)
96,96,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.295615223,1,0,-9.5559552,ncomm(2023)
97,97,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.310562118,1,0,-9.3506651,ncomm(2023)
98,98,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.360013347,1,0,-9.2388242,ncomm(2023)
99,99,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.383721946,1,0,-9.0245682,ncomm(2023)
100,100,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.456119548,1,0,-8.649752,ncomm(2023)
101,101,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.468229674,1,0,-8.7644716,ncomm(2023)
102,102,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.530132564,1,0,-8.2612194,ncomm(2023)
103,103,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.568909727,1,0,-8.134896,ncomm(2023)
104,104,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.587375231,1,0,-8.1655793,ncomm(2023)
105,105,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(=O)OC,313,0.598490057,1,0,-8.193142,ncomm(2023)
106,106,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(C)=O,313,0.336382884,1,0,-9.2027325,ncomm(2023)
107,107,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(C)=O,313,0.394250513,1,0,-8.6903698,ncomm(2023)
108,108,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(C)=O,313,0.556071955,1,0,-8.1518109,ncomm(2023)
109,109,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(C)=O,313,0.622180329,1,0,-8.1331222,ncomm(2023)
110,110,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1OC(C)=O,COC(C)=O,313,0.633992808,1,0,-8.122053,ncomm(2023)
111,111,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,CC(C)=O,298,0.17844159,1,0,-10.619789,ncomm(2023)
112,112,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.065621374,1,0,-10.407823,ncomm(2023)
113,113,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.077514941,1,0,-10.393619,ncomm(2023)
114,114,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.087459993,1,0,-10.385103,ncomm(2023)
115,115,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.112089086,1,0,-9.1944991,ncomm(2023)
116,116,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.116725952,1,0,-9.4723701,ncomm(2023)
117,117,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.117389455,1,0,-10.355561,ncomm(2023)
118,118,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.122837707,1,0,-10.100727,ncomm(2023)
119,119,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.139866137,1,0,-9.1877553,ncomm(2023)
120,120,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.153118561,1,0,-9.1040253,ncomm(2023)
121,121,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,ClCCl,308,0.174521783,1,0,-9.107349,ncomm(2023)
122,122,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.016323263,1,0,-9.1857524,ncomm(2023)
123,123,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.016674337,1,0,-9.1830962,ncomm(2023)
124,124,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.016979156,1,0,-9.2321024,ncomm(2023)
125,125,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.016991525,1,0,-9.2225732,ncomm(2023)
126,126,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.019373366,1,0,-9.0540393,ncomm(2023)
127,127,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.019774603,1,0,-9.0665127,ncomm(2023)
128,128,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.023133942,1,0,-9.1598939,ncomm(2023)
129,129,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.023839559,1,0,-9.1186153,ncomm(2023)
130,130,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.024080278,1,0,-9.1857524,ncomm(2023)
131,131,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.024932174,1,0,-9.1278437,ncomm(2023)
132,132,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.028782854,1,0,-9.2269453,ncomm(2023)
133,133,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.030481619,1,0,-9.2204035,ncomm(2023)
134,134,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.034121899,1,0,-9.0048037,ncomm(2023)
135,135,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.034939455,1,0,-9.0952845,ncomm(2023)
136,136,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.035292902,1,0,-9.0721166,ncomm(2023)
137,137,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.036298448,1,0,-8.9829667,ncomm(2023)
138,138,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.037104496,1,0,-9.1123827,ncomm(2023)
139,139,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.041031898,1,0,-9.0414361,ncomm(2023)
140,140,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.043237214,1,0,-9.0604807,ncomm(2023)
141,141,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.043624307,1,0,-9.0078885,npj(2025)
142,142,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.045639998,1,0,-9.0043648,ncomm(2023)
143,143,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.045701573,1,0,-9.1290112,ncomm(2023)
144,144,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.047542601,1,0,-9.1278437,ncomm(2023)
145,145,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.047656109,1,0,-9.0105502,ncomm(2023)
146,146,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.049573672,1,0,-8.9871628,ncomm(2023)
147,147,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.050332056,1,0,-9.1329795,ncomm(2023)
148,148,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.050776425,1,0,-9.0043648,ncomm(2023)
149,149,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.051711162,1,0,-9.1278437,ncomm(2023)
150,150,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.052197386,1,0,-9.1123827,ncomm(2023)
151,151,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.059026967,1,0,-9.2013494,ncomm(2023)
152,152,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.059158904,1,0,-9.2146702,ncomm(2023)
153,153,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.06454425,1,0,-9.154902,ncomm(2023)
154,154,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.065565226,1,0,-9.1426675,ncomm(2023)
155,155,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,CC#N,313,0.066893115,1,0,-9.122053,ncomm(2023)
156,156,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,ClC(Cl)Cl,298,0.462925401,1,0,-6.1870866,ncomm(2023)
157,157,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,ClCCCl,298,0.333193066,1,0,-6.2596373,ncomm(2023)
158,158,[*]CC([*])C(=O)OC(C)C,c1ccccc1,298,0.003823432,1,0,-7.69897,ncomm(2023)
159,159,[*]C(C)=C([*])C(C)C,CCO,298,0.644805017,1,0,-5.4424928,ncomm(2023)
160,160,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.072090483,1,0,-12.059484,ncomm(2023)
161,161,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.084584785,1,0,-11.844664,ncomm(2023)
162,162,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.097189261,1,0,-11.653647,ncomm(2023)
163,163,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.109426863,1,0,-11.481486,ncomm(2023)
164,164,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.12178346,1,0,-11.443698,ncomm(2023)
165,165,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.134053246,1,0,-11.267606,ncomm(2023)
166,166,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.147130063,1,0,-11.216096,ncomm(2023)
167,167,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCCO,308,0.158995988,1,0,-11.113509,ncomm(2023)
168,168,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.069256417,1,0,-11.876148,ncomm(2023)
169,169,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.081228967,1,0,-11.686133,ncomm(2023)
170,170,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.093598276,1,0,-11.500313,ncomm(2023)
171,171,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.106939808,1,0,-11.28567,ncomm(2023)
172,172,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.119642239,1,0,-11.187755,ncomm(2023)
173,173,[*]c1ccc2c(c1)C(C)(C)CC2(C)c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,CCCCCO,308,0.132078341,1,0,-11.066513,ncomm(2023)
