,Index,Polymer Canonical SMILES,Solvent Canonical SMILES,Temperature,Weight Fraction of Solvent,Experimental Selector,Simulated Selector,Target Diffusivity Value(log10),source
2525,2525,[*]CC([*])C(=O)OC,COC(C)=O,308,0.047653961,0,1,-7.2556877,npj(2025)
2526,2526,[*]CC([*])C(=O)OC,COC(C)=O,308,0.070964371,0,1,-6.7571516,npj(2025)
2527,2527,[*]CC([*])c1ccc(F)cc1,COC(C)=O,298,0.057181827,0,1,-7.6052289,npj(2025)
2528,2528,[*]CC([*])c1ccc(OC)cc1,COC(C)=O,298,0.052320888,0,1,-7.1021758,npj(2025)
2529,2529,[*]Sc1ccc([*])cc1,COC(C)=O,298,0.120472464,0,1,-6.3470021,npj(2025)
2530,2530,[*]Sc1ccc([*])cc1,COC(C)=O,298,0.215038688,0,1,-5.7029448,npj(2025)
2531,2531,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C([*])(C)C)cc3)cc2)cc1,COC(C)=O,298,0.02025118,0,1,-7.840277,npj(2025)
2532,2532,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,COC(C)=O,298,0.02025118,0,1,-7.6003562,npj(2025)
2533,2533,[*]c1ccc(Oc2ccc(Cc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,COC(C)=O,298,0.001784078,0,1,-7.9712895,npj(2025)
2534,2534,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4)cc3)cc2)cc1,COC(C)=O,298,0.013039256,0,1,-7.6784829,npj(2025)
2535,2535,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,COC(C)=O,298,0.001671168,0,1,-8.7104518,npj(2025)
2536,2536,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,COC(C)=O,298,0.019401301,0,1,-7.854884,npj(2025)
2537,2537,[*]/C(Cl)=C(/[*])CCCC,COCCO,298,0.061267869,0,1,-6.3012227,npj(2025)
2538,2538,[*]/C=C(/[*])c1ccccc1C,COCCO,298,0.061479731,0,1,-7.444467,npj(2025)
2539,2539,[*]CC([*])OC(C)=O,COCCO,298,0.098173057,1,0,-8.7351822,npj(2025)
2540,2540,[*]CC([*])OC(C)=O,COCCO,298,0.075073878,1,0,-9.557677,npj(2025)
2541,2541,[*]CC([*])OC(C)=O,COCCO,298,0.053951568,1,0,-10.005903,npj(2025)
2542,2542,[*]CC([*])OC(C)=O,COCCO,298,0.117049616,1,0,-8.177505,npj(2025)
2543,2543,[*]CC([*])OC(C)=O,COCCO,298,0.070160003,1,0,-9.5113083,npj(2025)
2544,2544,[*]CC([*])OC(C)=O,COCCO,298,0.084668318,1,0,-9.0138107,npj(2025)
2545,2545,[*]CC([*])OC(C)=O,COCCO,298,0.030386931,1,0,-10.87517,npj(2025)
2546,2546,[*]CC([*])OC(C)=O,COCCO,298,0.053225306,1,0,-10.137094,npj(2025)
2547,2547,[*]CC([*])OC(C)=O,COCCO,298,0.084668318,0,1,-6.8776578,npj(2025)
2548,2548,[*]CC([*])OC(C)=O,COCCO,298,0.098173057,0,1,-6.9804776,npj(2025)
2549,2549,[*]CC([*])OC(C)=O,COCCO,298,0.117049616,0,1,-6.8157877,npj(2025)
2550,2550,[*]Oc1ccc(C(Cl)(Cl)c2ccc(OC([*])=O)cc2)cc1,COCCO,298,0.025136219,0,1,-7.6888503,npj(2025)
2551,2551,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,COCCO,298,0.040734773,0,1,-8.0400119,npj(2025)
2552,2552,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3)c2)cc1,COCCO,298,0.078280796,0,1,-7.0221097,npj(2025)
2553,2553,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,COCCO,298,0.010144898,0,1,-8.2319776,npj(2025)
2554,2554,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,Cc1cc(C)cc(C)c1,298,0.014717614,0,1,-8.4555007,npj(2025)
2555,2555,[*]NC(=O)c1cc(C(c2ccc(C(=O)O)c(C(=O)Nc3cc(Oc4ccc(N)c([*])c4)ccc3N)c2)(C(F)(F)F)C(F)(F)F)ccc1C(=O)O,Cc1cc(C)cc(C)c1,298,0.017507623,0,1,-8.7433377,npj(2025)
2556,2556,[*]NCCCCCCNC(=O)OCCOCCOC([*])=O,Cc1cc(C)cc(C)c1,300,0.461821679,1,0,-6.3147942,ncomm(2023)
2557,2557,[*]NCCCCCCNC(=O)OCCOCCOC([*])=O,Cc1cc(C)cc(C)c1,300,0.461821679,0,1,-6.5974003,npj(2025)
2558,2558,[*]Sc1ccc([*])cc1,Cc1cc(C)cc(C)c1,298,0.010990066,0,1,-8.24631,npj(2025)
2559,2559,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,Cc1cc(C)cc(C)c1,298,0.023537026,0,1,-8.2763747,npj(2025)
2560,2560,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,Cc1cc(C)cc(C)c1,298,0.024905229,0,1,-8.2001945,npj(2025)
2561,2561,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,Cc1cc(C)cc(C)c1,298,0.012804608,0,1,-8.3029602,npj(2025)
2562,2562,[*]/C(C)=C(/[*])c1ccccc1,Cc1ccc(C)cc1,298,0.154542398,0,1,-7.3300974,npj(2025)
2563,2563,[*]/C(C)=C(/[*])c1ccccc1,Cc1ccc(C)cc1,298,0.267711949,0,1,-6.5234443,npj(2025)
2564,2564,[*]CC([*])C,Cc1ccc(C)cc1,300,0.247001961,1,0,-6.7281584,ncomm(2023)
2565,2565,[*]CC([*])C,Cc1ccc(C)cc1,300,0.247001961,0,1,-6.1818433,npj(2025)
2566,2566,[*]CC([*])Cl,Cc1ccc(C)cc1,300,0.295790346,1,0,-8.4894054,ncomm(2023)
2567,2567,[*]CC([*])Cl,Cc1ccc(C)cc1,300,0.295790346,0,1,-6.4717845,npj(2025)
2568,2568,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,Cc1ccc(C)cc1,298,0.064816697,0,1,-8.0885243,npj(2025)
2569,2569,[*]CC([*])c1ccc(Cl)cc1,Cc1cccc(C)c1,298,0.132850656,0,1,-7.2014768,npj(2025)
2570,2570,[*]CC([*])c1ccc(Cl)cc1,Cc1cccc(C)c1,298,0.234542223,0,1,-6.7727839,npj(2025)
2571,2571,[*]NCCCCCCNC(=O)OCCOCCOC([*])=O,Cc1cccc(C)c1,300,0.514626245,1,0,-6.1449589,ncomm(2023)
2572,2572,[*]NCCCCCCNC(=O)OCCOCCOC([*])=O,Cc1cccc(C)c1,300,0.514626245,0,1,-6.0946795,npj(2025)
2573,2573,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,Cc1cccc(C)c1,298,0.043173203,0,1,-8.1597685,npj(2025)
2574,2574,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,Cc1cccc(C)c1,298,0.082772837,0,1,-7.3896692,npj(2025)
2575,2575,[*]/C(CC)=C(/[*])c1ccccc1,Cc1ccccc1,298,0.066096334,0,1,-7.6305682,npj(2025)
2576,2576,[*]/C=C(/[*])c1ccccc1C(F)(F)F,Cc1ccccc1,298,0.097730604,0,1,-7.6071093,npj(2025)
2577,2577,[*]=CCCC(=[*])C,Cc1ccccc1,300,0.129183086,1,0,-5.719657,ncomm(2023)
2578,2578,[*]=CCCC(=[*])C,Cc1ccccc1,300,0.129183086,0,1,-6.0884515,npj(2025)
2579,2579,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,Cc1ccccc1,300,0.198001723,1,0,-12.086186,ncomm(2023)
2580,2580,[*]C(=O)c1ccc(Oc2ccc(Oc3ccc([*])cc3)cc2)cc1,Cc1ccccc1,300,0.198001723,0,1,-7.7777311,npj(2025)
2581,2581,[*]CC([*])(C)C,Cc1ccccc1,298,0.131899637,1,0,-7.5100415,ncomm(2023)
2582,2582,[*]CC([*])(C)C,Cc1ccccc1,298,0.1653322,1,0,-7.2500319,npj(2025)
2583,2583,[*]CC([*])(C)C,Cc1ccccc1,298,0.138178529,1,0,-7.3400838,ncomm(2023)
2584,2584,[*]CC([*])(C)C,Cc1ccccc1,298,0.207971325,1,0,-6.7300203,npj(2025)
2585,2585,[*]CC([*])(C)C,Cc1ccccc1,298,0.051953745,1,0,-8.290052,npj(2025)
2586,2586,[*]CC([*])(C)C,Cc1ccccc1,298,0.181998027,1,0,-6.9601894,npj(2025)
2587,2587,[*]CC([*])(C)C,Cc1ccccc1,298,0.10778649,1,0,-7.6401645,npj(2025)
2588,2588,[*]CC([*])(C)C,Cc1ccccc1,298,0.195514325,1,0,-6.8099486,npj(2025)
2589,2589,[*]CC([*])(C)C,Cc1ccccc1,298,0.171585816,1,0,-6.9601894,npj(2025)
2590,2590,[*]CC([*])(C)C,Cc1ccccc1,298,0.167417265,1,0,-7.1799957,npj(2025)
2591,2591,[*]CC([*])(C)C,Cc1ccccc1,298,0.101484579,1,0,-7.7602002,npj(2025)
2592,2592,[*]CC([*])(C)C,Cc1ccccc1,298,0.032906242,1,0,-8.4600462,npj(2025)
2593,2593,[*]CC([*])(C)C,Cc1ccccc1,298,0.021244668,1,0,-8.6300424,npj(2025)
2594,2594,[*]CC([*])(C)C,Cc1ccccc1,298,0.084656087,1,0,-7.9003194,npj(2025)
2595,2595,[*]CC([*])(C)C,Cc1ccccc1,298,0.191357809,1,0,-6.9200955,npj(2025)
2596,2596,[*]CC([*])(C)C,Cc1ccccc1,298,0.14654298,1,0,-7.3100699,npj(2025)
2597,2597,[*]CC([*])(C)C,Cc1ccccc1,298,0.069903186,1,0,-8.1600194,npj(2025)
2598,2598,[*]CC([*])(C)C,Cc1ccccc1,298,0.127711084,1,0,-7.6201508,npj(2025)
2599,2599,[*]CC([*])(C)C,Cc1ccccc1,298,0.027607545,1,0,-8.5900669,ncomm(2023)
2600,2600,[*]CC([*])(C)C,Cc1ccccc1,298,0.00850434,1,0,-8.8201611,npj(2025)
2601,2601,[*]CC([*])(C)C,Cc1ccccc1,298,0.040318771,1,0,-8.4400934,ncomm(2023)
2602,2602,[*]CC([*])(C)C,Cc1ccccc1,298,0.131899637,0,1,-7.3101019,npj(2025)
2603,2603,[*]CC([*])(C)C,Cc1ccccc1,298,0.1653322,0,1,-7.4079103,npj(2025)
2604,2604,[*]CC([*])(C)C,Cc1ccccc1,298,0.138178529,0,1,-7.3645285,npj(2025)
2605,2605,[*]CC([*])(C)C,Cc1ccccc1,298,0.207971325,0,1,-7.250992,npj(2025)
2606,2606,[*]CC([*])(C)C,Cc1ccccc1,298,0.051953745,0,1,-8.2393321,npj(2025)
2607,2607,[*]CC([*])(C)C,Cc1ccccc1,298,0.181998027,0,1,-6.7835064,npj(2025)
2608,2608,[*]CC([*])(C)C,Cc1ccccc1,298,0.10778649,0,1,-7.3328346,npj(2025)
2609,2609,[*]CC([*])(C)C,Cc1ccccc1,298,0.195514325,0,1,-6.659343,npj(2025)
2610,2610,[*]CC([*])(C)C,Cc1ccccc1,298,0.171585816,0,1,-6.8361707,npj(2025)
2611,2611,[*]CC([*])(C)C,Cc1ccccc1,298,0.167417265,0,1,-7.3469274,npj(2025)
2612,2612,[*]CC([*])(C)C,Cc1ccccc1,298,0.101484579,0,1,-7.2143142,npj(2025)
2613,2613,[*]CC([*])(C)C,Cc1ccccc1,298,0.032906242,0,1,-8.2620393,npj(2025)
2614,2614,[*]CC([*])(C)C,Cc1ccccc1,298,0.021244668,0,1,-8.2572743,npj(2025)
2615,2615,[*]CC([*])(C)C,Cc1ccccc1,298,0.084656087,0,1,-7.5227538,npj(2025)
2616,2616,[*]CC([*])(C)C,Cc1ccccc1,298,0.191357809,0,1,-6.9057765,npj(2025)
2617,2617,[*]CC([*])(C)C,Cc1ccccc1,298,0.14654298,0,1,-7.2153554,npj(2025)
2618,2618,[*]CC([*])(C)C,Cc1ccccc1,298,0.069903186,0,1,-7.8414407,npj(2025)
2619,2619,[*]CC([*])(C)C,Cc1ccccc1,298,0.127711084,0,1,-6.8135097,npj(2025)
2620,2620,[*]CC([*])(C)C,Cc1ccccc1,298,0.027607545,0,1,-7.9684173,npj(2025)
2621,2621,[*]CC([*])(C)C,Cc1ccccc1,298,0.00850434,0,1,-8.533312,npj(2025)
2622,2622,[*]CC([*])(C)C,Cc1ccccc1,298,0.040318771,0,1,-7.8901524,npj(2025)
2623,2623,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,403,0.011599996,1,0,-8.6819367,npj(2025)
2624,2624,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,403,0.049100002,1,0,-7.9746941,ncomm(2023)
2625,2625,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,403,0.095300003,1,0,-6.7695511,ncomm(2023)
2626,2626,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,413,0.025639529,1,0,-7.9944336,npj(2025)
2627,2627,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,413,0.063145845,1,0,-7.0825615,npj(2025)
2628,2628,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.003757081,1,0,-7.9334364,npj(2025)
2629,2629,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.011688154,1,0,-7.8230115,npj(2025)
2630,2630,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.019930287,1,0,-7.5278131,npj(2025)
2631,2631,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.032609524,1,0,-7.2908418,npj(2025)
2632,2632,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,413,0.025639529,0,1,-6.9707927,npj(2025)
2633,2633,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,413,0.063145845,0,1,-6.1630335,npj(2025)
2634,2634,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.003757081,0,1,-7.6184559,npj(2025)
2635,2635,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.011688154,0,1,-7.1420288,npj(2025)
2636,2636,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.019930287,0,1,-6.6636352,npj(2025)
2637,2637,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,433,0.032609524,0,1,-6.5077287,npj(2025)
2638,2638,[*]CC([*])(C)C(=O)OC,Cc1ccccc1,403,0.095300003,0,1,-7.320472,npj(2025)
2639,2639,[*]CC([*])C,Cc1ccccc1,300,0.25226366,1,0,-8.1563107,ncomm(2023)
2640,2640,[*]CC([*])C,Cc1ccccc1,303,0.009589993,1,0,-8.9284862,npj(2025)
2641,2641,[*]CC([*])C,Cc1ccccc1,303,0.026930002,1,0,-8.3088301,npj(2025)
2642,2642,[*]CC([*])C,Cc1ccccc1,300,0.25226366,0,1,-6.014159,npj(2025)
2643,2643,[*]CC([*])C,Cc1ccccc1,303,0.009589993,0,1,-7.4941666,npj(2025)
2644,2644,[*]CC([*])C,Cc1ccccc1,303,0.026930002,0,1,-7.6558597,npj(2025)
2645,2645,[*]CC([*])Cl,Cc1ccccc1,300,0.354841198,1,0,-8.3409723,ncomm(2023)
2646,2646,[*]CC([*])Cl,Cc1ccccc1,300,0.354841198,0,1,-5.8265273,npj(2025)
2647,2647,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.135000001,1,0,-8.8239087,ncomm(2023)
2648,2648,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.189999999,1,0,-8.1319436,npj(2025)
2649,2649,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.209999998,1,0,-7.7851562,ncomm(2023)
2650,2650,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.044000004,1,0,-9.1426675,ncomm(2023)
2651,2651,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.149999998,1,0,-7.928118,ncomm(2023)
2652,2652,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.185,1,0,-7.5850267,npj(2025)
2653,2653,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.205,1,0,-7.3187588,ncomm(2023)
2654,2654,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.286000001,1,0,-6.9788107,ncomm(2023)
2655,2655,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.479999999,1,0,-6.5800443,npj(2025)
2656,2656,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.64,1,0,-6.1432711,npj(2025)
2657,2657,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.69,1,0,-6.2831623,npj(2025)
2658,2658,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.050000004,1,0,-8.2839967,ncomm(2023)
2659,2659,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.057999998,1,0,-8.229148,ncomm(2023)
2660,2660,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.099999997,1,0,-7.5497509,npj(2025)
2661,2661,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.116000003,1,0,-7.7375489,ncomm(2023)
2662,2662,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.145,1,0,-7.3178549,npj(2025)
2663,2663,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.185,1,0,-7.1765258,npj(2025)
2664,2664,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.200000002,1,0,-7.480172,npj(2025)
2665,2665,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.225,1,0,-6.9586073,ncomm(2023)
2666,2666,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.304999998,1,0,-7.3133637,npj(2025)
2667,2667,[*]CC([*])OC(C)=O,Cc1ccccc1,308,0.059100004,1,0,-9.7530093,npj(2025)
2668,2668,[*]CC([*])OC(C)=O,Cc1ccccc1,308,0.107079996,1,0,-8.154902,ncomm(2023)
2669,2669,[*]CC([*])OC(C)=O,Cc1ccccc1,403,0.056646889,1,0,-7.97,npj(2025)
2670,2670,[*]CC([*])OC(C)=O,Cc1ccccc1,403,0.013464583,1,0,-8.68,npj(2025)
2671,2671,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.020477468,1,0,-8.391289,npj(2025)
2672,2672,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.050725696,1,0,-7.6401311,npj(2025)
2673,2673,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.086556376,1,0,-7.0906708,npj(2025)
2674,2674,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.139104329,1,0,-6.5108649,npj(2025)
2675,2675,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.219763865,1,0,-6.065822,npj(2025)
2676,2676,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.282157737,1,0,-5.926055,npj(2025)
2677,2677,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.012579953,1,0,-7.2608463,npj(2025)
2678,2678,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.037994113,1,0,-6.8640081,npj(2025)
2679,2679,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.069137779,1,0,-6.5161199,npj(2025)
2680,2680,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.104786092,1,0,-6.1560667,npj(2025)
2681,2681,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.149985553,1,0,-5.87556,npj(2025)
2682,2682,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.218238349,1,0,-5.6503248,npj(2025)
2683,2683,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.308855577,1,0,-5.5292325,npj(2025)
2684,2684,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.442376145,1,0,-5.5125342,npj(2025)
2685,2685,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.135000001,0,1,-7.7729413,npj(2025)
2686,2686,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.189999999,0,1,-7.1455785,npj(2025)
2687,2687,[*]CC([*])OC(C)=O,Cc1ccccc1,293,0.209999998,0,1,-6.9318171,npj(2025)
2688,2688,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.044000004,0,1,-7.620057,npj(2025)
2689,2689,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.149999998,0,1,-7.3458528,npj(2025)
2690,2690,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.185,0,1,-7.0678094,npj(2025)
2691,2691,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.205,0,1,-7.1956211,npj(2025)
2692,2692,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.286000001,0,1,-6.5586866,npj(2025)
2693,2693,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.479999999,0,1,-5.7128322,npj(2025)
2694,2694,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.64,0,1,-5.2526661,npj(2025)
2695,2695,[*]CC([*])OC(C)=O,Cc1ccccc1,313,0.69,0,1,-5.1550072,npj(2025)
2696,2696,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.050000004,0,1,-8.1646133,npj(2025)
2697,2697,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.057999998,0,1,-8.136055,npj(2025)
2698,2698,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.099999997,0,1,-8.0258883,npj(2025)
2699,2699,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.116000003,0,1,-7.7718738,npj(2025)
2700,2700,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.145,0,1,-7.3887872,npj(2025)
2701,2701,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.185,0,1,-7.2406821,npj(2025)
2702,2702,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.200000002,0,1,-7.059446,npj(2025)
2703,2703,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.225,0,1,-6.9575587,npj(2025)
2704,2704,[*]CC([*])OC(C)=O,Cc1ccccc1,333,0.304999998,0,1,-6.2724883,npj(2025)
2705,2705,[*]CC([*])OC(C)=O,Cc1ccccc1,308,0.059100004,0,1,-7.5305448,npj(2025)
2706,2706,[*]CC([*])OC(C)=O,Cc1ccccc1,308,0.107079996,0,1,-7.6260089,npj(2025)
2707,2707,[*]CC([*])OC(C)=O,Cc1ccccc1,403,0.056646889,0,1,-6.9656501,npj(2025)
2708,2708,[*]CC([*])OC(C)=O,Cc1ccccc1,403,0.013464583,0,1,-7.4025604,npj(2025)
2709,2709,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.020477468,0,1,-6.6556061,npj(2025)
2710,2710,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.050725696,0,1,-6.4571725,npj(2025)
2711,2711,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.086556376,0,1,-6.1366292,npj(2025)
2712,2712,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.139104329,0,1,-5.5122429,npj(2025)
2713,2713,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.219763865,0,1,-5.3341319,npj(2025)
2714,2714,[*]CC([*])OC(C)=O,Cc1ccccc1,353,0.282157737,0,1,-5.176725,npj(2025)
2715,2715,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.012579953,0,1,-6.0698859,npj(2025)
2716,2716,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.037994113,0,1,-5.9317994,npj(2025)
2717,2717,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.069137779,0,1,-5.683311,npj(2025)
2718,2718,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.104786092,0,1,-5.4265419,npj(2025)
2719,2719,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.149985553,0,1,-5.2884545,npj(2025)
2720,2720,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.218238349,0,1,-5.1225903,npj(2025)
2721,2721,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.308855577,0,1,-4.8266968,npj(2025)
2722,2722,[*]CC([*])OC(C)=O,Cc1ccccc1,383,0.442376145,0,1,-4.5598156,npj(2025)
2723,2723,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.1582,1,0,-8.229148,ncomm(2023)
2724,2724,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.171700001,1,0,-8.1366771,ncomm(2023)
2725,2725,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.186099998,1,0,-8.0861861,ncomm(2023)
2726,2726,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.201500002,1,0,-8.0457575,npj(2025)
2727,2727,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.2158,1,0,-8.1191864,ncomm(2023)
2728,2728,[*]CC([*])c1ccccc1,Cc1ccccc1,303,0.2335,1,0,-8.1804561,ncomm(2023)
2729,2729,[*]CC([*])c1ccccc1,Cc1ccccc1,343,0.014999999,1,0,-11.130768,npj(2025)
2730,2730,[*]CC([*])c1ccccc1,Cc1ccccc1,343,0.062300002,1,0,-9.3467875,npj(2025)
2731,2731,[*]CC([*])c1ccccc1,Cc1ccccc1,343,0.090499998,1,0,-8.3187588,npj(2025)
2732,2732,[*]CC([*])c1ccccc1,Cc1ccccc1,343,0.122700001,1,0,-7.5850267,npj(2025)
2733,2733,[*]CC([*])c1ccccc1,Cc1ccccc1,353,0.053900004,1,0,-9.0222764,npj(2025)
2734,2734,[*]CC([*])c1ccccc1,Cc1ccccc1,353,0.092300001,1,0,-7.8239087,ncomm(2023)
2735,2735,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.007900002,1,0,-9.09691,ncomm(2023)
2736,2736,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.0195,1,0,-8.6777807,ncomm(2023)
2737,2737,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.027900004,1,0,-8.5086383,npj(2025)
2738,2738,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.034599998,1,0,-8.2076083,npj(2025)
2739,2739,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.046,1,0,-7.8860566,ncomm(2023)
2740,2740,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.075600003,1,0,-7.1870866,ncomm(2023)
2741,2741,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.108499998,1,0,-6.6777807,ncomm(2023)
2742,2742,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.141300001,1,0,-6.3098039,npj(2025)
2743,2743,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.168899999,1,0,-6.2676062,npj(2025)
2744,2744,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.193000001,1,0,-6.154902,ncomm(2023)
2745,2745,[*]CC([*])c1ccccc1,Cc1ccccc1,383,0.2161,1,0,-6.2218488,ncomm(2023)
