smiles_string,d_exp_CH4,d_exp_CO2,d_exp_H2,d_exp_He,d_exp_N2,d_exp_O2,d_sim_CH4,d_sim_CO2,d_sim_N2,d_sim_O2,p_exp_CH4,p_exp_CO2,p_exp_H2,p_exp_He,p_exp_N2,p_exp_O2,p_sim_CH4,p_sim_CO2,p_sim_N2,p_sim_O2,s_exp_CH4,s_exp_CO2,s_exp_H2,s_exp_He,s_exp_N2,s_exp_O2,s_sim_CH4,s_sim_CO2,s_sim_N2,s_sim_O2
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C(O)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C(O)(C(F)(F)F)C(F)(F)F)c1,,,,,,,,,,,,-9.26760624,,-8.698970004,-10.65757732,-9.823908741,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C(OC)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C(OC)(C(F)(F)F)C(F)(F)F)c1,,,,,,,,,,,,-9.113509275,,-8.619788758,-10.58502665,-9.698970004,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,-8.821023053,-7.882728704,,,-8.397940009,-7.769551079,-8.302770657,-8.090979146,-8.150580586,-6.341988603,-11.16052195,-9.677780705,-8.958607315,-8.920818754,-11.03952922,-10.19382003,-9.754487332,-8.931814138,-10.37986395,-8.316052869,-2.339498894,-1.79505201,,,-2.641589214,-2.424268934,-1.452540906,-0.841904811,-2.229323508,-1.974152751
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4ON=O)cc3)cc2)cc1,-8.853871964,-7.966576245,,,-8.327902142,-7.688246139,,,,,,,,,,,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)c5ccccc5)cc4)cc3)cc2)cc1,-8.522878745,-7.782516056,,,-7.863279433,-7.279840697,-7.88941029,,,,-10.49620932,-9.090443971,,-8.876148359,-10.5559552,-9.806875402,-9.339134522,,,,-1.973330585,-1.307927917,,,-2.692675788,-2.527034642,-1.449971346,-0.732869231,-2.222875549,-1.96640425
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])c5ccccc5C(=O)O)cc4)cc3)cc2)cc1,,,,,,,,,,,-11.4034029,-9.647817482,-9.141462802,,-11.35951856,-10.35556141,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])CCCCC5)cc4C)cc3)cc2)c(C)c1,-9.279840697,-8.123782159,,,-8.742321425,-7.958607315,-9.4225082,-7.13430394,-8.391473966,-7.653647026,-11.39254498,-9.853871964,-9.037157319,-8.958607315,-11.24488773,-10.38721614,-10.72584215,-7.769551079,-10.47886192,-9.505845406,-2.112704264,-1.730089811,,,-2.502566365,-2.428608797,-1.303313708,-0.634375152,-2.087831263,-1.851625039
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,,,,,,,,,,,-10.84466396,-9.241088108,-8.91721463,,-10.77728353,-10.02733441,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,,,,,,,,,,,-11.13846559,-9.505845406,-8.966576245,,-10.95860731,-10.06148027,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C([*])(C)C)c4)cc3)cc2)cc1,-8.920818754,-8.045757491,,,-8.366531544,-7.769551079,-9.467245621,-8.829738285,-7.525783736,-7.756961951,-11.28399666,-9.823908741,-9.096910013,-9.031517051,-11.18045606,-10.40893539,-11.00217692,-9.655607726,-9.832682665,-9.795880017,-2.363177936,-1.778151242,,,-2.813924441,-2.639384248,-1.534971034,-0.826162889,-2.306634175,-2.039009332
[*]c1ccc(Oc2ccc(S([*])(=O)=O)cc2)cc1,-8.063486258,-7.348721986,,,,,-10.102923,-8.178486472,,,-10.7619539,-9.312471039,-9.096910013,-8.91721463,-10.67778071,-9.795880017,-11.61978876,-8.910094889,,,-2.698467599,-1.963749041,,,,,-1.516011284,-0.732534323,-2.291174995,-2.026084294
[*]c1ccc(Oc2ccc(Sc3ccc(Oc4ccc(-c5nc([*])nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,,,,,,,,,-6.373659633,,,,,,,,,,-9.010995384,,,,,,,,,,-2.637200403,
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(-c9ccc(N%10C(=O)c%11ccc(Oc%12ccc(C([*])(C)C)cc%12)cc%11C%10=O)cc9)cc8C(F)(F)F)cc7)c7ccccc7-c7ccccc76)cc5)c(C(F)(F)F)c4)cc2)C3=O)cc1,,,,,,,,,,,-9.995678626,-8.647817482,,,-9.924453039,-9.154281982,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,,,,,,,,,,,-11.22184875,-9.282329497,-9.080398976,,-10.86012091,-9.974694135,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C([*])(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,,,,,,,,,,,,,-9.048176965,,-11.07572071,-10.25963731,,,,,,,,,,,,,,
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C([*])(C)C)cc8)cc7C6=O)cc5C(F)(F)F)cc4)c(C(F)(F)F)c2)C3=O)cc1,,,,,,,,,,-6.11407366,,,,,,,,,,-7.876148359,,,,,,,,,,-1.762669314
[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,-9.255707017,-8.027797162,,,-8.525783736,-8.261219442,-11.36552273,-8.88941029,-8.143875556,-8.294136288,-11.43415218,-9.853871964,,-9.024568191,-11.27736608,-10.39794001,-12.61798296,-9.397940009,-10.1857524,-10.09908693,-2.17844514,-1.826074807,,,-2.751582361,-2.136720571,-1.252010119,-0.508868507,-2.041702652,-1.804883752
[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1,-9.443697499,-8.397940009,,,-8.769551079,-8.0,-9.113509275,-8.452225295,-9.164309429,-8.041436117,-11.43651891,-9.823908741,-9.139661993,-9.102372909,-11.29499204,-10.4202164,-10.50445566,-9.087777943,-11.3419886,-9.966576245,-1.992821401,-1.425968732,,,-2.525440953,-2.420216403,-1.391096904,-0.63553697,-2.178039045,-1.926569552
[*]c1ccc(Oc2ccc3ccc(Oc4ccc(S([*])(=O)=O)cc4)cc3c2)cc1,-9.301029996,-8.22184875,,,-8.522878745,-7.823908741,-8.879426069,-9.465973894,-9.063989204,-9.216096421,-11.30103,-9.744727495,-9.088842391,-9.055517328,-11.13371266,-10.30103,-10.29670862,-10.0893756,-11.26680273,-11.16241156,-2.0,-1.522878745,,,-2.610833916,-2.477121298,-1.417249801,-0.623582383,-2.203126551,-1.94657184
[*]c1ccc(Oc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,,,,,,,,,,,-11.58838029,-9.928117993,-9.227678293,,-11.34294415,-10.50863831,,,,,,,,,,,,,,
[*]c1ccc(Oc2cccc3c(Oc4ccc(S([*])(=O)=O)cc4)cccc23)cc1,-9.443697499,-8.301029996,,,-8.769551079,-7.920818754,-9.273272791,-8.850780887,-8.354577731,-6.8569852,-11.4436975,-9.795880017,,-9.026872146,-11.24412514,-10.37675071,-10.64016452,-9.447331784,-10.50168945,-8.739928612,-2.0,-1.494850022,,,-2.474574089,-2.455931956,-1.367323328,-0.596427209,-2.147432729,-1.883487791
[*]c1ccc([*])n1C,,,,,,,,,,,-10.65757732,-9.161150909,,,-10.48148606,-9.690369833,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(-c4ccc(-c5ccc([*])cc5C(=O)c5ccccc5)cc4C(=O)c4ccccc4)cc3C(=O)c3ccccc3)cc1C(F)(F)F)C2=O,,,,,,,,,,,-10.85387196,-9.397940009,-8.958607315,,-10.85387196,-10.06048075,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc(C4C(=O)c5ccc(-c6ccc(C7C(=O)c8ccc(-c9ccc%10c(c9)C(=O)C(c9ccc(-c%11ccc%12c(c%11)C(=O)C(c%11ccc(-c%13ccc%14c(c%13)C(=O)C(c%13ccc(-c%15ccc%16c(c%15)C(=O)C(c%15ccc(-c%17ccc(C%18C(=O)c%19ccc(-c%20ccc%21c(c%20)C(=O)C(c%20ccc(-c%22ccc([*])cc%22C(=O)c%22ccccc%22)cc%20C(F)(F)F)C%21=O)cc%19C%18=O)c(C(F)(F)F)c%17)cc%15C(F)(F)F)C%16=O)cc%13C(F)(F)F)C%14=O)cc%11C(F)(F)F)C%12=O)cc9C(F)(F)F)C%10=O)cc8C7=O)c(C(F)(F)F)c6)cc5C4=O)c(C(F)(F)F)c3)cc1C(F)(F)F)C2=O,,,,,,,,,,,-10.40893539,-8.835647144,-8.585026652,,-10.22914799,-9.521433504,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)C(c1ccc(-c3ccc([*])cc3C(=O)c3ccccc3)cc1C(F)(F)F)C2=O,,,,,,,,,,,-10.58502665,-9.093664958,-8.777283529,,-10.52287875,-9.779891912,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)C(c1ccc([*])cc1C(F)(F)F)C2=O,,,,,,,,,,,-10.4436975,-8.847711656,-8.562249437,,-10.39794001,-9.524328812,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(Oc1ccc(-c3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2,,,,,,,,,,,-10.28399666,-8.718966633,-8.324221658,,-10.00833099,-9.289882635,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(Oc1ccc(-c3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1C(F)(F)F)C2,,,,,,,,,,,-10.15304467,-8.642065153,-8.256490235,,-9.886056648,-9.187086643,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,,,,,,,,,,,-10.34678749,-8.665546249,-8.232102384,,-9.931814138,-9.191789027,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c(O)c3)cc1O)C2=O,,,,,,,,,,,-11.25026368,-9.314258261,,-8.53313238,-10.77469072,-9.913640169,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(O)c3)cc1O)C2=O,,,,,,,,,,,-13.38721614,-11.50445566,,-9.962573502,-13.0,-12.01772877,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([Si]([*])(C)C)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,,,-9.076755981,,-10.9625735,-10.16941133,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc(C([*])(C(F)(F)F)C(F)(F)F)cc%10C9=O)cc8)cc7C(F)(F)F)cc6)C(=O)N(c6ccccc6)c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,,,,,,,,,,,-9.995678626,-8.268411235,,,-9.76700389,-8.991399828,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc(-c8ccc(N9C(=O)c%10ccc(C([*])(C(F)(F)F)C(F)(F)F)cc%10C9=O)cc8)cc7C(F)(F)F)cc6)c6ccccc6-c6ccccc65)cc4)c(C(F)(F)F)c3)cc1)C2=O,,,,,,,,,,,-9.872895202,-8.274905479,,,-9.68613278,-8.869666232,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2,,,,,,,,,,,-9.872895202,-8.290730039,-7.966576245,,-9.507239611,-8.847711656,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,-8.180456064,-7.091514981,-5.537602002,,-7.552841969,-7.0,-8.417936637,-7.779891912,-6.424812155,-7.301029996,-9.809668302,-8.228412519,-7.966576245,-7.847711656,-9.490797478,-8.804100348,-9.320572103,-7.978810701,-8.071604148,-8.772113295,-1.629212246,-1.136897538,-2.428974234,,-1.93795552,-1.804100348,-0.902436744,-0.198348362,-1.646836988,-1.471477775
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2,,,,,,,,,,,-10.1079054,-8.557520231,-8.228412519,,-9.8569852,-9.148741651,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,,,,,,,,,,,-10.16367588,-8.605548319,,-8.300162274,-9.962573502,-9.226213555,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c(Cl)c3)cc1Cl)C2=O,,,,,,,,,,,-10.91721463,-9.168770306,,-8.517126416,-10.57024772,-9.742321425,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.559090918,-7.431798276,,,-7.872895202,-7.370590401,-9.148130399,-7.2644011,-8.663540266,-6.89279003,-10.43062609,-8.76700389,-8.349692477,-8.382999659,-10.18976748,-9.40560745,-10.15428198,-7.457174573,-10.45222529,-8.477555766,-1.871535172,-1.335205616,,,-2.316872237,-2.035017054,-1.006332592,-0.19334206,-1.788157544,-1.585024314
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(S([*])(=O)=O)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,,,-9.199282922,,-11.49485002,-10.52870829,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(Cl)c3)cc1Cl)C2=O,,,,,,,,,,,-11.78515615,-10.00966115,,-9.159893906,-11.51286162,-10.58502665,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.040958608,-8.259637311,,,,,-8.249491605,-8.242603971,,,-11.31425826,-9.798602876,-9.193820026,-9.341988603,-11.65560773,-10.72584215,-9.346787486,-8.512861625,,,-2.273299681,-1.538965564,,,,,-1.097497364,-0.269560873,-1.891358237,-1.667342065
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3Br)c(Br)c1)C2=O,,,,,,,,,,,-12.26760624,-10.50168945,,-9.449771647,-11.98716278,-11.0347983,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3Cl)c(Cl)c1)C2=O,,,,,,,,,,,-12.25963731,-10.47495519,,-9.435333936,-11.97061622,-11.01908806,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3F)c(F)c1)C2=O,,,,,,,,,,,-11.88941029,-10.26600071,,-9.36251027,-11.69250396,-10.84466396,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc1)C2=O,,,,,,,,,,,-9.906578315,-8.928117993,,,-10.34678749,-9.705533774,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.4202164,-8.8569852,-8.26760624,,-10.18045606,-9.474955193,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.78251606,-9.327902142,-8.832682665,,-10.70774393,-9.924453039,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,,,,,,,,,,,-10.68402965,-8.896196279,-8.542118103,,-10.31425826,-9.580044252,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([Si]([*])(C)C)cc4C3=O)cc1)C2=O,,,,,,,,,,,-11.19382003,-9.560667306,-9.026872146,,-10.9788107,-10.22184875,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.92081875,-9.242603971,,,-10.56863624,-9.826813732,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.76955108,-9.050122296,,,-10.40893539,-9.721246399,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(OCCCCCCCCCCCCOc3ccc(N4C(=O)c5cccc([*])c5C4=O)cc3)cc1)C2=O,,,,,,,,-7.233587153,,,,,,,,,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(-c5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc(C([*])(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)c(C(F)(F)F)c6)cc5)cc4)cc3C(F)(F)F)cc1)C2=O,,,,,,,,,,,-9.821023053,-8.436518915,,,-9.507239611,-8.76700389,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(C([*])(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)c(C(F)(F)F)c5)cc4)cc3C(F)(F)F)cc1)C2=O,,,,,,,,,,,-9.924453039,-8.480172006,,,-9.542118103,-8.818156412,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(C([*])(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)c(C(F)(F)F)c5)s4)cc3C(F)(F)F)cc1)C2=O,,,,,,,,,,,-9.774690718,-8.343901798,,,-9.749579998,-8.931814138,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,,,,,,,,-6.718966633,,,-10.66756154,-9.105130343,,-8.73754891,-10.50445566,-9.761953897,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4cccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(C([*])(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)c(C(F)(F)F)c5)n4)cc3C(F)(F)F)cc1)C2=O,,,,,,,,,,,-9.709965389,-8.284832642,,,-9.718966633,-8.913640169,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2,,,,,,,,,,,-10.838632,-9.304518324,-8.761953897,,-10.61083392,-9.812479279,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6C(F)(F)F)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2,,,,,,,,,,,-10.5543958,-9.038578906,-8.514278574,,-10.24949161,-9.507239611,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-8.397940009,-7.37675071,-5.337242168,,-7.698970004,-7.22184875,-9.164943898,-6.910094889,-7.716698771,-6.324221658,-10.35654732,-8.809668302,-8.447331784,,-10.08565684,-9.395773947,-10.13194364,-7.181774106,-9.450996738,-7.876148359,-1.958607315,-1.432917591,-3.110089591,,-2.386686839,-2.173925197,-0.966747567,-0.271921931,-1.734346752,-1.550697591
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C([*])(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-8.30980392,-7.244125144,-5.920818754,,-7.795880017,-7.214670165,-8.228412519,-6.829738285,-6.580044252,-7.07007044,-10.15304467,-8.642065153,-8.256490235,,-9.886056648,-9.187086643,-9.216096421,-7.086186148,-8.304518324,-8.616184634,-1.843240748,-1.397940009,-2.33567145,,-2.09017663,-1.972416466,-0.987396788,-0.256655375,-1.724424417,-1.546084121
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,-8.920818754,-7.853871964,-6.236572006,,-8.356547324,-7.698970004,,,,-6.329754147,-10.66554625,-9.134896025,,-8.73754891,-10.51570016,-9.777283529,,,,-8.027797162,-1.744727495,-1.28102406,,,-2.159152849,-2.078313525,-1.15104799,-0.38680648,-1.909548798,-1.697831583
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,-8.638272164,-7.619788758,-6.0,,-8.031517051,-7.397940009,-8.966576245,-7.795880017,-8.295849483,-7.311580178,-10.5543958,-9.038578906,-8.514278574,,-10.24949161,-9.507239611,-10.04335142,-8.170696227,-10.12493874,-8.946921557,-1.916123625,-1.418790148,-2.514278574,,-2.217974585,-2.109299602,-1.076804492,-0.374907954,-1.829068081,-1.635292893
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2,,,,,,,,,,,-10.46724562,-8.777283529,-8.390405591,,-10.13489603,-9.411168274,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.657577319,-7.446116973,,,-7.935542011,-7.494850022,-8.540607512,-6.438898616,-6.645891561,-7.492144128,-10.46470588,-8.725842151,-8.462180905,-8.416801226,-10.15739076,-9.415668776,-9.377785977,-6.469800302,-8.253365801,-8.931814138,-1.807128563,-1.279725181,,,-2.22184875,-1.920818754,-0.837196036,-0.030691545,-1.607499772,-1.44134182
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(S([*])(=O)=O)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,,,-9.251037139,,-11.56863624,-10.69897,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2,,,,,,,,,,,-12.00436481,-10.19246497,-9.434152181,,,,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,-9.472370099,,,,,,-8.610833916,,,,-11.55284197,-9.987162775,-9.404503778,,-11.66756154,-10.75696195,-9.739928612,,,,-2.080471887,,,,,,-1.128570236,-0.312488033,-1.91630629,-1.695139209
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([Si]([*])(C)C)cc5C4=O)cc3)cc1)C2=O,,,,,,,,,,,-10.79317412,-9.480172006,-9.036212173,,-10.98296666,-10.22694531,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,,,,,,,,,,,-11.51570016,-9.903089987,,-9.392544977,-11.40671393,-10.59176003,,,,,,,,,,,,,,
[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,,,,,,,,,,,-11.40120949,-9.732828272,,-9.221125528,-11.2644011,-10.43415218,,,,,,,,,,,,,,
