,smiles1,smiles2,smiles3,c1,c2,c3,Temp(C),RH(%),lw,prop,value
504,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,30.0,100.0,0,WU(wt%),14.6
505,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,60.0,100.0,0,WU(wt%),18.2
506,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,80.0,100.0,0,WU(wt%),18.2
507,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,30.0,100.0,0,WU(wt%),22.3
508,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,60.0,100.0,0,WU(wt%),29.1
509,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,28.6,71.4,0.0,30.0,100.0,0,WU(wt%),31.5
510,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,28.6,71.4,0.0,60.0,100.0,0,WU(wt%),40.9
511,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,31.0,69.0,0.0,30.0,100.0,0,WU(wt%),44.3
512,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,31.0,69.0,0.0,60.0,100.0,0,WU(wt%),57.3
513,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,96.0,4.0,0.0,20.0,100.0,1,WU(wt%),4.7
514,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,96.0,4.0,0.0,40.0,100.0,1,WU(wt%),5.5
515,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,96.0,4.0,0.0,60.0,100.0,1,WU(wt%),6.3
516,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,96.0,4.0,0.0,80.0,100.0,1,WU(wt%),7.4
517,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,20.0,100.0,1,WU(wt%),21.8
518,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,40.0,100.0,1,WU(wt%),22.8
519,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,60.0,100.0,1,WU(wt%),23.9
520,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,80.0,100.0,1,WU(wt%),25.5
521,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,68.0,32.0,0.0,20.0,100.0,1,WU(wt%),25.5
522,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,68.0,32.0,0.0,40.0,100.0,1,WU(wt%),26.8
523,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,68.0,32.0,0.0,60.0,100.0,1,WU(wt%),28.0
524,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,68.0,32.0,0.0,80.0,100.0,1,WU(wt%),31.1
525,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,59.0,41.0,0.0,20.0,100.0,1,WU(wt%),29.2
526,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,59.0,41.0,0.0,40.0,100.0,1,WU(wt%),33.4
527,CC(C)C(C*)*,C[N+](C)(C)CCCCCCCCC(C*)*.[OH-],*CC*,59.0,41.0,0.0,80.0,100.0,1,WU(wt%),35.9
528,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22.0,78.0,0.0,30.0,100.0,1,WU(wt%),7.7
529,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22.0,78.0,0.0,80.0,100.0,1,WU(wt%),10.6
530,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28.0,72.0,0.0,30.0,100.0,1,WU(wt%),10.1
531,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28.0,72.0,0.0,80.0,100.0,1,WU(wt%),15.6
532,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34.0,66.0,0.0,30.0,100.0,1,WU(wt%),12.5
533,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34.0,66.0,0.0,80.0,100.0,1,WU(wt%),22.3
534,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,25.0,75.0,0.0,30.0,100.0,1,WU(wt%),30.0
535,C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,25.0,75.0,0.0,80.0,100.0,1,WU(wt%),42.5
536,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C2=CC(CN1N=NC(C[N+](C)(C)C)=C1)=C(O*)C(C)=C2.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,30.0,30.0,40.0,30.0,100.0,1,WU(wt%),18.9
537,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,30.0,30.0,40.0,30.0,100.0,1,WU(wt%),8.4
538,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,20.0,40.0,40.0,30.0,100.0,1,WU(wt%),11.6
539,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,10.0,50.0,40.0,30.0,100.0,1,WU(wt%),16.5
540,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,30.0,30.0,40.0,30.0,100.0,1,WU(wt%),7.1
541,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,20.0,40.0,40.0,30.0,100.0,1,WU(wt%),9.8
542,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,10.0,50.0,40.0,30.0,100.0,1,WU(wt%),14.2
543,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,30.0,30.0,40.0,30.0,100.0,1,WU(wt%),5.7
544,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,20.0,40.0,40.0,30.0,100.0,1,WU(wt%),8.6
545,*C1=CC(CC(N)(N)N)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,10.0,50.0,40.0,30.0,100.0,1,WU(wt%),9.1
546,*C1=CC(C[N+](C)(C)CCCCCCCCCC)=C(O*)C(C)=C1.[Br-],*C1=C(Br)C(C)=C(O*)C(C)=C1,*C1=CC(CBr)=C(O*)C(C)=C1,30.0,40.0,30.0,30.0,100.0,1,WU(wt%),6.4
547,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,12.0,88.0,0.0,20.0,100.0,1,WU(wt%),10.6
548,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,12.0,88.0,0.0,80.0,100.0,1,WU(wt%),21.7
549,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,12.0,88.0,0.0,40.0,100.0,1,WU(wt%),13.7
550,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,12.0,88.0,0.0,60.0,100.0,1,WU(wt%),17.6
551,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,16.0,84.0,0.0,20.0,100.0,1,WU(wt%),16.6
552,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,16.0,84.0,0.0,80.0,100.0,1,WU(wt%),31.5
553,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,16.0,84.0,0.0,40.0,100.0,1,WU(wt%),20.3
554,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,16.0,84.0,0.0,60.0,100.0,1,WU(wt%),24.5
555,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,20.0,80.0,0.0,20.0,100.0,1,WU(wt%),22.5
556,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,20.0,80.0,0.0,80.0,100.0,1,WU(wt%),39.5
557,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,20.0,80.0,0.0,40.0,100.0,1,WU(wt%),25.5
558,C[N+](C)(C)Cc8cc(C[N+](C)(C)C)cc(c5cc(S(=O)(=O)c3cc(c1cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c1)c(*)c(c2cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c2)c3)cc(c4cc(C[N+](C)(C)C)cc(C[N+](C)(C)C)c4)c5Oc7ccc(c6ccc(*)cc6)cc7)c8.[OH-],O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,20.0,80.0,0.0,60.0,100.0,1,WU(wt%),30.4
559,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,20.0,100.0,1,WU(wt%),42.5
560,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,25.0,100.0,1,WU(wt%),45.8536158
561,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,25.0,100.0,1,WU(wt%),47.0929027
562,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,25.0,100.0,1,WU(wt%),54.5286242
563,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,25.0,100.0,1,WU(wt%),55.7679111
564,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,30.0,70.0,0.0,25.0,100.0,1,WU(wt%),57.007198
565,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),72.2
566,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),75.4755956
567,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),75.4755956
568,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),86.4538641
569,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),87.8261477
570,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,40.0,60.0,0.0,25.0,100.0,1,WU(wt%),100.1767
571,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,60.0,40.0,0.0,25.0,100.0,1,WU(wt%),457.0
572,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,60.0,40.0,0.0,25.0,100.0,1,WU(wt%),560.617128
573,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[OH-],Cc1cc(*)cc(C)c1O*,*CC*,60.0,40.0,0.0,25.0,100.0,1,WU(wt%),691.038473
574,Cc%10ccc(c3c(*)cc(c1ccc(C[N+](C)(C)C)cc1)c(c2ccccc2)c3c9ccc(c7cc(c4ccccc4)c(c5ccc(C)cc5)c(c6ccc(*)cc6)c7c8ccc(C[N+](C)(C)C)cc8)cc9)cc%10.[OH-],*CC*,*CC*,65.0,35.0,0.0,25.0,50.0,0,WU(wt%),159.0
575,*c%10ccc(c8cc(c1cccc(CCCCCC[N+](C)(C)C)c1)c(c6ccc(c4c(c2ccccc2)cc(*)c(c3ccccc3)c4c5ccccc5)cc6)c(c7ccccc7)c8c9ccccc9)cc%10,*CC*,*CC*,100.0,0.0,0.0,25.0,60.0,0,WU(wt%),126.0
576,FC(F)(c1cccc(*)c1)c2cccc(*)c2, C[N+](C)(C)Cc1c(*)cccc1*, C[N+](C)(C)Cc1cc(*)ccc1*,34.0,33.0,33.0,30.0,60.0,0,WU(wt%),45.0
577,FC(F)(c1cccc(*)c1)c2cccc(*)c2,CCCC[N+](C)(C)Cc1c(*)cccc1*,CCCC[N+](C)(C)Cc1cc(*)ccc1*,34.0,33.0,33.0,30.0,42.0,0,WU(wt%),53.0
578,FC(F)(c1cccc(*)c1)c2cccc(*)c2,C[N+](C)(CCCCCCCC1(c2c(c3c1cc(*)cc3)ccc(*)c2)CCCCCCC[N+](C)(C)C)C.[OH-],*CC*,34.0,33.0,33.0,30.0,50.0,0,WU(wt%),105.0
579,Cn5c(c2c(c1ccc(*)cc1)cccc2c3ccc(*)cc3)[n+](C)c4ccccc45,*CC*,*CC*,100.0,0.0,0.0,22.0,50.0,0,WU(wt%),81.0
580,C[N+](C)(C)CCCCCCC(*)(c2ccc(c1ccc(*)cc1)cc2)C(F)(F)F, CC(*)(c2ccc(c1ccc(*)cc1)cc2)C(F)(F)F,*CC*,65.0,35.0,0.0,80.0,50.0,0,WU(wt%),85.0
581,C[N+](C)(C)CCCCCCC(*)(c2ccc(c1ccc(*)cc1)cc2)C(F)(F)F, CC(*)(c2ccc(c1ccc(*)cc1)cc2)C(F)(F)F,*CC*,100.0,0.0,0.0,80.0,100.0,1,WU(wt%),124.0
582,FC(F)(C(*)(c1ccc(c2cc(c3ccc(*)cc3)ccc2)cc1)CCCCC[N+](C)(C)C)F.[Br-],*CC*,*CC*,100.0,0.0,0.0,80.0,100.0,1,WU(wt%),70.0
583,C[N+]4(C)CCC(*)(c3ccc(c2ccc(c1ccc(*)cc1)cc2)cc3)CC4,*CC*,*CC*,100.0,0.0,0.0,20.0,100.0,1,WU(wt%),145.0
584,CCCC[N+]4(C)CCC(*)(c3ccc(c2ccc(c1ccc(*)cc1)cc2)cc3)CC4,*CC*,*CC*,100.0,0.0,0.0,20.0,100.0,1,WU(wt%),109.0
585,CCCCCC[N+]4(C)CCC(*)(c3ccc(c2ccc(c1ccc(*)cc1)cc2)cc3)CC4,*CC*,*CC*,100.0,0.0,0.0,20.0,100.0,1,WU(wt%),44.0
