,smiles1,smiles2,smiles3,c1,c2,c3,Temp(C),RH(%),lw,prop,value
0,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,37.0,63.0,0.0,25.0,100.0,1,OHCond(mS/cm),12.1
1,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,37.0,63.0,0.0,25.0,100.0,1,OHCond(mS/cm),15.1
2,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,37.0,63.0,0.0,60.0,100.0,1,OHCond(mS/cm),18.5
3,Cc1cc(*)cc(C[N+](C)(C)C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,37.0,63.0,0.0,80.0,100.0,1,OHCond(mS/cm),21.6
4,*CC(*)C,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,20.0,100.0,1,OHCond(mS/cm),17.4
5,*CC(*)C,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,40.0,100.0,1,OHCond(mS/cm),29.0
6,*CC(*)C,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,60.0,100.0,1,OHCond(mS/cm),42.3
7,*CC(*)C,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,80.0,100.0,1,OHCond(mS/cm),53.4
8,*CC(*)C,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,90.0,100.0,1,OHCond(mS/cm),59.4
9,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,20.0,100.0,1,OHCond(mS/cm),19.2
10,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,40.0,100.0,1,OHCond(mS/cm),32.1
11,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,60.0,100.0,1,OHCond(mS/cm),44.9
12,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,80.0,100.0,1,OHCond(mS/cm),56.6
13,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,80.0,20.0,0.0,90.0,100.0,1,OHCond(mS/cm),63.0
14,*CC(*)C,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],*CC*,93.0,7.0,0.0,20.0,100.0,1,OHCond(mS/cm),6.1
15,CC(CCCC*)(CCC*)C[N+](C)(C)C,C(CCCC*)CCC*,*CC*,29.0,71.0,0.0,20.0,100.0,1,OHCond(mS/cm),40.0
16,CC(CCCC*)(CCC*)C[N+](C)(C)C,C(CCCC*)CCC*,*CC*,29.0,71.0,0.0,50.0,100.0,1,OHCond(mS/cm),59.0
17,CC(CCCC*)(CCC*)C[N+](C)(C)C,C(CCCC*)CCC*,*CC*,33.0,67.0,0.0,20.0,100.0,1,OHCond(mS/cm),48.0
18,CC(CCCC*)(CCC*)C[N+](C)(C)C,C(CCCC*)CCC*,*CC*,33.0,67.0,0.0,50.0,100.0,1,OHCond(mS/cm),65.0
19,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],70.4,14.8,14.8,30.0,100.0,1,OHCond(mS/cm),1.56
20,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],61.4,19.3,19.3,30.0,100.0,1,OHCond(mS/cm),3.49
21,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],54.6,22.7,22.7,30.0,100.0,1,OHCond(mS/cm),8.99
22,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],51.4,24.3,24.3,30.0,100.0,1,OHCond(mS/cm),15.53
23,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],46.0,27.0,27.0,30.0,100.0,1,OHCond(mS/cm),22.9
24,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],44.4,27.8,27.8,30.0,100.0,1,OHCond(mS/cm),54.3
25,O=S(=O)(c3ccc(Oc2ccc(c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4.[OH-],C[N+](C)(C)Cc4cc(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(*)cc1)cc2)c(C[N+](C)(C)C)c3)ccc4O*.[OH-],37.2,31.4,31.4,30.0,100.0,1,OHCond(mS/cm),58.6
26,Cc1cc(*)cc(C)c1O*,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[OH-],*CC*,80.0,20.0,0.0,20.0,100.0,1,OHCond(mS/cm),7.0
27,Cc1cc(*)cc(C)c1O*,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[OH-],*CC*,70.0,30.0,0.0,20.0,100.0,1,OHCond(mS/cm),14.0
28,Cc1cc(*)cc(C)c1O*,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[OH-],*CC*,60.0,40.0,0.0,20.0,100.0,1,OHCond(mS/cm),23.0
29,Cc1cc(*)cc(C)c1O*,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[OH-],*CC*,45.0,55.0,0.0,20.0,100.0,1,OHCond(mS/cm),35.0
30,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,30.0,100.0,1,OHCond(mS/cm),22.04
31,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,30.0,100.0,1,OHCond(mS/cm),32.56
32,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,30.0,100.0,1,OHCond(mS/cm),59.43
33,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,30.0,100.0,1,OHCond(mS/cm),42.51
34,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,60.0,100.0,1,OHCond(mS/cm),35.12
35,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,60.0,100.0,1,OHCond(mS/cm),52.46
36,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,60.0,100.0,1,OHCond(mS/cm),72.65
37,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,60.0,100.0,1,OHCond(mS/cm),61.85
38,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,40.0,100.0,1,OHCond(mS/cm),25.45
39,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,50.0,100.0,1,OHCond(mS/cm),29.72
40,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,70.0,100.0,1,OHCond(mS/cm),42.8
41,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,55.0,45.0,0.0,80.0,100.0,1,OHCond(mS/cm),51.75
42,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,40.0,100.0,1,OHCond(mS/cm),37.1
43,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,50.0,100.0,1,OHCond(mS/cm),44.5
44,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,70.0,100.0,1,OHCond(mS/cm),60.85
45,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,70.0,30.0,0.0,80.0,100.0,1,OHCond(mS/cm),69.1
46,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,40.0,100.0,1,OHCond(mS/cm),62.56
47,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,50.0,100.0,1,OHCond(mS/cm),67.39
48,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,70.0,100.0,1,OHCond(mS/cm),90.71
49,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,85.0,15.0,0.0,80.0,100.0,1,OHCond(mS/cm),108.91
50,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,40.0,100.0,1,OHCond(mS/cm),46.1
51,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,50.0,100.0,1,OHCond(mS/cm),52.75
52,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,70.0,100.0,1,OHCond(mS/cm),72.23
53,Cn4cc[n+](CCCCCCOc1cc(O*)ccc1Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c4.[Br-],O=S(=O)(c3ccc(Oc2ccc(C(c1ccc(O*)cc1)(C(F)(F)F)C(F)(F)F)cc2)cc3)c4ccc(*)cc4,*CC*,100.0,0.0,0.0,80.0,100.0,1,OHCond(mS/cm),85.3
54,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[n+]5ccn(Cc4cc(C(C)(C)c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)ccc4*)c5.[OH-],*CC*,55.6,44.4,0.0,20.0,100.0,1,OHCond(mS/cm),16.1
55,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[n+]5ccn(Cc4cc(C(C)(C)c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)ccc4*)c5.[OH-],*CC*,49.5,50.5,0.0,20.0,100.0,1,OHCond(mS/cm),17.6
56,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[n+]5ccn(Cc4cc(C(C)(C)c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)ccc4*)c5.[OH-],*CC*,42.6,57.4,0.0,20.0,100.0,1,OHCond(mS/cm),20.7
57,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88.0,12.0,0.0,25.0,100.0,1,OHCond(mS/cm),14.2
58,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81.0,19.0,0.0,25.0,100.0,1,OHCond(mS/cm),23.3
59,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74.0,26.0,0.0,25.0,100.0,1,OHCond(mS/cm),47.0
60,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74.0,26.0,0.0,40.0,100.0,1,OHCond(mS/cm),67.0
61,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74.0,26.0,0.0,60.0,100.0,1,OHCond(mS/cm),74.2
62,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74.0,26.0,0.0,80.0,100.0,1,OHCond(mS/cm),85.1
63,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,64.0,36.0,0.0,25.0,100.0,1,OHCond(mS/cm),12.9
64,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,67.0,33.0,0.0,25.0,100.0,1,OHCond(mS/cm),18.6
65,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,73.0,27.0,0.0,25.0,100.0,1,OHCond(mS/cm),29.5
66,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75.0,25.0,0.0,25.0,100.0,1,OHCond(mS/cm),32.9
67,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75.0,25.0,0.0,30.0,100.0,1,OHCond(mS/cm),33.8
68,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75.0,25.0,0.0,40.0,100.0,1,OHCond(mS/cm),39.1
69,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75.0,25.0,0.0,60.0,100.0,1,OHCond(mS/cm),46.9
70,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75.0,25.0,0.0,80.0,100.0,1,OHCond(mS/cm),54.6
71,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,30.0,100.0,0,OHCond(mS/cm),17.5
72,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,40.0,100.0,0,OHCond(mS/cm),21.6
73,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,50.0,100.0,0,OHCond(mS/cm),26.9
74,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,60.0,100.0,0,OHCond(mS/cm),36.5
75,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,70.0,100.0,0,OHCond(mS/cm),46.9
76,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,23.0,77.0,0.0,80.0,100.0,0,OHCond(mS/cm),57.2
77,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,30.0,100.0,0,OHCond(mS/cm),24.5
78,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,40.0,100.0,0,OHCond(mS/cm),29.0
79,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,50.0,100.0,0,OHCond(mS/cm),37.5
80,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,60.0,100.0,0,OHCond(mS/cm),46.1
81,C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],*C4=CC=C(C(C3=CC=C(OC2=CC=C(S(=O)(=O)C1=CC=C(*)C=C1)C=C2)C=C3)(C(F)(F)F)C(F)(F)F)C=C4,*CC*,26.0,74.0,0.0,70.0,100.0,0,OHCond(mS/cm),57.7
