SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV
628,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.000659636,-11.9625735,0.784,58.08,1.869710545
629,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.027777778,-11.67778071,0.784,58.08,1.869710545
630,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.04688455,-11.73754891,0.784,58.08,1.869710545
631,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.05,-11.55284197,0.784,58.08,1.869710545
632,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.075,-10.88605665,0.784,58.08,1.869710545
633,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.085542662,-11.65364703,0.784,58.08,1.869710545
634,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.094444444,-11.11918641,0.784,58.08,1.869710545
635,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.119444444,-10.76955108,0.784,58.08,1.869710545
636,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.122227549,-11.34872199,0.784,58.08,1.869710545
637,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.142801439,-11.33441901,0.784,58.08,1.869710545
638,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.147222222,-10.61978876,0.784,58.08,1.869710545
639,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.172222222,-10.55284197,0.784,58.08,1.869710545
640,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0.184145247,-10.8827287,0.784,58.08,1.869710545
641,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,1,-11.98490261,0.784,58.08,1.869710545
642,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.021132652,-13.39469495,0.783,60.096,1.885083804
643,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.047249117,-13.38299966,0.783,60.096,1.885083804
644,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.052296579,-13.39469495,0.783,60.096,1.885083804
645,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.060133663,-12.91721463,0.783,60.096,1.885083804
646,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.075536989,-13.1106983,0.783,60.096,1.885083804
647,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.08236299,-13.13018179,0.783,60.096,1.885083804
648,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.086745848,-12.88605665,0.783,60.096,1.885083804
649,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.152347419,-12.67985371,0.783,60.096,1.885083804
650,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.15659892,-12.70333481,0.783,60.096,1.885083804
651,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.161945321,-13.46852108,0.783,60.096,1.885083804
652,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.171754119,-13.46344156,0.783,60.096,1.885083804
653,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.206364397,-12.86646109,0.783,60.096,1.885083804
654,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.214923706,-12.82973828,0.783,60.096,1.885083804
655,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.267119661,-12.97061622,0.783,60.096,1.885083804
656,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.274024732,-12.99567863,0.783,60.096,1.885083804
657,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.40978139,-12.2487209,0.783,60.096,1.885083804
658,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.458168191,-12.84163751,0.783,60.096,1.885083804
659,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.55101065,-12.85078089,0.783,60.096,1.885083804
660,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.677083367,-12.1837587,0.783,60.096,1.885083804
661,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.805324596,-12.18842499,0.783,60.096,1.885083804
662,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.914888242,-12.22767829,0.783,60.096,1.885083804
663,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)O,0.932387628,-11.53610701,0.783,60.096,1.885083804
664,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(Cl)(Cl)Cl,1,-16.50863831,1.33,133.405,2.001320466
665,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC=O,1,-10.7212464,0.78,44.053,1.751880886
666,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(=O)C(C)=O,1,-13.11350927,0.979,100.117,2.009725136
667,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.042267447,-12.33348202,0.799,72.107,1.955430648
668,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.043772109,-12.63264408,0.799,72.107,1.955430648
669,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.046016552,-12.55752023,0.799,72.107,1.955430648
670,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.072532145,-12.37161107,0.799,72.107,1.955430648
671,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.176525663,-12.12726117,0.799,72.107,1.955430648
672,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,0.236343491,-11.95467702,0.799,72.107,1.955430648
673,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCC(C)=O,1,-12.95860731,0.799,72.107,1.955430648
674,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.02234578,-12.28483264,0.573,58.124,2.006200872
675,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.033366173,-11.93554201,0.573,58.124,2.006200872
676,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.059766816,-12.15614458,0.573,58.124,2.006200872
677,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.095284794,-11.86966623,0.573,58.124,2.006200872
678,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.156430999,-11.7212464,0.573,58.124,2.006200872
679,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC,0.19828825,-11.8096683,0.573,58.124,2.006200872
680,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.009709246,-13.11747546,0.802,86.134,2.031000248
681,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.060327338,-13.23507702,0.802,86.134,2.031000248
682,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.068073331,-12.95467702,0.802,86.134,2.031000248
683,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.079357415,-13.01457353,0.802,86.134,2.031000248
684,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.124900112,-12.79860288,0.802,86.134,2.031000248
685,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,0.185200385,-12.73048706,0.802,86.134,2.031000248
686,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCC(C)=O,1,-13.40893539,0.802,86.134,2.031000248
687,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.015031469,-13.27901426,0.621,72.151,2.065150755
688,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.040420399,-13.2873503,0.621,72.151,2.065150755
689,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.11595666,-12.76700389,0.621,72.151,2.065150755
690,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.210778627,-12.25570702,0.621,72.151,2.065150755
691,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.251655976,-12.75448733,0.621,72.151,2.065150755
692,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,0.276491392,-12.30189945,0.621,72.151,2.065150755
693,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCC,1,-13.29242982,0.621,72.151,2.065150755
694,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCCCCCC,1,-16.14621491,0.7,128.259,2.26298981
695,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCCCCCCCl,1,-15.69897,0.8692,148.677,2.233124072
696,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.024627534,-12.75202673,0.802,60.096,1.874671198
697,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.032608469,-12.73048706,0.802,60.096,1.874671198
698,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.060901385,-12.71669877,0.802,60.096,1.874671198
699,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.06280563,-12.71896663,0.802,60.096,1.874671198
700,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.089115816,-12.5654311,0.802,60.096,1.874671198
701,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.098399331,-12.58004425,0.802,60.096,1.874671198
702,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.103239614,-12.36451625,0.802,60.096,1.874671198
703,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.105639016,-12.33913452,0.802,60.096,1.874671198
704,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.146212281,-12.21538271,0.802,60.096,1.874671198
705,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.147905256,-12.21968269,0.802,60.096,1.874671198
706,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.182117339,-12.21968269,0.802,60.096,1.874671198
707,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.199612389,-12.4828041,0.802,60.096,1.874671198
708,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.217673302,-12.26121944,0.802,60.096,1.874671198
709,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.30461319,-12.20620962,0.802,60.096,1.874671198
710,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.349863628,-12.21538271,0.802,60.096,1.874671198
711,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.556060734,-12.04048162,0.802,60.096,1.874671198
712,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.64511535,-12.05207638,0.802,60.096,1.874671198
713,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.686822631,-11.51570016,0.802,60.096,1.874671198
714,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCCO,0.832869294,-11.54363397,0.802,60.096,1.874671198
715,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.001611719,-11.73754891,0.787,46.069,1.767434053
716,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.0065792,-11.44611697,0.787,46.069,1.767434053
717,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.029434276,-11.48148606,0.787,46.069,1.767434053
718,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.05825936,-11.5559552,0.787,46.069,1.767434053
719,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.06393357,-11.37882372,0.787,46.069,1.767434053
720,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.077844079,-11.55752023,0.787,46.069,1.767434053
721,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.12747368,-11.52432881,0.787,46.069,1.767434053
722,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.128480486,-11.50863831,0.787,46.069,1.767434053
723,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.168543983,-11.30189945,0.787,46.069,1.767434053
724,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.172693568,-11.30277066,0.787,46.069,1.767434053
725,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.218623355,-11.21824463,0.787,46.069,1.767434053
726,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.243753536,-11.20273246,0.787,46.069,1.767434053
727,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.279275636,-11.1079054,0.787,46.069,1.767434053
728,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.330502016,-11.12493874,0.787,46.069,1.767434053
729,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.333806678,-11.61261017,0.787,46.069,1.767434053
730,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.393901924,-11.20481541,0.787,46.069,1.767434053
731,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.407098928,-11.6216021,0.787,46.069,1.767434053
732,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.470691319,-11.26760624,0.787,46.069,1.767434053
733,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.479082224,-11.21041929,0.787,46.069,1.767434053
734,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.543028274,-10.95860731,0.787,46.069,1.767434053
735,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.573213296,-11.25649024,0.787,46.069,1.767434053
736,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.61536523,-10.99139983,0.787,46.069,1.767434053
737,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.662730752,-10.94309515,0.787,46.069,1.767434053
738,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.726653149,-10.83268267,0.787,46.069,1.767434053
739,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.754092848,-10.97061622,0.787,46.069,1.767434053
740,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.86353779,-11.03338901,0.787,46.069,1.767434053
741,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.914670272,-10.82681373,0.787,46.069,1.767434053
742,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,0.984285317,-10.59006688,0.787,46.069,1.767434053
743,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,1.08078464,-11.0347983,0.787,46.069,1.767434053
744,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCO,1.251512624,-10.57675413,0.787,46.069,1.767434053
745,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CCOC(=O)CCc1ccccc1,1,-17.01772877,1.016,178.231,2.244089536
746,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.007525848,-10.11407366,0.787,32.042,1.609744884
747,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.025533653,-9.899629455,0.787,32.042,1.609744884
748,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.043483736,-9.920818754,0.787,32.042,1.609744884
749,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.048823811,-9.782516056,0.787,32.042,1.609744884
750,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.056517686,-9.89279003,0.787,32.042,1.609744884
751,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.070541005,-9.906578315,0.787,32.042,1.609744884
752,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.083188888,-9.950781977,0.787,32.042,1.609744884
753,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.09674,-10.1001795,0.787,32.042,1.609744884
754,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.100090605,-9.974694135,0.787,32.042,1.609744884
755,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.122162665,-9.987162775,0.787,32.042,1.609744884
756,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.134980281,-10.01637371,0.787,32.042,1.609744884
757,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.142812687,-9.809668302,0.787,32.042,1.609744884
758,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.145237515,-9.76700389,0.787,32.042,1.609744884
759,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.160613431,-9.698970004,0.787,32.042,1.609744884
760,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.1614,-9.521433504,0.787,32.042,1.609744884
761,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.177346456,-9.651695137,0.787,32.042,1.609744884
762,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.186001026,-9.906578315,0.787,32.042,1.609744884
763,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.195503107,-9.89279003,0.787,32.042,1.609744884
764,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.21366025,-9.906578315,0.787,32.042,1.609744884
765,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.21441,-9.63638802,0.787,32.042,1.609744884
766,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.220018845,-9.853871964,0.787,32.042,1.609744884
767,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.25469,-9.524328812,0.787,32.042,1.609744884
768,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.267556531,-9.638272164,0.787,32.042,1.609744884
769,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.268843001,-9.665546249,0.787,32.042,1.609744884
770,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.31105,-9.798602876,0.787,32.042,1.609744884
771,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.37819,-9.48148606,0.787,32.042,1.609744884
772,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.401117989,-9.728158393,0.787,32.042,1.609744884
773,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.406977585,-9.782516056,0.787,32.042,1.609744884
774,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.41017,-9.384049948,0.787,32.042,1.609744884
775,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.47536,-9.603800653,0.787,32.042,1.609744884
776,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.516649941,-9.943095149,0.787,32.042,1.609744884
777,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.52324,-9.655607726,0.787,32.042,1.609744884
778,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.542264424,-9.943095149,0.787,32.042,1.609744884
779,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.788441966,-9.728158393,0.787,32.042,1.609744884
780,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.887601622,-9.735182177,0.787,32.042,1.609744884
781,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884
782,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884
783,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1,-10.7112541,0.787,32.042,1.609744884
784,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CS(C)=O,1,-13.78033365,1.095,78.136,1.853437056
785,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.004,-13.3205721,0.865,92.141,2.027436814
786,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.007,-13.22475374,0.865,92.141,2.027436814
787,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.02,-13.00174066,0.865,92.141,2.027436814
788,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.03,-12.95860731,0.865,92.141,2.027436814
789,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.032,-12.89619628,0.865,92.141,2.027436814
790,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.048,-12.70774393,0.865,92.141,2.027436814
791,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,1,-12.48193385,0.865,92.141,2.027436814
792,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Clc1ccccc1,1,-13.69552255,1.101,112.559,2.009592907
793,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,O=C(Oc1ccccc1)c1ccccc1,1,-16.88605665,1.1,198.221,2.255756978
794,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,O=C(c1ccccc1)c1ccccc1,1,-16.56863624,1.111,182.222,2.21488675
795,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,OCc1ccccc1,1,-7.896196279,1.041,108.14,2.016535636
796,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Oc1ccccc1,1,-14.0021824,1.06,94.113,1.948343752
797,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccc(C2CCCCC2)cc1,1,-18.06421353,0.939,160.26,2.232159546
798,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccc(N=Nc2ccccc2)cc1,1,-16.67778071,1.203,182.226,2.180344715
799,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.02,-13.1739252,0.873,78.114,1.951714634
800,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.06,-12.76955108,0.873,78.114,1.951714634
801,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.11,-12.69897,0.873,78.114,1.951714634
802,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,1,-12.88578674,0.873,78.114,1.951714634
803,O=C([*])CCCCCN[*],Clc1ccccc1,1,-14,1.101,112.559,2.009592907
804,O=C([*])CCCCCN[*],O=C(c1ccccc1)c1ccccc1,1,-13.85387196,1.111,182.222,2.21488675
805,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Brc1ccccc1,1,-6.596879479,1.487,157.01,2.023616345
806,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,C1CCCCC1,1,-7.286062282,0.773,84.162,2.036936553
807,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CC#N,1,-6.517126416,0.782,41.053,1.720138146
808,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCC,1,-6.86468387,0.656,86.178,2.118492571
809,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCC,1,-6.991399828,0.682,100.205,2.167105018
810,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCC,1,-7.066006836,0.699,114.232,2.213310605
811,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCCC,1,-7.149353765,0.7,128.259,2.26298981
812,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCCCC,1,-7.195860568,0.73,142.286,2.28983931
813,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCOC(C)=O,1,-6.568636236,0.894,88.106,1.993667966
814,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CC[N+](=O)[O-],1,-6.653647026,1.043,75.067,1.857164752
815,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,COc1ccccc1,1,-6.522878745,0.99,108.14,2.038351171
816,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,C[N+](=O)[O-],1,-6.677780705,1.129,61.04,1.732920583
817,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1cc(C)cc(C)c1,1,-7.031517051,0.861,120.195,2.14488325
818,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1ccc(C)cc1,1,-6.882728704,0.858,106.168,2.092506348
819,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1ccccc1,1,-6.575118363,0.865,92.141,2.027436814
820,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Clc1ccccc1,1,-6.332547047,1.101,112.559,2.009592907
821,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Clc1ccccc1Cl,1,-6.896196279,1.301,147.004,2.053051856
822,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,O=[N+]([O-])c1ccccc1,1,-7.008773924,1.2,123.111,2.011115613
823,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,c1ccccc1,1,-6.572164722,0.873,78.114,1.951714634
824,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,CC(C)=O,1,-10.42945706,0.784,58.08,1.869710545
825,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,Cc1ccccc1,1,-13.537602,0.865,92.141,2.027436814
826,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,ClC(Cl)C(Cl)Cl,1,-13.4436975,1.6,167.85,2.020801363
827,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,ClC(Cl)Cl,1,-9.823908741,1.48,119.378,1.906662583
