smiles1,smiles2,smiles3,c1,c2,c3,solvent_NaOH (M),solvent_KOH (M),additive_glutaraldehyde (wt%),additive_1-vinyl-propyltriethoxysilane-imidazolium  (wt%),additive_Polyvinylbenzyl_chloride (wt%),additive_phenyl-Silsesquioxane  (wt%),additive_Im-phenyl-Silsesquioxane  (wt%),additive_QA-Silsesquioxane  (wt%),additive_hexanedithiol  (wt%),additive_octanedithiol  (wt%),additive_PEG  (wt%),additive_PE  (wt%),additive_ZrO2  (wt%),additive_diethanediol  (wt%),additive_halloysite_nanotube  (wt%),additive_Polyvinyl_Imidazolium  (wt%),additive_PAGE  (wt%),RH (%),theor_IEC (meq/g),stability_test_temp (C),prop_test_temp (C),prop,time(h),value
Cn5c(c2c(c1ccc(*)cc1)cccc2c3ccc(*)cc3)[n+](C)c4ccccc45,*CC*,*CC*,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2.68,25,22,OHCond(mS/cm),0,1.114
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,25,OHCond(mS/cm),0,0.949
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.88,25,25,OHCond(mS/cm),0,0.975
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,30,OHCond(mS/cm),0,0.985
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,25,OHCond(mS/cm),0,1
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,40,OHCond(mS/cm),0,1.102
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,30,OHCond(mS/cm),0,1.119
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,50,OHCond(mS/cm),0,1.157
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,60,OHCond(mS/cm),0,1.21
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,70,OHCond(mS/cm),0,1.271
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,40,OHCond(mS/cm),0,1.301
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.74,25,75,OHCond(mS/cm),0,1.343
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.88,25,40,OHCond(mS/cm),0,1.368
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,50,OHCond(mS/cm),0,1.395
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,60,OHCond(mS/cm),0,1.477
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.88,25,50,OHCond(mS/cm),0,1.506
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,70,OHCond(mS/cm),0,1.564
C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3,Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.27,25,75,OHCond(mS/cm),0,1.651
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,30,OHCond(mS/cm),0,-0.201
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,40,OHCond(mS/cm),0,-0.155
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,50,OHCond(mS/cm),0,-0.092
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,60,OHCond(mS/cm),0,0.009
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,70,OHCond(mS/cm),0,0.086
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.17,25,80,OHCond(mS/cm),0,0.104
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,30,OHCond(mS/cm),0,0.401
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,40,OHCond(mS/cm),0,0.522
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,50,OHCond(mS/cm),0,0.625
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,60,OHCond(mS/cm),0,0.713
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,30,OHCond(mS/cm),0,0.78
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,70,OHCond(mS/cm),0,0.793
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,80,OHCond(mS/cm),0,0.852
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,40,OHCond(mS/cm),0,0.885
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,30,OHCond(mS/cm),0,0.934
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,30,OHCond(mS/cm),0,0.947
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,50,OHCond(mS/cm),0,0.947
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,40,OHCond(mS/cm),0,1.023
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,60,OHCond(mS/cm),0,1.023
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,40,OHCond(mS/cm),0,1.056
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,70,OHCond(mS/cm),0,1.092
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,50,OHCond(mS/cm),0,1.115
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,50,OHCond(mS/cm),0,1.145
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.2,25,80,OHCond(mS/cm),0,1.161
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,60,OHCond(mS/cm),0,1.174
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,60,OHCond(mS/cm),0,1.191
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,70,OHCond(mS/cm),0,1.253
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,70,OHCond(mS/cm),0,1.263
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6,*CC*,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.15,25,80,OHCond(mS/cm),0,1.309
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.98,25,80,OHCond(mS/cm),0,1.316
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.08,25,30,OHCond(mS/cm),0,1.539
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.08,25,40,OHCond(mS/cm),0,1.612
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.08,25,60,OHCond(mS/cm),0,1.72
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.08,25,80,OHCond(mS/cm),0,1.799
Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4,*CC*,35.7,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.08,25,25,OHCond(mS/cm),0,2.173
C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10,O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.7,25,30,OHCond(mS/cm),0,0.792
C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10,O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.04,25,30,OHCond(mS/cm),0,0.875
C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10,O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,22,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.7,25,40,OHCond(mS/cm),0,0.929
C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10,O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.04,25,40,OHCond(mS/cm),0,1.009
C[n+]%10ccn(Cc9cc(Cn1cc[n+](C)c1)cc(c8cc(S(=O)(=O)c7ccc(Oc3ccc(c2ccc(*)cc2)cc3)c(c6cc(Cn4cc[n+](C)c4)cc(Cn5cc[n+](C)c5)c6)c7)ccc8O*)c9)c%10,O=S(=O)(c1ccc(O*)cc1)c4ccc(Oc3ccc(c2ccc(*)cc2)cc3)cc4,*CC*,34,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.34,25,30,OHCond(mS/cm),0,1.009
