ID,smiles_polymer,smiles_monomer,1/length_non_normalized,source,roe_kj/mol
1056.0,[*]OC(CCCCCC)CCCC([*])=O,CCCCCCC1CCCC(=O)O1,0.2,dft,-5.588192456
1057.0,[*]OC(CCCCCCC)CCCC([*])=O,CCCCCCCC1CCCC(=O)O1,0.2,dft,-0.0676
1058.0,[*]OC(CCCCCCCCC)CCCC([*])=O,CCCCCCCCCC1CCCC(=O)O1,0.2,dft,-22.28829159
1060.0,[*]OCCC(=C)C([*])=O,C=C1CCOC1=O,0.2,dft,-7.431898595
1066.0,[*]CC=CCC[*],C1=CCCC1,0.2,dft,-2.60180517
1079.0,[*]C(CC(C)CCS[*])=O,O=C1SCCC(C)C1,0.2,dft,16.43839939
1080.0,[*]C(CC(C)(C)CCS[*])=O,O=C1SCCC(C)(C)C1,0.2,dft,8.952490205
1098.0,[*]CC(C)(C)COC(=O)O[*],CC1(C)COC(=O)OC1,0.2,dft,-10.98929443
1099.0,[*]CC(CC)(CC)COC(=O)O[*],CCC1(CC)COC(=O)OC1,0.2,dft,-6.5224068
1100.0,[*]CC(C)(COC(=O)O[*])c1ccccc1,CC2(c1ccccc1)COC(=O)OC2,0.2,dft,-18.69021919
1101.0,[*]CC(CC)(COC(=O)O[*])c1ccccc1,CCC2(c1ccccc1)COC(=O)OC2,0.2,dft,-3.105008474
1103.0,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,O=C1SCCSC1C2=CC=CC=C2,0.2,dft,3.31476191
1114.0,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,S=C1SCCSC1C2=CC=CC=C2,0.2,dft,2.903066955
1115.0,[*]C(C(C)SCCS[*])=S,S=C1SCCSC1C,0.2,dft,1.6094
1116.0,[*]C(C(C)(C)SCCS[*])=S,S=C1SCCSC1(C)C,0.2,dft,5.188852776
1117.0,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,S=C(C(C)(C)S1)SC(C)(C)C1=S,0.2,dft,37.54123923
1119.0,S=C([*])OCCCS[*],S=C1SCCCO1,0.2,dft,-11.04212546
1120.0,S=C([*])OCCCO[*],S=C1OCCCO1,0.2,dft,-14.87998212
1122.0,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.2,dft,-17.7599231448557
1123.0,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.2,dft,-13.6808791729344
1124.0,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.2,dft,-3.05342600160114
1125.0,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.2,dft,-10.3274801004166
1126.0,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.2,dft,-8.15245644508275
1127.0,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.2,dft,-5.21061737955259
4.0,[*]OC(CCC(C)CC([*])=O)C(C)C,CC1CCC(C(C)C)OC(=O)C1,0.167,dft,4.540847171
6.0,[*]OCCC(C)CC([*])=O,CC1CCOC(=O)C1,0.167,dft,-1.982656629
9.0,[*]OC(C)CCCC([*])=O,CC1CCCC(=O)O1,0.167,dft,-14.40586034
12.0,[*]OC(CCCCC)CCCC([*])=O,CCCCCC1CCCC(=O)O1,0.167,dft,-6.288428231
17.0,[*]OCCCCC([*])=O,O=C1CCCCO1,0.167,dft,-12.84841687
42.0,[*]NCCCCCC([*])=O,O=C1CCCCCN1,0.167,dft,-19.18464135
43.0,[*]NCCCCCCC([*])=O,O=C1CCCCCCN1,0.167,dft,-12.85395421
44.0,[*]NCCCCCCCC([*])=O,O=C1CCCCCCCN1,0.167,dft,-26.13836047
48.0,[*]NCCCCCCCCCCCC([*])=O,O=C1CCCCCCCCCCCN1,0.167,dft,-7.351936979
49.0,[*]CCC[*],C1CC1,0.167,dft,-88.76884186
50.0,[*]CCO[*],C1CO1,0.167,dft,-87.92363497
51.0,[*]CCCC[*],C1CCC1,0.167,dft,-85.23316677
52.0,[*]OCCC([*])=O,O=C1CCO1,0.167,dft,-70.97096181
53.0,[*]CCCCC[*],C1CCCC1,0.167,dft,-9.683952182
139.0,S=C([*])CCCCS[*],S=C1SCCCC1,0.167,dft,-2.924421561
150.0,S=C([*])CCCCO[*],S=C1OCCCC1,0.167,dft,-15.43978118
181.0,O=C([*])OCCCO[*],O=C1OCCCO1,0.167,dft,-22.76343995
186.0,O=C([*])OCCCN[*],O=C1NCCCO1,0.167,dft,-16.95073881
193.0,O=C([*])CSCCO[*],O=C1OCCSC1,0.167,dft,-7.931385457
232.0,S=C([*])CSCCS[*],S=C1SCCSC1,0.167,dft,3.894224371
315.0,O=C([*])C(C)(C)CCCS[*],O=C1SCCCC1(C)C,0.167,dft,-2.77
365.0,O=C([*])CSCCS[*],O=C1SCCSC1,0.167,dft,-1.308581357
787.0,[*]CCCCC(=O)S[*],O=C1CCCCS1,0.167,dft,5.38139467
988.0,[*]OCCCNC([*])=O,O=C1NCCCO1,0.167,dft,-13.64087459
993.0,[*]CCCCCC[*],C1CCCCC1,0.167,dft,10.66282005
994.0,[*]CCCCCCC[*],C1CCCCCC1,0.167,dft,-11.62848801
995.0,[*]CCCCCCCC[*],C1CCCCCCC1,0.167,dft,-22.18322819
1029.0,[*]OCC(C)CC[*],CC1CCOC1,0.167,dft,4.6463
1034.0,[*]CC(C)C[*],CC1CC1,0.167,dft,-75.04097115
1036.0,[*]CCCC(C)C[*],CC1CCCC1,0.167,dft,0.148490862
1037.0,[*]CC(C)CCCC[*],CC1CCCCC1,0.167,dft,16.43571287
1038.0,[*]CC(C)(C)C[*],CC1(C)CC1,0.167,dft,-64.8374
1040.0,[*]CC(C)(C)CCC[*],CC1(C)CCCC1,0.167,dft,7.912484867
1041.0,[*]CC(C)(CCCC[*])C,CC1(C)CCCCC1,0.167,dft,28.56173798
1043.0,[*]CCCCCC(=S)O[*],S=C1CCCCCO1,0.167,dft,-5.972706599
1050.0,[*]OCCCC(C)C([*])=O,CC1CCCOC1=O,0.167,dft,-18.44398124
1052.0,[*]OC(CC)CCCC([*])=O,CCC1CCCC(=O)O1,0.167,dft,-5.354062626
1053.0,[*]OC(CCC)CCCC([*])=O,CCCC1CCCC(=O)O1,0.167,dft,-1.615599348
1054.0,[*]OC(CCCC)CCCC([*])=O,CCCCC1CCCC(=O)O1,0.167,dft,-10.69866635
1057.0,[*]OC(CCCCCCC)CCCC([*])=O,CCCCCCCC1CCCC(=O)O1,0.167,dft,-0.09238
1058.0,[*]OC(CCCCCCCCC)CCCC([*])=O,CCCCCCCCCC1CCCC(=O)O1,0.167,dft,-16.09295995
1060.0,[*]OCCC(=C)C([*])=O,C=C1CCOC1=O,0.167,dft,-6.468975756
1066.0,[*]CC=CCC[*],C1=CCCC1,0.167,dft,-6.270675652
1079.0,[*]C(CC(C)CCS[*])=O,O=C1SCCC(C)C1,0.167,dft,7.889116163
1080.0,[*]C(CC(C)(C)CCS[*])=O,O=C1SCCC(C)(C)C1,0.167,dft,8.481982121
1098.0,[*]CC(C)(C)COC(=O)O[*],CC1(C)COC(=O)OC1,0.167,dft,-10.78096692
1099.0,[*]CC(CC)(CC)COC(=O)O[*],CCC1(CC)COC(=O)OC1,0.167,dft,-7.94845963
1100.0,[*]CC(C)(COC(=O)O[*])c1ccccc1,CC2(c1ccccc1)COC(=O)OC2,0.167,dft,-11.592997
1101.0,[*]CC(CC)(COC(=O)O[*])c1ccccc1,CCC2(c1ccccc1)COC(=O)OC2,0.167,dft,1.619230023
1114.0,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,S=C1SCCSC1C2=CC=CC=C2,0.167,dft,20.73346192
1116.0,[*]C(C(C)(C)SCCS[*])=S,S=C1SCCSC1(C)C,0.167,dft,14.59259161
1117.0,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,S=C(C(C)(C)S1)SC(C)(C)C1=S,0.167,dft,49.12576204
1119.0,S=C([*])OCCCS[*],S=C1SCCCO1,0.167,dft,-2.342048508
1120.0,S=C([*])OCCCO[*],S=C1OCCCO1,0.167,dft,-14.22822233
1122.0,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.167,dft,-15.2025384449133
1123.0,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.167,dft,6.48318551108661
1124.0,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,0.167,dft,-1.74142179915695
1125.0,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.167,dft,-17.3091453174582
1126.0,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.167,dft,-5.55492281260562
1127.0,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,0.167,dft,4.53998988760128
