SN,smiles,eib
263,[*]CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O[*])cc1,1.3635756976316635
264,[*]NC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],1.3653381193541825
265,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],1.3658294108010205
266,[*]C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,1.3709168701536598
267,[*]C(=O)C(C=C1)=CC=C1OC(=S)[*],1.3709814475342523
268,[*]Nc1ccc(NC(=O)C=CC([*])=O)cc1,1.3731765182041475
269,[*]Nc1ccc(NC(=O)c2cc(C([*])=O)c(C(=O)O)cc2C(=O)O)cc1,1.3748951288136588
270,[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,1.3749735108971457
271,[*]C(=O)Nc1nc(C#N)c([*])n1C,1.380112270505676
272,C(F)(F)C(=O)C(F)(F)O,1.3854021039370863
273,[*]c1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c(O)cc1O,1.3896159836491957
274,C(C=C1)=CC=C1NC(S2)=CC=C2C(S3)=CC=C3C(=S)C(S4)=CC=C4C(S5)=CC=C5N,1.3903717939118212
275,[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccccc21,1.3953855198566267
276,[*]N=C(O)N=C([*])N=C(N)N,1.3960544090342455
277,[*]NC(=O)OC(=S)[*],1.4039220131929149
278,[*]c1nc(CCCCCC)c(-c2sc([*])nc2CCCCCC)s1,1.4055010864644428
279,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(=S)[*],1.4063814452021457
280,[*]CNCC(=S)[*],1.4144798735826338
281,[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,1.4160299551945503
282,[*]c1cc(CCS(=O)(=O)O)c([*])s1,1.4198000245841031
283,[*]OC(c1cccc([N+](=O)[O-])c1)C(C)(C)C([*])=O,1.4231361188505511
284,[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],1.4232058002083718
285,[*]OC(=O)c1ccc(C([*])=O)cc1,1.428653204249012
286,[*]C(=O)NNC(=O)c1cncc(C(=O)NNC(=O)c2ccc([*])nc2)c1,1.4328766464052958
287,[*]c1ccc([*])nn1,1.4342234082909675
288,[*]c1ccc2ccc3c([*])cc(C#CC#C[Si](C)(C)C)c4ccc1c2c34,1.4360534044056692
289,[*]C=CC1=C(O)C(O)=C([*])C1,1.4430420449931538
290,[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc3cc(C(Nc4ccc([*])cc4)=C(C#N)C#N)ccc3c2)cc1,1.4447117289698062
291,C(S1)=CC=C1C(S2)=CC=C2OC(=S),1.4519047647550738
292,[*]c1cc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c([*])s1,1.4536048646017503
293,[*]C=Cc1ccc([*])c2occc12,1.4536235078442743
294,[*]NNC(=O)c1ccc(NC(=O)c2ccc(C([*])=O)cc2)c(O)c1,1.457196264112626
295,[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,1.460732240049834
296,[*]C(c1ccccc1)C([*])(C#N)C#N,1.4614137930263331
297,[*]NC(=S)C(C=C1)=CC=C1O[*],1.4617708046633235
298,[*]CC([*])C(=O)Oc1ccc([N+](=O)[O-])cc1,1.4619200700116206
299,[*]N=Nc1cc([*])ccc1C,1.4663849471478088
300,[*]CC(=S)CO[*],1.4698387268655035
301,[*]C=Cc1cc(OC)c(C=Cc2ccc([*])s2)cc1OC,1.4730192272444875
302,[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],1.4754614221251083
303,[*]c1cc([*])c(O)c(C=Nc2ccc(S(=O)(=O)O)cc2)c1,1.4769091995815815
304,[*]C=Cc1ccc([*])c(F)c1,1.4774627460292211
305,[*]CNOC(=S)[*],1.4776033622684412
306,[*]C=Cc1ccc(C=Cc2cc([*])nc(-c3ccccc3)n2)cc1,1.4788791085678223
307,[*]C(C=C1)=CC=C1C(S2)=CC=C2OC(=S)[*],1.4826242034072763
308,[*]CCCCCCn1cc2c(n1)C(=O)c1cn([*])nc1C2=O,1.484956110530968
309,[*]Oc1ccc2c(c1)C(=O)N(Oc1ccc(C(N3C(=O)CC([*])C3=O)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.4891510402099524
310,[*]C=C1CCC(=Cc2ccc([*])cc2)C1=O,1.4929136482455454
311,[*]c1ccc(Oc2ccc3c(c2)C(=O)N([*])C3=O)cc1,1.4940639995597251
312,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,1.4977097829303618
313,[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],1.5052014022255669
314,C(F)(F)C(F)(F)C(C=C1)=CC=C1C(=S),1.5060229655002972
315,C(F)(F)C(F)(F)CC(=S),1.5064176630152737
316,C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1,1.5085166842803783
317,[*]c1nc2c(n1C)C(=O)N([*])C2=O,1.5167168752968263
318,CCOC(=S)NC(=S)C(C=C1)=CC=C1N,1.5187233903610124
319,[*]C=Cc1cccc(C=Cc2cc([*])ncn2)c1,1.522312204788244
320,[*]CNC(S1)=CC=C1C(=S)[*],1.5230889016708002
321,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)cc1,1.5268029118460276
322,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,1.527100264925085
323,[*]c1sc([*])c2ccccc12,1.5336549053103474
324,[*]C=CC(C)=C(C)C=Cc1ccc(-c2ccc([*])s2)s1,1.5337144534616978
325,[*]NOC(=S)O[*],1.5384095520196874
326,[*]c1ccc([*])s1,1.5386409899151945
327,C(F)(F)C(F)(F)C(=O)O,1.5397296621018244
328,[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccc(C(C)(C)C)cc21,1.5484384487098826
329,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,1.549491258181258
330,[*]CC(C=C1)=CC=C1C(=S)O[*],1.5494965843787218
331,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,1.5532820761234407
332,[*]CCC(C=C1)=CC=C1C(=S)[*],1.5541295088875111
333,[*]c1ccc2ccc3c([*])cc(C#C)c4ccc1c2c34,1.5546073573794388
334,[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],1.5597167175680515
335,[*]c1cc2sc([*])cc2s1,1.5620194033568962
336,[*]c1ccc2ccc3c([*])cc(C#CC=C)c4ccc1c2c34,1.5628557863196568
337,[*]c1ccc(N=Nc2ccc(-c3csc(-c4nc([*])cs4)n3)cc2)cc1,1.563358332946414
338,[*]C=C([*])c1cccc(C#C)c1,1.5642085054701256
339,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=O)[*],1.5664884876917493
340,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],1.5672106425224972
341,[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=O,1.5706103690610629
342,[*]C=CC(=O)C(C)=Cc1ccc(Sc2ccc([*])o2)o1,1.5711369544853462
343,[*]CC(=O)C(S1)=CC=C1C(S2)=CC=C2[*],1.5731617191462932
344,[*]c1sc([*])c([2H])c1[2H],1.5733291425577436
345,[*]CC(=S)C(C=C1)=CC=C1N[*],1.5747818812575534
346,[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],1.576786563683239
347,C(S1)=CC=C1C(S2)=CC=C2,1.5775635039719886
348,[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,1.5792983029687742
349,[*]C(=O)Nc1ccc(Nc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,1.5819361406375756
350,[*]N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc([*])cc2)cc1,1.583132561633931
351,[*]CC(C=C1)=CC=C1CC(=S)[*],1.5844138633345572
352,[*]C=Cc1ccc([*])c2sccc12,1.5875159983809737
353,[*]NC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],1.5891972339730245
354,[*]N=Nc1ccc(C(=O)NCCCCNC(=O)c2ccc([*])cc2)cc1,1.5907493731255231
355,[*]NC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],1.592281018998542
356,[*]C=Cc1ccc(-c2ccc(C=Cc3cc([*])ncn3)cc2)cc1,1.5932403373249788
357,[*]c1ccc(-c2ccc(-c3nc4cc5nc([*])oc5cc4o3)cc2)cc1,1.5942003000126328
358,[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.5968410829816366
359,[*]Nc1ccc(NC(=O)C=Cc2ccc(C=CC([*])=O)cc2)cc1,1.59839000058042
360,[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,1.604710703647008
361,[*]c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,1.6059208595052137
362,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cn1,1.6080178575691575
363,C(F)(F)C(=O)C(F)(F)C(C=C1)=CC=C1,1.6095540436174445
364,[*]C=Nc1ccc(N=Cc2ccc(-c3ccc([*])o3)o2)cc1,1.6109904945517064
365,[*]C(C=C1)=CC=C1OC(=S)C(S2)=CC=C2[*],1.6130793312390184
366,[*]CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],1.6132599743186191
367,[*]c1cc(C=O)cc([*])c1O,1.6136264115186467
368,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)c(O)c1,1.6190692356550804
369,C(=O)C(S1)=CC=C1NC(=S)OC(S2)=CC=C2NC(S3)=CC=C3,1.6195812709721604
370,NC(C=C1)=CC=C1NO,1.6197149651022733
371,[*]C=Cc1cccc(C=Cc2cc([*])nc(-c3ccccc3)n2)c1,1.6242300295035772
372,[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,1.624312413604791
373,[*]NC(=S)C(C=C1)=CC=C1C(=S)[*],1.6261399506472491
374,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,1.6285638298636265
375,[*]c1cc(SC)c([*])s1,1.6289490422921866
376,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CC)s2)s1,1.6297116664647593
377,[*]Nc1ccc(NC(=O)c2c(F)c(F)c(C([*])=O)c(F)c2F)cc1,1.630153461903789
378,[*]c1cc2sc3cc([*])sc3c2s1,1.6308043450461116
379,[*]CC([*])C(=O)c1ccccc1O,1.6361291772469002
380,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],1.6404002450006645
381,[*]CCC(=O)C(S1)=CC=C1[*],1.6412320875638358
382,[*]N=NNc1ccc(NN=Nc2ccc([*])cc2)cc1,1.6507809392856747
383,[*]C=Cc1ccc(C=Cc2cc([*])ncn2)cc1,1.6543907186634947
384,[*]c1cc(-c2cc(C)c(Br)cc2C)c([*])s1,1.655088828949816
385,[*]c1cncc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,1.664586738272256
386,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)cc1,1.6660996545930802
387,[*]c1ccc2cc(-c3nc4cc5sc([*])nc5cc4s3)ccc2c1,1.666715369706096
388,[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,1.6704942824434197
389,C(F)(F)C(F)(F)C(=O)C(C=C1)=CC=C1,1.6753961449814423
390,[*]C=Cc1sc([*])c2c1OC(CCCCCC)CO2,1.6767333337865695
391,[*]CC(=O)C(=S)O[*],1.677022488863113
392,[*]c1cc(-c2nc3ccccc3o2)cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c1,1.6780422612469037
393,[*]c1ccc([*])nc1,1.6817394367503815
394,[*]c1sc(-c2cc(SCC(C)CC)c([*])s2)cc1SCC(C)CC,1.6820540395294103
395,[*]NC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],1.6846179194103073
396,[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)cc1,1.6902784609950643
397,[*]c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c([*])s3)s2)s1,1.6922923813423822
398,[*]CC(=S)C(S1)=CC=C1C(=S)[*],1.6947171838912047
399,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cc1,1.695153860611847
400,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc([*])n2)c1,1.6959932822882235
401,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc([*])nc2)n1,1.69602031432747
402,[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],1.6970132021857571
403,[*]C1=NC2=CC([*])C=CC2=C1,1.7022065594213385
404,[*]NC(C=C1)=CC=C1C(=O)O[*],1.7027608057828971
405,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2O[*],1.7039227191331023
406,[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],1.7043436417621871
407,[*]Nc1cccc(NC(=O)C=CC([*])=O)c1,1.7058109103249932
408,[*]C=Cc1cc(Cl)c([*])cc1Cl,1.7059672973867293
409,[*]C=Nc1cccc(N=Cc2cccc([*])n2)c1,1.706768845490776
410,[*]C=CC(=O)C=Cc1ccc(Sc2ccc([*])o2)o1,1.7069983398548114
411,[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,1.7076938073465455
412,[*]C=C([*])c1cccc(Cl)c1,1.7186045337483975
413,[*]c1cc(SCCCCCC)c([*])s1,1.7187285493689544
414,[*]c1cccc(-c2nnc(-c3cccc(-c4nnc([*])o4)n3)o2)c1,1.725535319971204
415,[*]Oc1ccc(-c2ccc(C([*])=O)cc2)cc1Br,1.725736132343254
416,[*]c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc([*])nc6c5)cc4n3)cc2)cc1,1.7343923282450135
417,[*]c1cc(N=Nc2ccc(OC)cc2)cc([*])c1O,1.7396002126359889
418,[*]C(=O)OC(=S)O[*],1.739852225059448
419,[*]c1ccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)cc1,1.7405025327163517
420,[*]c1cc(SCCCCCCCCCCCC)c([*])s1,1.7411212106463152
421,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C)c(C)c1,1.7426467406781376
422,[*]CC(S1)=CC=C1CC(=S)[*],1.7432193892520995
423,[*]c1cc([*])c(O)c(C=O)c1,1.7435307345098026
424,[*]c1ccc(-c2cc(CCCCCCCCCCC)c([*])s2)s1,1.743903282471413
425,[*]Oc1ccc(NC2=C(Cl)C(=O)C(Nc3ccc([*])cc3)=C(Cl)C2=O)cc1,1.7461500974022726
426,[*]CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,1.7468513808503547
427,[*]OC(=O)c1cccc(C([*])=O)c1,1.747648085063103
428,[*]c1cc(OCCOC)c([*])s1,1.7477216528319288
429,[*]Oc1c(C)cc(N=Nc2ccc(C([*])=O)cc2)cc1C,1.7496028324657988
430,[*]OC3=CC=CC(C(C2=CC=CC(OC1=CC=CC([*])=C1)=C2)=O)=C3,1.7550707077937862
431,[*]Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,1.7571156177931928
432,[*]Nc1ccc([*])cc1S(=O)(=O)O,1.759439679867746
433,[*]c1ccc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,1.7603516768757157
434,[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,1.7621435708499955
435,[*]C(=O)C(S1)=CC=C1OC(S2)=CC=C2[*],1.7636271318197465
436,[*]CC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],1.7638456773684892
437,C(F)(F)NC(F)(F)C(=O),1.764944290030733
438,[*]c1ccc([*])o1,1.7687564845558872
439,[*]OC(=O)c1ccc(CCCCCc2ccc(C([*])=O)cc2)cc1,1.768761959522442
440,[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],1.7715135276839935
441,[*]OC(CCl)COC(=O)C1=C(C(=O)OCC(CCl)OC(=O)c2ccc(C([*])=O)cc2)C2C=CC1C2,1.7799896473172647
442,[*]CCCC(=S)[*],1.7801800373309091
443,[*]NC(S1)=CC=C1C(=O)O[*],1.7803037715322068
444,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,1.786357064700527
445,[*]C(Cl)=C(c1ccccc1)c1ccc([*])cc1,1.7874366744346188
446,[*]c1ccc(C(C#N)(C#N)C([*])(C#N)C#N)cc1,1.7878651158726466
447,[*]c1ccc(-c2ccc(S([*])(=O)=O)cc2)cc1,1.7887129969082634
448,[*]c1ccc(Cc2ccccc2-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,1.7897612355477888
449,[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],1.7910036074896722
450,[*]NC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],1.7961965863473155
451,[*]NNC(=S)c1ccc(C([*])=S)cc1,1.7980151527779031
452,[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,1.8030412039775328
453,[*]CC(=O)C(S1)=CC=C1O[*],1.8048835220904704
454,[*]C=Cc1cc(CCCCCC)c(-c2sc([*])cc2CCCCCC)s1,1.8085843521589084
455,[*]CC(S1)=CC=C1C(=O)O[*],1.8091586017327408
456,[*]c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c([*])s2)s1,1.8146032807419448
457,[*]c1cc(C)c([*])s1,1.8152046596173737
458,[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])oc5c4)cc3o2)c1,1.8160961792692083
459,[*]C=NN=Cc1cc(CCCCCCCCCCCC)c([*])s1,1.8192801991968104
460,C(F)(F)C(F)(F)NC(=O),1.8206813902644607
461,[*]c1ccc([*])c(C(=O)c2c(F)c(F)c(F)c(F)c2F)c1,1.827987927194017
462,[*]c1cc(C(C(=O)OC)C(=O)OC)c([*])s1,1.82823584174511
463,[*]c1cc(CCCCCCCCCC(O)CO)c([*])s1,1.832078076164839
464,C(F)(F)C(F)(F)NC(S1)=CC=C1,1.8324514603441509
465,[*]CC(=O)OC(=O)[*],1.8327991344564551
466,[*]Nc1cc(NC(=O)c2ccc(C([*])=O)cc2)ccc1Cl,1.8331063219263608
467,[*]C=Cc1ccc(-c2ccc([*])s2)s1,1.8366666557454887
468,[*]C=Nc1ccc(N=Cc2ccc(Sc3ccc([*])o3)o2)cc1,1.8370719583335984
469,[*]NNC(=O)c1cccc(C(=O)NNC(=O)C([*])=O)c1,1.8382354228751936
470,[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c([*])nc5c4)ccc3nc2-c2ccccc2)cc1,1.8411974301016505
471,[*]C=CC(C)=CC=CC=C(C)C=Cc1nc(-c2csc([*])n2)cs1,1.841467080815946
472,[*]Nc1c(Cl)cc(C([*])=O)cc1Cl,1.8414823941474188
473,[*]C(=O)c1ccc(C(=O)N(C)c2ccc(Cl)c(N([*])C)c2)cc1,1.8420860890267423
474,[*]C=C([*])c1ccc(N)cc1,1.8455454066988533
475,[*]CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],1.84631064931959
476,[*]c1ccc([*])n1C(=O)NO,1.846539762920964
477,[*]Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc([*])cc3)cc2)c1,1.847081617268052
478,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],1.847882259747461
479,[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],1.8495449050421608
480,[*]c1sc([*])c2nc(-c3ccccc3)c(CCCCCCC)nc12,1.850130307719235
481,[*]Oc1ccc(-c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.8554934082822911
482,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C([*])=O)cc3)c(C)c2)cc1C,1.8585742858353185
483,[*]NC(=O)c1ccc(C(=O)Nc2ccc3c(c2)[nH]c(=O)c2cc([*])ccc23)cc1,1.859305340519973
484,[*]CC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],1.8597451247070715
485,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],1.8602984101730289
486,[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc([*])cc3)cc2)cc1,1.8682255891939352
487,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],1.87071076529605
488,[*]Oc1ccc(C(=O)c2cccc(C(=O)c3ccc([*])cc3)c2)cc1,1.8713368791560825
489,[*]C(S1)=CC=C1OC(=S)O[*],1.8719606670661
490,[*]c1ncc(-c2cnc([*])c(C)c2)cc1C,1.8739906792644057
491,[*]c1sc(-c2cc(CCCCCC)c([*])s2)cc1CCCCCC,1.8853023163781608
492,[*]ON(C(F)(F)F)C(F)(F)C(F)=C(F)C([*])(F)F,1.8895155589531527
493,[*]NC(=O)C(S1)=CC=C1O[*],1.8917842745016271
494,[*]NNC(=O)c1cccc(C(=O)NNC(=O)CCCCCCCCC([*])=O)c1,1.8924659391977248
495,[*]c1cc(OCCCCCCC)c([*])s1,1.9002015238360823
496,[*]CCc1ccc([*])c(C#N)c1,1.9007233712647904
497,[*]c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3nnc([*])o3)cc2)cc1,1.9017505055205264
498,[*]c1ccc([*])c(C(=O)c2ccccc2)c1,1.902542876204801
499,[*]c1sc([*])c2nc(-c3ccccc3)c(CC)nc12,1.9034454612291856
500,[*]CNC(=S)C(S1)=CC=C1[*],1.905732663557256
501,[*]CC(=O)C(C=C1)=CC=C1O[*],1.9077069124219703
502,[*]Oc1ccc(C(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)C(Cl)(Cl)Cl)cc1,1.9081919402769485
503,[*]c1cccc(-c2nnc([*])o2)c1,1.908232987991064
504,[*]c1ccc(-c2ccc([*])nc2)cn1,1.9124411989988093
505,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,1.9130452552366264
506,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,1.9156420306390487
507,[*]c1ccc(-c2nc3cc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,1.916615889216872
508,[*]c1ccc(-c2ccc(-c3cc(CCCCCCCC)c([*])s3)s2)s1,1.9179274156283548
509,[*]c1nc2ccc(-c3ccc4nc(-c5cccc6cc7c([*])cccc7cc56)sc4c3)cc2s1,1.9192403915885223
510,[*]CC([*])O[N+](=O)[O-],1.9205224563485848
511,[*]c1sc([*])c2nc(C)c(C)nc12,1.9221559454868733
512,[*]CC([*])C(=O)c1ccc(Br)cc1,1.9237477397112053
513,[*]c1ccc(-c2sc(-c3cc(SCCCCCCCC)c([*])s3)cc2SCCCCCCCC)cc1,1.9260897620444672
514,[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])o4)n3)o2)cc1,1.926684050062556
515,[*]c1ccc(-c2ccc(-c3cc([*])c4cccccc3-4)s2)s1,1.9270511826569665
516,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3C(C=C4)=CC=C4[*],1.929004520909393
517,[*]CC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],1.93567020369299
518,[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,1.937434475438012
519,[*]c1cccc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,1.9397804310126872
520,[*]Oc1ccc(C([*])=O)cc1Cl,1.942055204006672
521,[*]c1cc2c(s1)-c1sc([*])cc1C2CCCCCCN,1.9436344711282345
522,[*]CC(F)(F)C(F)=C([*])Cl,1.9453282366642424
523,[*]C(=O)C=CC(=O)N1CC(C)N([*])CC1C,1.9455333212109152
524,[*]C(C)=C(C)c1ccc(-c2ccc([*])s2)s1,1.94710001824496
525,[*]c1cc(-c2sc(-c3cc(C)c([*])s3)cc2C)c2cccccc1-2,1.9476377190692435
526,[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,1.9478107828938669
527,[*]CC(S1)=CC=C1OC(=S)[*],1.9481237734681605
528,[*]Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,1.9499991807342416
529,[*]NC(S1)=CC=C1NC(=S)[*],1.9517077982324385
530,[*]Oc1ccc(OC(=O)Oc2ccc(C([*])=O)cc2)cc1,1.9542274959637624
531,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)O[*],1.9567474014120003
532,[*]c1nc2cc3nc(-c4ccc([*])o4)[nH]c3cc2[nH]1,1.958350123070704
533,[*]CCOC(=O)CCC(=O)OCCOC(=O)c1ccc(C(=O)O[*])cc1,1.9597507649651296
534,[*]c1cc(OCCOCCOC)c([*])s1,1.9603831607598927
535,[*]c1cc(CCCCCCBr)c([*])s1,1.9605318582771063
536,[*]CCC(=O)C(C=C1)=CC=C1[*],1.9622189292849663
537,[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)nc(N(CC)CC)n1,1.962562974319116
538,[*]NC(=S)Sc1cc(N)nc([*])n1,1.9626590386117049
539,[*]C=Cc1cccc([*])c1,1.9630619708130224
540,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],1.9673274635438385
541,[*]C(=S)N([*])CC=C,1.9695067550008616
542,[*]Cc1ccc(-c2ccc(CSC(=O)C(=O)S[*])cc2)cc1,1.970186858283528
543,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,1.9703023284593024
544,[*]c1ccc(-c2csc(-c3cccc(-c4nc([*])cs4)n3)n2)cc1,1.9704614192418863
545,[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1,1.974025090492064
546,[*]CC(=S)NO[*],1.978575200439364
547,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,1.9813865013996987
548,[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc([*])nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,1.9833025293615805
549,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)[nH]1,1.98814591108864
550,[*]CC(C=C1)=CC=C1OC(=S)[*],1.9949696797301275
551,[*]CCCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,1.9960708675964187
552,[*]c1ccc2oc([*])nc2c1,1.9962330751200448
553,[*]Oc1ccc2cc(C([*])=O)ccc2c1-c1ccccc1,1.9965877669847485
554,[*]c1cc(C(=O)OCCCCCCCC)c([*])s1,1.999240463236876
