,composition,load,hardness,category,type
2228,Y2RuB6,2.94,20.25239241,exp,only_exp
2229,Y2RuB6,4.9,18.90215388,exp,only_exp
2230,Y3MoB7,0.49,29.29,exp,only_exp
2231,Y3MoB7,4.9,11.61,exp,only_exp
2232,Y3ReB7,0.49,34.31,exp,only_exp
2233,Y3ReB7,4.9,21.56,exp,only_exp
2234,Y3Si2C2,0.5,7.2,exp,only_exp
2235,Y3Si2C2,2,6.5,exp,only_exp
2236,Y3Si2C2,5,6.4,exp,only_exp
2237,Y3WB7,0.49,16.79,exp,only_exp
2238,Y3WB7,4.9,13.2,exp,only_exp
2239,Y5Si3B0.65,0.49,7.305253991,exp,only_exp
2240,Y5Si3B0.65,0.98,6.632079606,exp,only_exp
2241,Y5Si3B0.65,1.96,5.809613274,exp,only_exp
2242,YAl3C3,1,15.5,exp,only_exp
2243,YAl3C3,2.5,13.3,exp,only_exp
2244,YAl3C3,5,12.9,exp,only_exp
2245,YAl3C3,10,12.8,exp,only_exp
2246,YAl3C3,30,12.6,exp,only_exp
2247,YB2,0.49,10.23483038,exp,only_exp
2248,YB2C2,0.49,13.159,exp,only_exp
2249,YB2C2,0.98,10.0325,exp,only_exp
2250,YB2C2,1.96,8.3387,exp,only_exp
2251,YB4,0.49,19.79646481,exp,only_exp
2252,YB4,0.98,18.14747113,exp,only_exp
2253,YB4,1.96,15.68423794,exp,only_exp
2254,YB4,2.94,15.32941325,exp,only_exp
2255,YB4,4.9,14.63895589,exp,only_exp
2256,YB41.2Si1.42,0.49,34.29875663,exp,only_exp
2257,YB41.2Si1.42,0.98,29.7818976,exp,only_exp
2258,YB41.2Si1.42,1.96,27.5691115,exp,only_exp
2259,YB41.2Si1.42,2.94,26.0261435,exp,only_exp
2260,YB41.2Si1.42,4.9,23.7662838,exp,only_exp
2261,YB41Ni0.06Si1.3,0.49,39.39628812,exp,only_exp
2262,YB41Ni0.06Si1.3,0.98,33.77452344,exp,only_exp
2263,YB41Ni0.06Si1.3,1.96,30.14848326,exp,only_exp
2264,YB41Ni0.06Si1.3,2.94,28.3049634,exp,only_exp
2265,YB41Ni0.06Si1.3,4.9,24.06306814,exp,only_exp
2266,YB66,0.49,39.659508,exp,only_exp
2267,YB66,0.98,33.05927441,exp,only_exp
2268,YB66,1.96,30.087876,exp,only_exp
2269,YB66,2.94,28.695282,exp,only_exp
2270,YB66,4.9,27.577284,exp,only_exp
2271,YIr0.5Ru2.5B2,0.49,12.88936167,exp,only_exp
2272,YIr0.5Ru2.5B2,0.98,12.41522448,exp,only_exp
2273,YIr0.5Ru2.5B2,1.96,12.12690148,exp,only_exp
2274,YIr0.5Ru2.5B2,2.94,11.73357125,exp,only_exp
2275,YIr0.5Ru2.5B2,4.9,11.6291876,exp,only_exp
2276,YIr1.5Ru1.5B2,0.49,15.69830193,exp,only_exp
2277,YIr1.5Ru1.5B2,0.98,15.20563424,exp,only_exp
2278,YIr1.5Ru1.5B2,1.96,14.7811373,exp,only_exp
2279,YIr1.5Ru1.5B2,2.94,14.11370823,exp,only_exp
2280,YIr1.5Ru1.5B2,4.9,13.45071769,exp,only_exp
2281,YIr2.5Ru0.5B2,0.49,14.37633007,exp,only_exp
2282,YIr2.5Ru0.5B2,0.98,13.47920242,exp,only_exp
2283,YIr2.5Ru0.5B2,1.96,13.32990674,exp,only_exp
2284,YIr2.5Ru0.5B2,2.94,12.67099422,exp,only_exp
2285,YIr2.5Ru0.5B2,4.9,10.79681634,exp,only_exp
2286,YIr2RuB2,0.49,15.77099917,exp,only_exp
2287,YIr2RuB2,0.98,14.83677914,exp,only_exp
2288,YIr2RuB2,1.96,13.88643137,exp,only_exp
2289,YIr2RuB2,2.94,13.4599734,exp,only_exp
2290,YIr2RuB2,4.9,13.09413275,exp,only_exp
2291,YIr3B2,0.49,14.74409982,exp,only_exp
2292,YIr3B2,0.98,14.11192426,exp,only_exp
2293,YIr3B2,1.96,13.48155809,exp,only_exp
2294,YIr3B2,2.94,12.35162263,exp,only_exp
2295,YIr3B2,4.9,12.18635903,exp,only_exp
2296,YIrRu2B2,0.49,14.17864852,exp,only_exp
2297,YIrRu2B2,0.98,13.31095498,exp,only_exp
2298,YIrRu2B2,1.96,12.65140248,exp,only_exp
2299,YIrRu2B2,2.94,12.45643983,exp,only_exp
2300,YIrRu2B2,4.9,10.94935601,exp,only_exp
2301,YMo2.8W0.2B7,0.49,34.37,exp,only_exp
2302,YMo3B7,0.49,28.78,exp,only_exp
2303,YMo3B7,4.9,21.1,exp,only_exp
2304,YRe0.05Cr0.95B4,0.49,38.11939614,exp,only_exp
2305,YRe0.05Cr0.95B4,0.98,33.44017229,exp,only_exp
2306,YRe0.05Cr0.95B4,1.96,28.50933325,exp,only_exp
2307,YRe0.05Cr0.95B4,2.94,25.99363141,exp,only_exp
2308,YRe0.05Cr0.95B4,4.9,23.72945903,exp,only_exp
2309,YRu3B2,0.49,12.97484064,exp,only_exp
2310,YRu3B2,0.98,11.64048014,exp,only_exp
2311,YRu3B2,1.96,11.26688423,exp,only_exp
2312,YRu3B2,2.94,10.87515283,exp,only_exp
2313,YRu3B2,4.9,10.53573648,exp,only_exp
2314,YRu4B4,0.49,13.46220822,exp,only_exp
2315,YRu4B4,0.98,11.93781424,exp,only_exp
2316,YRu4B4,1.96,11.29755596,exp,only_exp
2317,YRu4B4,2.94,11.15836997,exp,only_exp
2318,YRu4B4,4.9,11.04322181,exp,only_exp
2319,YRuB4,0.49,23.30565268,exp,only_exp
2320,YRuB4,0.98,20.71442289,exp,only_exp
2321,YRuB4,1.96,17.98279237,exp,only_exp
2322,YRuB4,2.94,17.63390092,exp,only_exp
2323,YRuB4,4.9,17.58199596,exp,only_exp
2324,YScOsB6,0.49,39.76361308,exp,only_exp
2325,Zn11Gd,0.49,2.549729,exp,only_exp
2326,Zn13Co,0.49,1.765197,exp,only_exp
2327,Zn13Cr,0.49,1.8632635,exp,only_exp
2328,Zn13Fe,0.49,1.765197,exp,only_exp
2329,Zn13Mn,0.49,2.157463,exp,only_exp
2330,Zn13Ru,0.49,1.6671305,exp,only_exp
2331,Zn15Ti,0.49,1.0787315,exp,only_exp
2332,Zn17Cr,0.49,2.0593965,exp,only_exp
2333,Zn17Gd2,0.49,4.8052585,exp,only_exp
2334,Zn21Ni5,0.49,2.549729,exp,only_exp
2335,Zn2Mn3,0.49,1.765197,exp,only_exp
2336,Zn2Ti,0.49,4.511059,exp,only_exp
2337,Zn3Cu,0.49,2.4516625,exp,only_exp
2338,Zn3Fe,0.49,4.314926,exp,only_exp
2339,Zn3Mn,0.49,4.903325,exp,only_exp
2340,Zn3Ni,0.49,5.5897905,exp,only_exp
2341,Zn4Co,0.49,4.2168595,exp,only_exp
2342,Zn4Cu,0.49,1.765197,exp,only_exp
2343,Zn4Mn,0.49,1.176798,exp,only_exp
2344,Zn8Co,0.49,2.549729,exp,only_exp
2345,Zn8Cu5,0.49,5.88399,exp,only_exp
2346,Zn8Ni,0.49,2.549729,exp,only_exp
2347,Zn9Fe,0.49,3.2361945,exp,only_exp
2348,Zn9Mn,0.49,2.8439285,exp,only_exp
2349,ZnAs,0.49,2.08,exp,only_exp
2350,ZnCo,0.49,6.5704555,exp,only_exp
2351,ZnCu,0.49,1.765197,exp,only_exp
2352,ZnNi,0.49,1.372931,exp,only_exp
2353,ZnS,0.49,0.62,exp,only_exp
2354,Zr0.02W0.98B4,0.49,45.87350607,exp,only_exp
2355,Zr0.02W0.98B4,0.98,39.8967169,exp,only_exp
2356,Zr0.02W0.98B4,1.96,35.48667708,exp,only_exp
2357,Zr0.02W0.98B4,2.94,33.68781941,exp,only_exp
2358,Zr0.02W0.98B4,4.9,31.80193934,exp,only_exp
2359,Zr0.33Hf0.33Gd0.33B20,0.49,42.1,exp,only_exp
2360,Zr0.33Hf0.33Gd0.33B20,0.98,35.4,exp,only_exp
2361,Zr0.33Hf0.33Gd0.33B20,1.96,33.3,exp,only_exp
2362,Zr0.33Hf0.33Gd0.33B20,2.98,32,exp,only_exp
2363,Zr0.33Hf0.33Gd0.33B20,4.9,29.4,exp,only_exp
2364,Zr0.33Hf0.33Y0.33B20,0.49,45.2,exp,only_exp
2365,Zr0.33Hf0.33Y0.33B20,0.98,35,exp,only_exp
2366,Zr0.33Hf0.33Y0.33B20,1.96,32.3,exp,only_exp
2367,Zr0.33Hf0.33Y0.33B20,2.98,30.9,exp,only_exp
2368,Zr0.33Hf0.33Y0.33B20,4.9,29.9,exp,only_exp
2369,Zr0.33Y0.33Gd0.33B20,0.49,42.1,exp,only_exp
2370,Zr0.33Y0.33Gd0.33B20,0.98,33.4,exp,only_exp
2371,Zr0.33Y0.33Gd0.33B20,1.96,31.9,exp,only_exp
2372,Zr0.33Y0.33Gd0.33B20,2.98,30.2,exp,only_exp
2373,Zr0.33Y0.33Gd0.33B20,4.9,27.5,exp,only_exp
2374,Zr0.3W0.7B4,0.49,43.62671431,exp,only_exp
2375,Zr0.3W0.7B4,0.98,37.94006054,exp,only_exp
2376,Zr0.3W0.7B4,1.96,35.09673365,exp,only_exp
2377,Zr0.3W0.7B4,2.94,33.76211083,exp,only_exp
2378,Zr0.3W0.7B4,4.9,32.77565048,exp,only_exp
2379,Zr0.4W0.6B4,0.49,45.19925545,exp,only_exp
2380,Zr0.4W0.6B4,0.98,38.55515487,exp,only_exp
2381,Zr0.4W0.6B4,1.96,36.52418888,exp,only_exp
2382,Zr0.4W0.6B4,2.94,34.00002914,exp,only_exp
2383,Zr0.4W0.6B4,4.9,32.49132508,exp,only_exp
2384,Zr2.86Ru5.14B2,0.49,15.39345842,exp,only_exp
2385,Zr2.86Ru5.14B2,0.98,14.55898227,exp,only_exp
2386,Zr2.86Ru5.14B2,1.96,13.10417818,exp,only_exp
2387,Zr2.86Ru5.14B2,2.94,12.89416104,exp,only_exp
2388,Zr2.86Ru5.14B2,4.9,12.30733749,exp,only_exp
2389,Zr3Al3C5,0.5,16.5,exp,only_exp
2390,Zr3Al3C5,1,15.8,exp,only_exp
2391,Zr3Al3C5,3,15,exp,only_exp
2392,Zr3Al3C5,5,14,exp,only_exp
2393,Zr3Al3C5,10,13,exp,only_exp
2394,Zr3Al3C5,30,12.7,exp,only_exp
2395,Zr3Al3C5,50,12.5,exp,only_exp
2396,Zr3Ru4RhB2,0.49,16.70211517,exp,only_exp
2397,Zr3Ru4RhB2,0.98,15.50200977,exp,only_exp
2398,Zr3Ru4RhB2,1.96,14.32805032,exp,only_exp
2399,Zr3Ru4RhB2,2.94,13.91968655,exp,only_exp
2400,Zr3Ru4RhB2,4.9,12.41363759,exp,only_exp
2401,ZrB2,0.09807,23,exp,only_exp
2402,ZrB2,0.2452,19,exp,only_exp
2403,ZrB2,0.4903,18,exp,only_exp
2404,ZrB2,0.9807,17,exp,only_exp
2405,ZrB2,1.961,14,exp,only_exp
2406,ZrB2,2.942,13,exp,only_exp
2407,ZrB2,4.9,13,exp,only_exp
2408,ZrB2,0.49,29.4,exp,only_exp
2409,ZrC,0.98,20.7704658,exp,only_exp
2410,ZrC,1.96,19.06781956,exp,only_exp
2411,ZrC,2.94,18.37352019,exp,only_exp
2412,ZrC,4.9,17.5752476,exp,only_exp
2413,ZrC,9.8,16.95198855,exp,only_exp
2414,ZrCr2,0.49,11.77778665,exp,only_exp
2415,ZrFe2,0.49,10.4931155,exp,only_exp
2416,ZrRe2,0.49,14.71,exp,only_exp
2417,ZrW2,0.49,8.14,exp,only_exp
2418,Ag0.05Gd0.048Pd0.902,0.49,1.81,exp,only_exp
2419,Ag0.05Y0.048Pd0.902,0.49,1.64,exp,only_exp
2420,Al1.5Si1.5N2.5O1.5,0.98,15.03,exp,only_exp
2421,NbC,0.48334,19.18977,exp,only_exp
2422,NbC,0.91543,18.45639,exp,only_exp
2423,NbC,1.95268,16.99837,exp,only_exp
2424,NbC,3.13649,16.63168,exp,only_exp
2425,NbC,4.47321,16.02053,exp,only_exp
2426,Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,0.49,48.28383,exp,only_exp
2427,Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,0.98,40.3751,exp,only_exp
2428,Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,1.96,32.95237,exp,only_exp
2429,Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,4.9,27.57974,exp,only_exp
2430,Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,9.8,25.08782,exp,only_exp
2431,Hf0.2Zr0.2Ti0.2Ta0.2W0.2B2,0.49,45.7389,exp,only_exp
2432,Hf0.2Zr0.2Ti0.2Ta0.2W0.2B2,0.98,41.78895,exp,only_exp
2433,Hf0.2Zr0.2Ti0.2Ta0.2W0.2B2,1.96,34.80805,exp,only_exp
2434,Hf0.2Zr0.2Ti0.2Ta0.2W0.2B2,4.9,28.31317,exp,only_exp
2435,Hf0.2Zr0.2Ti0.2Ta0.2W0.2B2,9.8,25.37943,exp,only_exp
2436,Hf0.2Zr0.2Ti0.2Mo0.2W0.2B2,0.49,39.88025,exp,only_exp
2437,Hf0.2Zr0.2Ti0.2Mo0.2W0.2B2,0.98,35.00246,exp,only_exp
2438,Hf0.2Zr0.2Ti0.2Mo0.2W0.2B2,1.96,30.84927,exp,only_exp
2439,Hf0.2Zr0.2Ti0.2Mo0.2W0.2B2,4.9,27.23511,exp,only_exp
2440,Hf0.2Zr0.2Ti0.2Ta0.2V0.2B2,0.49,37.29113,exp,only_exp
2441,Hf0.2Zr0.2Ti0.2Ta0.2V0.2B2,0.98,31.73293,exp,only_exp
2442,Hf0.2Zr0.2Ti0.2Ta0.2V0.2B2,1.96,28.35735,exp,only_exp
2443,Hf0.2Zr0.2Ti0.2Ta0.2V0.2B2,4.9,26.30727,exp,only_exp
2444,Hf0.2Zr0.2Ti0.2Ta0.2V0.2B2,9.8,23.57677,exp,only_exp
2445,Hf0.25Zr0.25Ti0.25Ta0.25B2,0.49,48.51,exp,only_exp
2446,Hf0.25Zr0.25Ti0.25Ta0.25B2,1.96,23.65383,exp,only_exp
2447,Hf0.25Zr0.25Ti0.25Ta0.25B2,4.9,21.49085,exp,only_exp
2448,Hf0.25Zr0.25Ti0.25Ta0.25B2,9.8,19.56192,exp,only_exp
2449,Hf0.2375Zr0.2375Ti0.2375Ta0.2375Nb0.05B2,1.96,23.08484,exp,only_exp
2450,Hf0.2375Zr0.2375Ti0.2375Ta0.2375Nb0.05B2,4.9,20.64341,exp,only_exp
2451,Hf0.2375Zr0.2375Ti0.2375Ta0.2375Nb0.05B2,10,20.05222,exp,only_exp
2452,Hf0.2Zr0.2Ti0.2Ta0.2Nb0.2B2,1.96,25.27002,exp,only_exp
2453,Hf0.2Zr0.2Ti0.2Ta0.2Nb0.2B2,4.9,23.60944,exp,only_exp
2454,Hf0.2Zr0.2Ti0.2Ta0.2Nb0.2B2,9.8,21.10143,exp,only_exp
2455,Ti0.2Zr0.2Nb0.2Ta0.2Mo0.2C,0.1,31.3,exp,only_exp
2456,Ti0.2Zr0.2Nb0.2Ta0.2Mo0.2C,9.8,25.3,exp,only_exp
2457,Ti0.2Zr0.2Nb0.2Ta0.2Mo0.2C,49,17.9,exp,only_exp
2458,Ti0.2Zr0.2Nb0.2Ta0.2Mo0.2C,98,16.8,exp,only_exp
2459,Ti0.2Zr0.2Nb0.2Ta0.2Hf0.2C,0.3,32,exp,only_exp
2460,Ti0.2Zr0.2Nb0.2Ta0.2Hf0.2C,0.5,27.5,exp,only_exp
2461,Ti0.2Zr0.2Nb0.2Ta0.2Hf0.2C,0.98,22.5,exp,only_exp
2462,Ti0.2Zr0.2Nb0.2Ta0.2Hf0.2C,9.8,15,exp,only_exp
2463,Ti0.25Zr0.25Nb0.25V0.25C,0.98,22.5,exp,only_exp
2464,Ti0.25Zr0.25Nb0.25V0.25C,49,19,exp,only_exp
2465,V0.6Cr0.6Nb0.6Ta0.6W0.6B4,9.8,19.8,exp,only_exp
2466,TaB2,1.96,17.5,exp,only_exp
2467,HfB2,1.96,17.8,exp,only_exp
2468,Hf0.2Mo0.2Ta0.2Nb0.2Ti0.2B2,1.96,25.9,exp,only_exp
2469,ZrB2,1.96,15.3,exp,only_exp
2470,Hf0.2Mo0.2Zr0.2Nb0.2Ti0.2B2,1.96,26.3,exp,only_exp
2471,Zr0.225Hf0.225Ta0.225Mo0.225W0.1B2,1.96,27.5,exp,only_exp
2472,Ti0.2Ta0.2Cr0.2Mo0.2W0.2B2,1.96,23.7,exp,only_exp
2473,Ti0.2Zr0.2Hf0.2 Mo0.2W0.2B2,1.96,26,exp,only_exp
2474,Mo0.2Nb0.2Ta0.2V0.2W0.2C5,0.05,27,exp,only_exp
2475,Hf0.2Nb0.2Ta0.2Ti0.2Zr0.2C5,0.05,32,exp,only_exp
2476,Hf0.2Nb0.2Ta0.2Ti0.2V0.2C5,0.05,29,exp,only_exp
2477,Hf.2Nb0.2Ta0.2Ti0.2W0.2C5,0.05,31,exp,only_exp
2478,Nb0.2Ta0.2Ti0.2V0.2W0.2C5,0.05,28,exp,only_exp
2479,Hf0.2Ta0.2Ti0.2W0.2Zr0.2C5,0.05,33,exp,only_exp
