,composition,load,hardness,source,category,type
0,Tl1Ag1Te2,0.0,2.36371238480562,sim_H_tian,1,only_dft
1,Tl1Ag1Te2,0.0,0.6544807812603142,sim_H_chen,2,only_dft
2,Tl1Ag1Te2,0.0,2.6964,sim_H_ref5,3,only_dft
3,Tl1Ag1Te2,0.0,1.9175,sim_H_ref5a,4,only_dft
4,Tl1Ag1Te2,0.0,0.5992999999999999,sim_H_ref6,5,only_dft
5,C4B4,0.0,34.76434595018621,sim_H_tian,1,only_dft
6,C4B4,0.0,35.63379128219868,sim_H_chen,2,only_dft
7,C4B4,0.0,25.5837321,sim_H_ref5,3,only_dft
8,C4B4,0.0,32.9416175,sim_H_ref5a,4,only_dft
9,C4B4,0.0,36.6086077,sim_H_ref6,5,only_dft
10,C10B6,0.0,33.00472847646598,sim_H_tian,1,only_dft
11,C10B6,0.0,33.23028969538401,sim_H_chen,2,only_dft
12,C10B6,0.0,30.2510079,sim_H_ref5,3,only_dft
13,C10B6,0.0,35.5113625,sim_H_ref5a,4,only_dft
14,C10B6,0.0,39.6905595,sim_H_ref6,5,only_dft
15,C7B1,0.0,53.35607697475873,sim_H_tian,1,only_dft
16,C7B1,0.0,53.11430613090255,sim_H_chen,2,only_dft
17,C7B1,0.0,37.67323409999999,sim_H_ref5,3,only_dft
18,C7B1,0.0,52.7423125,sim_H_ref5a,4,only_dft
19,C7B1,0.0,60.3560175,sim_H_ref6,5,only_dft
20,C10B2N4,0.0,54.7372633292348,sim_H_tian,1,only_dft
21,C10B2N4,0.0,55.5003745606809,sim_H_chen,2,only_dft
22,C10B2N4,0.0,30.9701763,sim_H_ref5,3,only_dft
23,C10B2N4,0.0,47.395585,sim_H_ref5a,4,only_dft
24,C10B2N4,0.0,53.9435694,sim_H_ref6,5,only_dft
25,C18B3N3,0.0,83.60319081882727,sim_H_tian,1,only_dft
26,C18B3N3,0.0,82.9001976941935,sim_H_chen,2,only_dft
27,C18B3N3,0.0,38.2704867,sim_H_ref5,3,only_dft
28,C18B3N3,0.0,67.9330425,sim_H_ref5a,4,only_dft
29,C18B3N3,0.0,78.57459469999999,sim_H_ref6,5,only_dft
30,C10B2N2O2,0.0,42.47824403026808,sim_H_tian,1,only_dft
31,C10B2N2O2,0.0,42.82511181487174,sim_H_chen,2,only_dft
32,C10B2N2O2,0.0,32.0444991,sim_H_ref5,3,only_dft
33,C10B2N2O2,0.0,42.18721249999999,sim_H_ref5a,4,only_dft
34,C10B2N2O2,0.0,47.6970535,sim_H_ref6,5,only_dft
35,B8C4O4,0.0,33.72530099906685,sim_H_tian,1,only_dft
36,B8C4O4,0.0,34.32253693620004,sim_H_chen,2,only_dft
37,B8C4O4,0.0,27.276012,sim_H_ref5,3,only_dft
38,B8C4O4,0.0,33.7089125,sim_H_ref5a,4,only_dft
39,B8C4O4,0.0,37.5288415,sim_H_ref6,5,only_dft
40,B8C4O8,0.0,37.36538951760117,sim_H_tian,1,only_dft
41,B8C4O8,0.0,38.00480392274156,sim_H_chen,2,only_dft
42,B8C4O8,0.0,28.3462902,sim_H_ref5,3,only_dft
43,B8C4O8,0.0,36.4898775,sim_H_ref5a,4,only_dft
44,B8C4O8,0.0,40.8641141,sim_H_ref6,5,only_dft
45,B8C2O8,0.0,35.74337325162482,sim_H_tian,1,only_dft
46,B8C2O8,0.0,36.87535600944992,sim_H_chen,2,only_dft
47,B8C2O8,0.0,24.1195869,sim_H_ref5,3,only_dft
48,B8C2O8,0.0,32.248515,sim_H_ref5a,4,only_dft
49,B8C2O8,0.0,35.7773546,sim_H_ref6,5,only_dft
50,B6C2O5,0.0,33.25107466004859,sim_H_tian,1,only_dft
51,B6C2O5,0.0,34.61132206852449,sim_H_chen,2,only_dft
52,B6C2O5,0.0,21.4689294,sim_H_ref5,3,only_dft
53,B6C2O5,0.0,28.8628,sim_H_ref5a,4,only_dft
54,B6C2O5,0.0,31.716792,sim_H_ref6,5,only_dft
55,B8C4O4,0.0,28.91373953850595,sim_H_tian,1,only_dft
56,B8C4O4,0.0,29.36689898713122,sim_H_chen,2,only_dft
57,B8C4O4,0.0,26.0815068,sim_H_ref5,3,only_dft
58,B8C4O4,0.0,30.1665525,sim_H_ref5a,4,only_dft
59,B8C4O4,0.0,33.2804111,sim_H_ref6,5,only_dft
60,B1C1O3,0.0,4.754217329178382,sim_H_tian,1,only_dft
61,B1C1O3,0.0,2.897928656818617,sim_H_chen,2,only_dft
62,B1C1O3,0.0,22.0917015,sim_H_ref5,3,only_dft
63,B1C1O3,0.0,10.2363525,sim_H_ref5a,4,only_dft
64,B1C1O3,0.0,9.377683099999999,sim_H_ref6,5,only_dft
65,B10C1O1,0.0,15.42364155558839,sim_H_tian,1,only_dft
66,B10C1O1,0.0,15.12578592506519,sim_H_chen,2,only_dft
67,B10C1O1,0.0,21.2892336,sim_H_ref5,3,only_dft
68,B10C1O1,0.0,18.9350175,sim_H_ref5a,4,only_dft
69,B10C1O1,0.0,19.8101837,sim_H_ref6,5,only_dft
70,B10C3O1,0.0,17.02102514065347,sim_H_tian,1,only_dft
71,B10C3O1,0.0,17.74452769057628,sim_H_chen,2,only_dft
72,B10C3O1,0.0,13.3618176,sim_H_ref5,3,only_dft
73,B10C3O1,0.0,14.989835,sim_H_ref5a,4,only_dft
74,B10C3O1,0.0,15.0786394,sim_H_ref6,5,only_dft
75,B10C4O1,0.0,19.70234815034871,sim_H_tian,1,only_dft
76,B10C4O1,0.0,20.42859045995122,sim_H_chen,2,only_dft
77,B10C4O1,0.0,16.2805743,sim_H_ref5,3,only_dft
78,B10C4O1,0.0,18.32776,sim_H_ref5a,4,only_dft
79,B10C4O1,0.0,19.0818864,sim_H_ref6,5,only_dft
80,B10C6O1,0.0,16.66736797979569,sim_H_tian,1,only_dft
81,B10C6O1,0.0,16.61437194080668,sim_H_chen,2,only_dft
82,B10C6O1,0.0,20.0832687,sim_H_ref5,3,only_dft
83,B10C6O1,0.0,19.050805,sim_H_ref5a,4,only_dft
84,B10C6O1,0.0,19.9490502,sim_H_ref6,5,only_dft
85,B10C8O1,0.0,9.887215806229452,sim_H_tian,1,only_dft
86,B10C8O1,0.0,9.063136670797403,sim_H_chen,2,only_dft
87,B10C8O1,0.0,17.809722,sim_H_ref5,3,only_dft
88,B10C8O1,0.0,13.330165,sim_H_ref5a,4,only_dft
89,B10C8O1,0.0,13.0881606,sim_H_ref6,5,only_dft
90,B10C9O1,0.0,36.4044879569707,sim_H_tian,1,only_dft
91,B10C9O1,0.0,37.30263274662173,sim_H_chen,2,only_dft
92,B10C9O1,0.0,26.0393274,sim_H_ref5,3,only_dft
93,B10C9O1,0.0,34.14448,sim_H_ref5a,4,only_dft
94,B10C9O1,0.0,38.0512272,sim_H_ref6,5,only_dft
95,B3C2O3,0.0,15.39594715367648,sim_H_tian,1,only_dft
96,B3C2O3,0.0,15.08776860860024,sim_H_chen,2,only_dft
97,B3C2O3,0.0,21.3833187,sim_H_ref5,3,only_dft
98,B3C2O3,0.0,18.9680575,sim_H_ref5a,4,only_dft
99,B3C2O3,0.0,19.8498093,sim_H_ref6,5,only_dft
100,B5N3O2,0.0,41.20787243058299,sim_H_tian,1,only_dft
101,B5N3O2,0.0,42.08050773477823,sim_H_chen,2,only_dft
102,B5N3O2,0.0,27.8221293,sim_H_ref5,3,only_dft
103,B5N3O2,0.0,38.03803749999999,sim_H_ref5a,4,only_dft
104,B5N3O2,0.0,42.7208565,sim_H_ref6,5,only_dft
105,B5N3O3,0.0,41.80464521653119,sim_H_tian,1,only_dft
106,B5N3O3,0.0,42.80312704607043,sim_H_chen,2,only_dft
107,B5N3O3,0.0,27.1308879,sim_H_ref5,3,only_dft
108,B5N3O3,0.0,37.74583999999999,sim_H_ref5a,4,only_dft
109,B5N3O3,0.0,42.3704176,sim_H_ref6,5,only_dft
110,B6N4O2,0.0,43.48144942375086,sim_H_tian,1,only_dft
111,B6N4O2,0.0,43.97224771537665,sim_H_chen,2,only_dft
112,B6N4O2,0.0,31.1441904,sim_H_ref5,3,only_dft
113,B6N4O2,0.0,41.98056499999999,sim_H_ref5a,4,only_dft
114,B6N4O2,0.0,47.44921659999999,sim_H_ref6,5,only_dft
115,B6N4O3,0.0,43.7917991849098,sim_H_tian,1,only_dft
116,B6N4O3,0.0,44.6946987803769,sim_H_chen,2,only_dft
117,B6N4O3,0.0,28.2915918,sim_H_ref5,3,only_dft
118,B6N4O3,0.0,39.720275,sim_H_ref5a,4,only_dft
119,B6N4O3,0.0,44.738401,sim_H_ref6,5,only_dft
120,B7N5O2,0.0,39.02945695126513,sim_H_tian,1,only_dft
121,B7N5O2,0.0,40.00716193866798,sim_H_chen,2,only_dft
122,B7N5O2,0.0,26.4183642,sim_H_ref5,3,only_dft
123,B7N5O2,0.0,35.7747975,sim_H_ref5a,4,only_dft
124,B7N5O2,0.0,40.0065029,sim_H_ref6,5,only_dft
125,B7N5O3,0.0,45.70998743199095,sim_H_tian,1,only_dft
126,B7N5O3,0.0,46.46321776908977,sim_H_chen,2,only_dft
127,B7N5O3,0.0,29.7242469,sim_H_ref5,3,only_dft
128,B7N5O3,0.0,41.91065,sim_H_ref5a,4,only_dft
129,B7N5O3,0.0,47.36536599999999,sim_H_ref6,5,only_dft
130,B9N7O2,0.0,45.60579589831606,sim_H_tian,1,only_dft
131,B9N7O2,0.0,46.03736094839282,sim_H_chen,2,only_dft
132,B9N7O2,0.0,31.9819041,sim_H_ref5,3,only_dft
133,B9N7O2,0.0,43.7905375,sim_H_ref5a,4,only_dft
134,B9N7O2,0.0,49.6199565,sim_H_ref6,5,only_dft
135,B9N7O3,0.0,49.18347551420744,sim_H_tian,1,only_dft
136,B9N7O3,0.0,49.85020811428979,sim_H_chen,2,only_dft
137,B9N7O3,0.0,30.9014181,sim_H_ref5,3,only_dft
138,B9N7O3,0.0,44.66417999999999,sim_H_ref5a,4,only_dft
139,B9N7O3,0.0,50.6677352,sim_H_ref6,5,only_dft
140,Ac1,0.0,3.229192025683747,sim_H_tian,1,only_dft
141,Ac1,0.0,1.984683009511384,sim_H_chen,2,only_dft
142,Ac1,0.0,2.3112,sim_H_ref5,3,only_dft
143,Ac1,0.0,2.065,sim_H_ref5a,4,only_dft
144,Ac1,0.0,0.4224000000000001,sim_H_ref6,5,only_dft
145,Yb1Ag2,0.0,2.041897297524557,sim_H_tian,1,only_dft
146,Yb1Ag2,0.0,7.797857163627242e-05,sim_H_chen,2,only_dft
147,Yb1Ag2,0.0,5.2002,sim_H_ref5,3,only_dft
148,Yb1Ag2,0.0,2.655,sim_H_ref5a,4,only_dft
149,Yb1Ag2,0.0,0.2852000000000001,sim_H_ref6,5,only_dft
150,Na1Ag1O1,0.0,2.45371257650338,sim_H_tian,1,only_dft
151,Na1Ag1O1,0.0,0.5450960332619159,sim_H_chen,2,only_dft
152,Na1Ag1O1,0.0,5.6817,sim_H_ref5,3,only_dft
153,Na1Ag1O1,0.0,3.0975,sim_H_ref5a,4,only_dft
154,Na1Ag1O1,0.0,0.8159000000000001,sim_H_ref6,5,only_dft
155,Ti2Ag2,0.0,3.069454092076775,sim_H_tian,1,only_dft
156,Ti2Ag2,0.0,1.148026557950169,sim_H_chen,2,only_dft
157,Ti2Ag2,0.0,10.6893,sim_H_ref5,3,only_dft
158,Ti2Ag2,0.0,5.1625,sim_H_ref5a,4,only_dft
159,Ti2Ag2,0.0,3.2925,sim_H_ref6,5,only_dft
160,Lu1Ag1O2,0.0,3.026201878652746,sim_H_tian,1,only_dft
161,Lu1Ag1O2,0.0,1.055412551939081,sim_H_chen,2,only_dft
162,Lu1Ag1O2,0.0,11.8449,sim_H_ref5,3,only_dft
163,Lu1Ag1O2,0.0,5.4575,sim_H_ref5a,4,only_dft
164,Lu1Ag1O2,0.0,3.6463,sim_H_ref6,5,only_dft
165,Li2Ag2,0.0,1.841070872644711,sim_H_tian,1,only_dft
166,Li2Ag2,0.0,0.2315892701469733,sim_H_chen,2,only_dft
167,Li2Ag2,0.0,4.2372,sim_H_ref5,3,only_dft
168,Li2Ag2,0.0,2.2125,sim_H_ref5a,4,only_dft
169,Li2Ag2,0.0,0.2454999999999998,sim_H_ref6,5,only_dft
170,Ag1Rh1O2,0.0,2.950195134651463,sim_H_tian,1,only_dft
171,Ag1Rh1O2,0.0,0.9208959497580116,sim_H_chen,2,only_dft
172,Ag1Rh1O2,0.0,13.1931,sim_H_ref5,3,only_dft
173,Ag1Rh1O2,0.0,5.7525,sim_H_ref5a,4,only_dft
174,Ag1Rh1O2,0.0,4.0001,sim_H_ref6,5,only_dft
175,Sc1Ag2,0.0,5.009302843048275,sim_H_tian,1,only_dft
176,Sc1Ag2,0.0,3.760599252198263,sim_H_chen,2,only_dft
177,Sc1Ag2,0.0,8.2818,sim_H_ref5,3,only_dft
178,Sc1Ag2,0.0,5.7525,sim_H_ref5a,4,only_dft
179,Sc1Ag2,0.0,4.0001,sim_H_ref6,5,only_dft
180,Ho1Cu4Ag1,0.0,2.169601170998372,sim_H_tian,1,only_dft
181,Ho1Cu4Ag1,0.0,0.01797969159170609,sim_H_chen,2,only_dft
182,Ho1Cu4Ag1,0.0,10.6893,sim_H_ref5,3,only_dft
183,Ho1Cu4Ag1,0.0,4.2775,sim_H_ref5a,4,only_dft
184,Ho1Cu4Ag1,0.0,2.2311,sim_H_ref6,5,only_dft
185,Pr2Si2Ag2,0.0,2.909691388424375,sim_H_tian,1,only_dft
186,Pr2Si2Ag2,0.0,1.053823804506219,sim_H_chen,2,only_dft
187,Pr2Si2Ag2,0.0,7.8003,sim_H_ref5,3,only_dft
188,Pr2Si2Ag2,0.0,4.13,sim_H_ref5a,4,only_dft
189,Pr2Si2Ag2,0.0,2.0542,sim_H_ref6,5,only_dft
190,Tm1Cu4Ag1,0.0,2.214920819139798,sim_H_tian,1,only_dft
191,Tm1Cu4Ag1,0.0,0.04613733354450611,sim_H_chen,2,only_dft
192,Tm1Cu4Ag1,0.0,10.4967,sim_H_ref5,3,only_dft
193,Tm1Cu4Ag1,0.0,4.2775,sim_H_ref5a,4,only_dft
194,Tm1Cu4Ag1,0.0,2.2311,sim_H_ref6,5,only_dft
195,Si1Ag1Pt5,0.0,3.659726814992809,sim_H_tian,1,only_dft
196,Si1Ag1Pt5,0.0,1.65873752816556,sim_H_chen,2,only_dft
197,Si1Ag1Pt5,0.0,19.0674,sim_H_ref5,3,only_dft
198,Si1Ag1Pt5,0.0,8.112499999999999,sim_H_ref5a,4,only_dft
199,Si1Ag1Pt5,0.0,6.8305,sim_H_ref6,5,only_dft
200,In2Ag1Se4,0.0,1.663420001011999,sim_H_tian,1,only_dft
201,In2Ag1Se4,0.0,0.3163305342705693,sim_H_chen,2,only_dft
202,In2Ag1Se4,0.0,2.0223,sim_H_ref5,3,only_dft
203,In2Ag1Se4,0.0,1.3275,sim_H_ref5a,4,only_dft
204,In2Ag1Se4,0.0,1.3069,sim_H_ref6,5,only_dft
205,Ag1P1Pt5,0.0,4.09669933877624,sim_H_tian,1,only_dft
206,Ag1P1Pt5,0.0,2.205334635599547,sim_H_chen,2,only_dft
207,Ag1P1Pt5,0.0,18.297,sim_H_ref5,3,only_dft
208,Ag1P1Pt5,0.0,8.407499999999999,sim_H_ref5a,4,only_dft
209,Ag1P1Pt5,0.0,7.184299999999999,sim_H_ref6,5,only_dft
210,La2Si4Ag2,0.0,9.20195682450004,sim_H_tian,1,only_dft
211,La2Si4Ag2,0.0,9.03155579272723,sim_H_chen,2,only_dft
212,La2Si4Ag2,0.0,8.4744,sim_H_ref5,3,only_dft
213,La2Si4Ag2,0.0,8.112499999999999,sim_H_ref5a,4,only_dft
214,La2Si4Ag2,0.0,6.8305,sim_H_ref6,5,only_dft
215,Ag2,0.0,2.64799765969259,sim_H_tian,1,only_dft
216,Ag2,0.0,0.6791510144799227,sim_H_chen,2,only_dft
217,Ag2,0.0,8.4744,sim_H_ref5,3,only_dft
218,Ag2,0.0,4.13,sim_H_ref5a,4,only_dft
219,Ag2,0.0,2.0542,sim_H_ref6,5,only_dft
220,Mn3Ag1N1,0.0,10.25746959280504,sim_H_tian,1,only_dft
221,Mn3Ag1N1,0.0,9.795865355699876,sim_H_chen,2,only_dft
222,Mn3Ag1N1,0.0,13.5783,sim_H_ref5,3,only_dft
223,Mn3Ag1N1,0.0,11.505,sim_H_ref5a,4,only_dft
224,Mn3Ag1N1,0.0,10.8992,sim_H_ref6,5,only_dft
225,Sr2Ag2P2,0.0,6.68195555287694,sim_H_tian,1,only_dft
226,Sr2Ag2P2,0.0,6.236116917615325,sim_H_chen,2,only_dft
227,Sr2Ag2P2,0.0,5.392799999999999,sim_H_ref5,3,only_dft
228,Sr2Ag2P2,0.0,5.1625,sim_H_ref5a,4,only_dft
229,Sr2Ag2P2,0.0,3.2925,sim_H_ref6,5,only_dft
230,Tm2Ag2Te4,0.0,3.611170408472691,sim_H_tian,1,only_dft
231,Tm2Ag2Te4,0.0,2.276223551588635,sim_H_chen,2,only_dft
232,Tm2Ag2Te4,0.0,4.0446,sim_H_ref5,3,only_dft
233,Tm2Ag2Te4,0.0,3.0975,sim_H_ref5a,4,only_dft
234,Tm2Ag2Te4,0.0,0.8159000000000001,sim_H_ref6,5,only_dft
235,Ti1Ag1F6,0.0,3.507640857134212,sim_H_tian,1,only_dft
236,Ti1Ag1F6,0.0,2.8815146996885,sim_H_chen,2,only_dft
237,Ti1Ag1F6,0.0,0.8667,sim_H_ref5,3,only_dft
238,Ti1Ag1F6,0.0,1.18,sim_H_ref5a,4,only_dft
239,Ti1Ag1F6,0.0,1.4838,sim_H_ref6,5,only_dft
240,Sc2Ag2O4,0.0,3.33487773028306,sim_H_tian,1,only_dft
241,Sc2Ag2O4,0.0,1.447944919793888,sim_H_chen,2,only_dft
242,Sc2Ag2O4,0.0,11.8449,sim_H_ref5,3,only_dft
243,Sc2Ag2O4,0.0,5.7525,sim_H_ref5a,4,only_dft
244,Sc2Ag2O4,0.0,4.0001,sim_H_ref6,5,only_dft
245,Ac2O3,0.0,3.341930736827377,sim_H_tian,1,only_dft
246,Ac2O3,0.0,1.527410363041686,sim_H_chen,2,only_dft
247,Ac2O3,0.0,9.918899999999999,sim_H_ref5,3,only_dft
248,Ac2O3,0.0,5.1625,sim_H_ref5a,4,only_dft
249,Ac2O3,0.0,3.2925,sim_H_ref6,5,only_dft
250,Pr1Mg2Ag1,0.0,1.994991066230257,sim_H_tian,1,only_dft
251,Pr1Mg2Ag1,0.0,0.006858859074283963,sim_H_chen,2,only_dft
252,Pr1Mg2Ag1,0.0,3.9483,sim_H_ref5,3,only_dft
253,Pr1Mg2Ag1,0.0,2.2125,sim_H_ref5a,4,only_dft
254,Pr1Mg2Ag1,0.0,0.2454999999999998,sim_H_ref6,5,only_dft
255,Sm1Mg2Ag1,0.0,1.580124929682326,sim_H_tian,1,only_dft
256,Sm1Mg2Ag1,0.0,0.6109454999341479,sim_H_chen,2,only_dft
257,Sm1Mg2Ag1,0.0,4.3335,sim_H_ref5,3,only_dft
258,Sm1Mg2Ag1,0.0,2.065,sim_H_ref5a,4,only_dft
259,Sm1Mg2Ag1,0.0,0.4224000000000001,sim_H_ref6,5,only_dft
260,Mg1Zn1Ag2,0.0,1.529689080995076,sim_H_tian,1,only_dft
261,Mg1Zn1Ag2,0.0,0.7884810638710156,sim_H_chen,2,only_dft
262,Mg1Zn1Ag2,0.0,7.3188,sim_H_ref5,3,only_dft
263,Mg1Zn1Ag2,0.0,2.8025,sim_H_ref5a,4,only_dft
264,Mg1Zn1Ag2,0.0,0.4621,sim_H_ref6,5,only_dft
265,Sc1Ag1,0.0,3.670989879332332,sim_H_tian,1,only_dft
266,Sc1Ag1,0.0,2.051333009205536,sim_H_chen,2,only_dft
267,Sc1Ag1,0.0,7.896599999999999,sim_H_ref5,3,only_dft
268,Sc1Ag1,0.0,4.72,sim_H_ref5a,4,only_dft
269,Sc1Ag1,0.0,2.7618,sim_H_ref6,5,only_dft
270,Zr2Ag2,0.0,5.572314327018304,sim_H_tian,1,only_dft
271,Zr2Ag2,0.0,4.344358602554743,sim_H_chen,2,only_dft
272,Zr2Ag2,0.0,10.2078,sim_H_ref5,3,only_dft
273,Zr2Ag2,0.0,6.932499999999999,sim_H_ref5a,4,only_dft
274,Zr2Ag2,0.0,5.415299999999999,sim_H_ref6,5,only_dft
275,Ca3Al7Ag2,0.0,7.477188108554327,sim_H_tian,1,only_dft
276,Ca3Al7Ag2,0.0,7.172245606840269,sim_H_chen,2,only_dft
277,Ca3Al7Ag2,0.0,6.0669,sim_H_ref5,3,only_dft
278,Ca3Al7Ag2,0.0,5.899999999999999,sim_H_ref5a,4,only_dft
279,Ca3Al7Ag2,0.0,4.177,sim_H_ref6,5,only_dft
280,Ce1Ag1,0.0,4.92772917672684,sim_H_tian,1,only_dft
281,Ce1Ag1,0.0,3.902465054031612,sim_H_chen,2,only_dft
282,Ce1Ag1,0.0,5.4891,sim_H_ref5,3,only_dft
283,Ce1Ag1,0.0,4.425,sim_H_ref5a,4,only_dft
284,Ce1Ag1,0.0,2.408,sim_H_ref6,5,only_dft
285,Ag4O6,0.0,1.681524172853298,sim_H_tian,1,only_dft
286,Ag4O6,0.0,0.5801651052960572,sim_H_chen,2,only_dft
287,Ag4O6,0.0,7.3188,sim_H_ref5,3,only_dft
288,Ag4O6,0.0,2.95,sim_H_ref5a,4,only_dft
289,Ag4O6,0.0,0.6390000000000002,sim_H_ref6,5,only_dft
290,Ce1Ag2Ge2,0.0,5.49545313635501,sim_H_tian,1,only_dft
291,Ce1Ag2Ge2,0.0,4.464458446985157,sim_H_chen,2,only_dft
292,Ce1Ag2Ge2,0.0,7.3188,sim_H_ref5,3,only_dft
293,Ce1Ag2Ge2,0.0,5.605,sim_H_ref5a,4,only_dft
294,Ce1Ag2Ge2,0.0,3.8232,sim_H_ref6,5,only_dft
295,Ag3Pt1,0.0,2.662792668496675,sim_H_tian,1,only_dft
296,Ag3Pt1,0.0,0.5985988530185247,sim_H_chen,2,only_dft
297,Ag3Pt1,0.0,11.556,sim_H_ref5,3,only_dft
298,Ag3Pt1,0.0,5.015,sim_H_ref5a,4,only_dft
299,Ag3Pt1,0.0,3.1156,sim_H_ref6,5,only_dft
300,Ca3Ag3P3,0.0,8.863741981097059,sim_H_tian,1,only_dft
301,Ca3Ag3P3,0.0,8.993093740889933,sim_H_chen,2,only_dft
302,Ca3Ag3P3,0.0,5.8743,sim_H_ref5,3,only_dft
303,Ca3Ag3P3,0.0,6.342499999999999,sim_H_ref5a,4,only_dft
304,Ca3Ag3P3,0.0,4.7077,sim_H_ref6,5,only_dft
305,Ag1Sb1Te2,0.0,2.355008176874617,sim_H_tian,1,only_dft
306,Ag1Sb1Te2,0.0,0.4476141402420453,sim_H_chen,2,only_dft
307,Ag1Sb1Te2,0.0,5.0076,sim_H_ref5,3,only_dft
308,Ag1Sb1Te2,0.0,2.8025,sim_H_ref5a,4,only_dft
309,Ag1Sb1Te2,0.0,0.4621,sim_H_ref6,5,only_dft
310,Ag1Sb1Te2,0.0,2.228623493081781,sim_H_tian,1,only_dft
311,Ag1Sb1Te2,0.0,0.2827539838158706,sim_H_chen,2,only_dft
312,Ag1Sb1Te2,0.0,4.815,sim_H_ref5,3,only_dft
313,Ag1Sb1Te2,0.0,2.655,sim_H_ref5a,4,only_dft
314,Ag1Sb1Te2,0.0,0.2852000000000001,sim_H_ref6,5,only_dft
315,Ag1,0.0,1.842039278407812,sim_H_tian,1,only_dft
316,Ag1,0.0,0.3949406538531504,sim_H_chen,2,only_dft
317,Ag1,0.0,8.4744,sim_H_ref5,3,only_dft
318,Ag1,0.0,3.3925,sim_H_ref5a,4,only_dft
319,Ag1,0.0,1.1697,sim_H_ref6,5,only_dft
320,Be12Ag1,0.0,2.549408016559679,sim_H_tian,1,only_dft
321,Be12Ag1,0.0,0.4710944305350058,sim_H_chen,2,only_dft
322,Be12Ag1,0.0,10.8819,sim_H_ref5,3,only_dft
323,Be12Ag1,0.0,4.72,sim_H_ref5a,4,only_dft
324,Be12Ag1,0.0,2.7618,sim_H_ref6,5,only_dft
325,Y2Ag2Te4,0.0,3.391977199037735,sim_H_tian,1,only_dft
326,Y2Ag2Te4,0.0,1.981733897379013,sim_H_chen,2,only_dft
327,Y2Ag2Te4,0.0,3.9483,sim_H_ref5,3,only_dft
328,Y2Ag2Te4,0.0,2.95,sim_H_ref5a,4,only_dft
329,Y2Ag2Te4,0.0,0.6390000000000002,sim_H_ref6,5,only_dft
330,Sc1Ag1Se2,0.0,1.928141357732655,sim_H_tian,1,only_dft
331,Sc1Ag1Se2,0.0,0.1936341388104648,sim_H_chen,2,only_dft
332,Sc1Ag1Se2,0.0,5.9706,sim_H_ref5,3,only_dft
333,Sc1Ag1Se2,0.0,2.8025,sim_H_ref5a,4,only_dft
334,Sc1Ag1Se2,0.0,0.4621,sim_H_ref6,5,only_dft
335,Tm1Ag1Te2,0.0,2.280408527006888,sim_H_tian,1,only_dft
336,Tm1Ag1Te2,0.0,0.3612733213656272,sim_H_chen,2,only_dft
337,Tm1Ag1Te2,0.0,4.7187,sim_H_ref5,3,only_dft
338,Tm1Ag1Te2,0.0,2.655,sim_H_ref5a,4,only_dft
339,Tm1Ag1Te2,0.0,0.2852000000000001,sim_H_ref6,5,only_dft
340,Hf2Ag1,0.0,6.600009792031989,sim_H_tian,1,only_dft
341,Hf2Ag1,0.0,5.592237276012924,sim_H_chen,2,only_dft
342,Hf2Ag1,0.0,10.6893,sim_H_ref5,3,only_dft
343,Hf2Ag1,0.0,7.8175,sim_H_ref5a,4,only_dft
344,Hf2Ag1,0.0,6.4767,sim_H_ref6,5,only_dft
345,Hf2Ag2,0.0,5.582904006067858,sim_H_tian,1,only_dft
346,Hf2Ag2,0.0,4.293649597264292,sim_H_chen,2,only_dft
347,Hf2Ag2,0.0,11.2671,sim_H_ref5,3,only_dft
348,Hf2Ag2,0.0,7.375,sim_H_ref5a,4,only_dft
349,Hf2Ag2,0.0,5.946000000000001,sim_H_ref6,5,only_dft
350,Ca2Ag4,0.0,1.66765002152575,sim_H_tian,1,only_dft
351,Ca2Ag4,0.0,0.49955153763627,sim_H_chen,2,only_dft
352,Ca2Ag4,0.0,4.6224,sim_H_ref5,3,only_dft
353,Ca2Ag4,0.0,2.2125,sim_H_ref5a,4,only_dft
354,Ca2Ag4,0.0,0.2454999999999998,sim_H_ref6,5,only_dft
355,Cs2Ag1F4,0.0,1.895491248714033,sim_H_tian,1,only_dft
356,Cs2Ag1F4,0.0,0.08814163981814715,sim_H_chen,2,only_dft
357,Cs2Ag1F4,0.0,3.2742,sim_H_ref5,3,only_dft
358,Cs2Ag1F4,0.0,1.9175,sim_H_ref5a,4,only_dft
359,Cs2Ag1F4,0.0,0.5992999999999999,sim_H_ref6,5,only_dft
360,Ag2F1,0.0,2.24315466677452,sim_H_tian,1,only_dft
361,Ag2F1,0.0,0.1905182693034435,sim_H_chen,2,only_dft
362,Ag2F1,0.0,7.1262,sim_H_ref5,3,only_dft
363,Ag2F1,0.0,3.3925,sim_H_ref5a,4,only_dft
364,Ag2F1,0.0,1.1697,sim_H_ref6,5,only_dft
365,Ba1Ag2Ge2,0.0,5.592026902553529,sim_H_tian,1,only_dft
366,Ba1Ag2Ge2,0.0,4.861776471500466,sim_H_chen,2,only_dft
367,Ba1Ag2Ge2,0.0,4.9113,sim_H_ref5,3,only_dft
368,Ba1Ag2Ge2,0.0,4.425,sim_H_ref5a,4,only_dft
369,Ba1Ag2Ge2,0.0,2.408,sim_H_ref6,5,only_dft
370,Al2Ag2Se4,0.0,2.131423734438241,sim_H_tian,1,only_dft
371,Al2Ag2Se4,0.0,0.1355182296195516,sim_H_chen,2,only_dft
